ID,PRECIO_MENSUAL,PRECIO_SEMESTRE,PERSONA_NATURAL
11270,123224,669523,10456
11271,981452,1244662,19417
11272,459908,1377247,12919
11273,308725,488025,4910
11274,960206,1345940,3231
11275,30591,1414029,11161
11276,94409,1402762,15023
11277,387074,1298733,11528
11278,459828,71923,8156
11279,20731,1415634,3651
11280,378361,1097293,17409
11281,765836,288175,18465
11282,939881,274117,17094
11283,173038,1372559,9413
11284,830884,1329516,15757
11285,811648,6129,14395
11286,813179,93130,10193
11287,421952,498071,5879
11288,865924,1454242,9751
11289,290999,1128483,8078
11290,651530,731395,16038
11291,621530,1452563,11171
11292,270766,235335,2815
11293,412330,490597,18776
11294,438952,1123284,18600
11295,886435,855254,14292
11296,367662,1077131,14375
11297,324958,349613,3004
11298,742431,726595,11708
11299,864562,1451317,1131
11300,795131,1429846,9585
11301,39572,7360,14203
11302,657337,622171,13173
11303,215304,1026160,10667
11304,20466,734423,9093
11305,184158,135402,1306
11306,607636,594719,12619
11307,337851,1145850,11036
11308,628793,775858,15380
11309,140559,517638,15472
11310,863792,1001257,7993
11311,168458,342373,11244
11312,737939,758354,16075
11313,58995,1397910,15195
11314,1617,531663,1912
11315,142293,872652,2849
11316,996963,897132,18376
11317,856819,681426,16762
11318,153843,638068,1607
11319,331652,853082,4272
11320,526635,781776,17563
11321,325601,1315550,5001
11322,217730,518894,19792
11323,217562,7979,3904
11324,828112,877107,3768
11325,990168,655462,3036
11326,857800,174828,10801
11327,714191,152284,5019
11328,554524,927041,4238
11329,185171,559066,16981
11330,783725,599267,17892
11331,80442,490096,3529
11332,83181,939474,2644
11333,773446,11253,14663
11334,514617,162081,4978
11335,52496,193040,12159
11336,686977,186504,14929
11337,192625,92973,16929
11338,844502,1069580,16527
11339,83313,1337670,5899
11340,90117,695146,7382
11341,131561,1028192,19154
11342,592026,739109,9872
11343,779161,694873,14334
11344,67187,1393813,2895
11345,53415,1312282,13132
11346,976822,949749,2771
11347,603115,952071,9451
11348,98700,1095076,2565
11349,207633,290915,13419
11350,832738,753745,8115
11351,408120,274379,6018
11352,532358,535475,5809
11353,273234,338367,13200
11354,597743,203095,5834
11355,348682,448517,12737
11356,954384,354170,14859
11357,131351,42372,3731
11358,450913,1363749,17005
11359,209739,435958,15654
11360,903500,952398,11408
11361,907685,843429,12435
11362,447426,577543,15890
11363,314196,155126,10752
11364,392010,177784,6855
11365,995952,1082719,12863
11366,784468,309670,17715
11367,346751,1073022,19250
11368,319606,55489,7581
11369,597041,874627,18941
11370,574286,714231,7028
11371,133461,106561,1126
11372,559982,599594,7884
11373,772285,1340264,3176
11374,97404,1196717,5393
11375,612573,1247613,19710
11376,940166,155524,1660
11377,303464,1110651,7399
11378,89723,1382042,11241
11379,528629,350196,7501
11380,759191,721352,13171
11381,285420,1144355,492
11382,471965,387113,17621
11383,176471,545890,16514
11384,645541,1304891,18975
11385,42016,568310,15272
11386,522458,156665,2567
11387,181249,119270,15805
11388,98188,586859,13498
11389,867143,1151388,914
11390,613742,953248,13792
11391,386050,847807,3555
11392,59849,16078,15551
11393,829965,1398553,8840
11394,580312,1018901,11581
11395,43120,309506,18639
11396,156131,848771,10405
11397,418476,491693,13666
11398,894973,306586,2885
11399,174857,253970,17813
11400,800741,110959,9553
11401,932922,1002817,5666
11402,528080,1388897,15727
11403,127340,89813,8517
11404,18771,248591,2327
11405,43676,327114,13506
11406,232604,1422161,11027
11407,676923,673949,608
11408,193523,99426,4922
11409,785011,1011814,3653
11410,482191,246376,1611
11411,116760,1089886,15674
11412,285818,785661,17821
11413,901477,284135,10318
11414,147679,508779,14041
11415,405170,430352,13006
11416,629567,346431,3507
11417,536807,1485107,5628
11418,119369,929913,16637
11419,829202,369308,17660
11420,126567,5804,6669
11421,411330,935327,10323
11422,192282,558561,6352
11423,609077,132127,16677
11424,683586,514135,1230
11425,643435,1265519,4370
11426,851502,242982,16712
11427,139094,1122179,9521
11428,234341,959377,6203
11429,365273,1016587,16763
11430,731823,1186057,345
11431,432,482547,2046
11432,324883,802694,17942
11433,362517,616551,4585
11434,640768,1238850,4911
11435,395775,757325,2063
11436,876468,331497,108
11437,891150,1024742,5648
11438,590419,1422224,19372
11439,277716,1007058,15073
11440,189338,1101241,7461
11441,915912,1327120,16929
11442,947812,252703,12082
11443,651754,898775,13785
11444,625536,684067,11736
11445,338289,153175,1108
11446,261557,442111,14289
11447,44586,1440960,12865
11448,984648,927876,12837
11449,726057,1182132,9650
11450,970080,348761,7122
11451,777595,879307,8428
11452,641934,874456,18989
11453,910925,55944,7804
11454,635316,1457300,7179
11455,874531,378278,5467
11456,489204,1049339,2238
11457,889802,889779,13446
11458,861721,1424104,6182
11459,667178,862511,8756
11460,966185,337982,4038
11461,239630,1356630,15479
11462,177174,367093,8264
11463,40303,973542,6713
11464,377368,580340,11694
11465,893498,1165193,11534
11466,666642,1252108,2745
11467,426144,176895,15209
11468,923976,1116549,2439
11469,985066,1354025,1765
11470,735570,195572,4608
11471,689900,395971,13563
11472,226031,482227,16037
11473,399514,798144,19642
11474,446436,1384148,15367
11475,735816,1344960,7425
11476,766269,585114,671
11477,386467,1171454,14309
11478,995137,1114120,6363
11479,96040,1152819,19359
11480,555417,352463,14351
11481,67996,266830,1578
11482,279705,375332,15713
11483,633220,538885,8171
11484,168692,593998,5523
11485,899356,366234,14237
11486,182578,437276,14811
11487,441832,331522,12263
11488,465033,1374186,6930
11489,788828,107604,18764
11490,890450,335560,18938
11491,838359,153651,3898
11492,265278,183043,8865
11493,712883,868012,17537
11494,290267,1458792,14561
11495,948495,948782,9488
11496,882291,1441529,10454
11497,209886,55267,7829
11498,899214,735694,843
11499,141766,1142168,18006
11500,378500,599679,1175
11501,178255,743053,7270
11502,29677,262168,15891
11503,283655,78441,6940
11504,609389,590734,17900
11505,8002,191160,5381
11506,706978,501220,12392
11507,146906,1499890,14043
11508,930167,1474981,3880
11509,617290,295808,17614
11510,874082,99257,19114
11511,972618,1096250,18576
11512,444559,917170,10046
11513,589203,50801,5787
11514,317757,180840,11405
11515,4638,1186738,9940
11516,608908,1414590,15906
11517,903724,916164,15897
11518,605419,1287503,4738
11519,566138,179014,12214
11520,528782,15098,375
11521,932627,1116728,565
11522,380057,1166848,12131
11523,810432,1431622,4090
11524,143627,1493206,16857
11525,766199,856552,2800
11526,467990,1044776,8534
11527,651953,1196908,3820
11528,848207,281060,17994
11529,701293,661572,8838
11530,697720,968400,12049
11531,621360,1380549,2231
11532,899024,1487981,16555
11533,975485,135675,9971
11534,386752,957490,16795
11535,516856,230913,8214
11536,76474,267997,7347
11537,782454,392772,487
11538,115676,434885,16335
11539,230220,1087768,17812
11540,850832,742478,18626
11541,34788,1087093,9247
11542,585913,1216016,9359
11543,463118,337173,3163
11544,343021,766189,16458
11545,220341,1424199,3692
11546,745267,121524,8450
11547,265509,268764,7005
11548,99437,389126,9582
11549,137590,418566,17194
11550,175548,902717,13583
11551,510331,514390,4320
11552,923234,716797,7062
11553,609099,575572,11349
11554,68625,293674,15787
11555,617806,1113868,12106
11556,952476,284857,9019
11557,600533,92114,19047
11558,841801,1017796,15326
11559,130939,748563,13938
11560,894401,70649,5152
11561,284911,1097489,1117
11562,447389,630769,2553
11563,319631,973667,8566
11564,459396,869434,2325
11565,622876,52501,4293
11566,756063,505602,1491
11567,561491,475156,10906
11568,43190,82114,1599
11569,526609,1279183,19999
11570,461681,597812,3559
11571,681480,96500,1186
11572,526839,636072,1522
11573,240952,896137,5000
11574,572453,135848,18003
11575,399840,1095797,9961
11576,606392,791705,1149
11577,785695,792418,3908
11578,736092,995108,3444
11579,830093,264229,3142
11580,223926,1044894,15055
11581,822048,1017376,18690
11582,762648,939201,8025
11583,600138,142280,4067
11584,978266,171376,18233
11585,296400,844908,13995
11586,583106,1053367,12584
11587,390304,110962,5547
11588,752310,1269533,9014
11589,505326,997095,1198
11590,865415,1324881,19286
11591,374361,916944,4937
11592,603304,1437870,6901
11593,342071,1489646,3712
11594,322871,393982,10910
11595,650790,235296,5158
11596,400538,9985,12602
11597,639596,620461,3336
11598,353460,1218013,1861
11599,880145,343332,14933
11600,466356,436346,18119
11601,751468,469173,3895
11602,211567,992012,1063
11603,764965,151528,6811
11604,179634,1180123,4457
11605,247046,746985,17965
11606,898785,302764,16675
11607,33596,1058709,4182
11608,459207,342646,332
11609,655641,1477444,5332
11610,927526,1333103,2977
11611,985703,1475579,2903
11612,8615,330135,2668
11613,472434,109082,12799
11614,547653,1013514,18207
11615,36618,1294888,2594
11616,979404,1244608,14969
11617,280875,369709,18881
11618,549312,154031,17286
11619,631142,84084,890
11620,397227,314846,19850
11621,438517,483883,4126
11622,161677,724254,9132
11623,309765,916624,16224
11624,899896,953353,8021
11625,24689,788487,5536
11626,393155,408772,366
11627,472074,1297894,9318
11628,31133,1034246,4376
11629,763051,1349827,13771
11630,563491,521722,14482
11631,945431,721167,923
11632,345714,845294,6317
11633,874988,548811,1112
11634,280776,795216,12595
11635,421032,914621,8495
11636,183022,1055337,1542
11637,239598,1110028,6044
11638,347028,960045,16696
11639,933564,383635,12674
11640,323106,39968,7803
11641,980804,565073,458
11642,340048,1187225,10141
11643,489229,1120913,3900
11644,492628,584896,11830
11645,557459,35708,16435
11646,109819,914811,18877
11647,381919,20107,3450
11648,153194,1474456,83
11649,223564,766429,1547
11650,237737,643520,18357
11651,979709,164551,14179
11652,180253,453454,7586
11653,561413,1490317,12616
11654,803549,1459856,775
11655,238006,1063595,7488
11656,783083,179204,2796
11657,955919,1416398,3904
11658,423709,894590,16028
11659,705079,1480204,841
11660,970979,19054,17584
11661,144055,459178,16264
11662,833212,653431,11169
11663,237750,514407,4619
11664,389768,916459,7187
11665,589926,41161,16811
11666,571951,1193133,3774
11667,820155,336304,13448
11668,380356,582947,2117
11669,544390,1172024,3143
11670,30854,702210,16625
11671,341940,4675,14669
11672,265872,918534,11073
11673,983584,154802,14756
11674,553062,78787,8397
11675,295110,1436743,635
11676,562411,5870,3578
11677,583404,594420,876
11678,310830,147186,508
11679,400968,186617,15490
11680,78495,995560,2190
11681,582842,1289862,2411
11682,19064,331598,10099
11683,840685,1115477,19604
11684,108817,343073,17649
11685,634010,1137501,18547
11686,549927,1057961,631
11687,464101,878445,12574
11688,474860,1453173,19065
11689,196781,365667,10045
11690,439677,981415,3651
11691,785870,461170,8477
11692,740258,208854,17566
11693,804795,842972,17054
11694,802271,615035,3669
11695,357608,333162,1727
11696,505406,1138913,5579
11697,658088,523355,16418
11698,42688,150849,7374
11699,478967,393569,622
11700,384065,286267,15352
11701,914756,787365,9528
11702,909985,498714,14047
11703,936484,102085,11782
11704,163821,1370439,4925
11705,615927,374750,10606
11706,64198,376117,5536
11707,26066,1049938,10729
11708,499859,985867,11606
11709,681277,306632,3500
11710,816853,622697,17604
11711,181642,634415,6061
11712,984663,922438,12094
11713,668269,456535,4675
11714,348432,1329099,18362
11715,731200,1456259,3100
11716,973583,1322206,13076
11717,693541,1258235,6258
11718,756483,337699,2891
11719,91520,774844,18009
11720,13679,101720,15293
11721,35468,618439,15487
11722,91769,65797,9147
11723,975624,179962,17544
11724,250455,670960,9803
11725,385494,928632,6095
11726,665007,814963,8129
11727,350729,534984,4385
11728,226379,1383791,7942
11729,285407,416810,16971
11730,56115,667654,3750
11731,868771,775303,19408
11732,305073,500628,3782
11733,211105,181499,9467
11734,66388,1307653,7926
11735,444331,301625,19038
11736,607897,735409,13000
11737,281569,95793,17814
11738,719671,1199914,5678
11739,932294,1153236,18276
11740,574533,1385552,17225
11741,424811,764630,1792
11742,449665,333467,9170
11743,253995,644171,16969
11744,993278,1012610,19162
11745,907330,303284,17687
11746,628027,331293,2518
11747,598187,465744,2950
11748,150489,1374137,1792
11749,727780,729437,13541
11750,454216,1281979,1954
11751,322201,777645,17049
11752,858472,289847,11049
11753,677298,428873,15442
11754,905898,429523,3816
11755,349889,1309435,16430
11756,657408,559753,164
11757,608330,973917,6763
11758,158127,1283625,7217
11759,328101,624689,17258
11760,30116,1486970,18235
11761,181259,400392,13342
11762,814478,49770,19767
11763,450622,157818,12694
11764,431181,1316833,6836
11765,607235,1335545,12647
11766,41442,1250172,11095
11767,968168,1153741,10263
11768,723413,643610,17180
11769,574558,461882,15461
11770,978207,1488334,9346
11771,435341,940594,4674
11772,782874,1060525,2710
11773,6849,531566,18144
11774,341986,826901,14992
11775,497185,751644,9635
11776,741476,813386,19807
11777,308146,549527,791
11778,993176,1240913,3351
11779,562341,302845,12795
11780,348868,702623,81
11781,530549,1212660,18877
11782,83501,659308,19187
11783,947669,1379211,12667
11784,221062,448935,7553
11785,517871,1446076,15217
11786,585251,495917,11867
11787,153925,296123,13998
11788,686892,895694,3353
11789,198722,1053258,2364
11790,314940,70020,7472
11791,221602,1169861,638
11792,602863,1240744,11642
11793,638986,239219,13340
11794,887371,1446723,8161
11795,877375,858584,11
11796,701936,268782,18188
11797,801096,1008048,7434
11798,95798,511703,7833
11799,597173,657792,18214
11800,774950,205304,18701
11801,287126,474161,2498
11802,991437,1340412,7600
11803,609801,1438210,10896
11804,560489,572895,19951
11805,764417,1411405,7272
11806,613230,566278,9753
11807,303439,443546,2085
11808,18787,283819,4442
11809,796281,1362152,17543
11810,966249,1459540,19953
11811,739116,1419131,9852
11812,77456,624929,8599
11813,341774,184066,19262
11814,179842,1134318,5133
11815,124494,251759,18156
11816,615209,15798,16724
11817,310040,851319,14350
11818,176574,1127953,4049
11819,357780,1072636,15698
11820,384809,1440826,598
11821,395918,1000628,4469
11822,509929,1331971,3643
11823,210736,1046138,8765
11824,280183,1287106,18782
11825,535091,583437,10252
11826,334481,449739,568
11827,137631,1417322,10818
11828,984729,1004553,14878
11829,505494,1076351,6072
11830,779651,232725,12621
11831,59133,616513,5089
11832,399480,241220,16420
11833,662908,935155,2251
11834,778440,159825,17168
11835,595227,1117708,4719
11836,572312,54329,6942
11837,179926,71021,17205
11838,792835,20597,9713
11839,433251,787844,15562
11840,164504,1286142,6075
11841,2085,47313,3677
11842,877604,808534,10243
11843,694959,696032,5142
11844,688862,31363,15270
11845,540741,828072,7448
11846,29490,1042165,13078
11847,67727,755165,678
11848,333304,1171219,6597
11849,810670,953885,10234
11850,309909,685916,14180
11851,889086,39668,719
11852,846499,630393,3963
11853,199826,464013,11903
11854,760026,1046039,15458
11855,937091,1241161,12496
11856,388155,1142645,5485
11857,321023,745643,11289
11858,399240,718816,10929
11859,267034,1432415,2542
11860,465503,649241,6993
11861,306844,1351716,19437
11862,794238,399003,19462
11863,48082,77177,18156
11864,288233,356144,10830
11865,837672,180539,7192
11866,568319,376,12585
11867,12815,225481,4431
11868,78917,458571,3863
11869,399011,842644,926
11870,887393,180017,14717
11871,290308,1408424,15229
11872,87644,839620,2220
11873,723104,1326219,13721
11874,272805,224433,9083
11875,621996,737994,19486
11876,892420,119987,16688
11877,356464,207838,695
11878,241739,259327,18454
11879,957000,266769,12263
11880,303152,209202,13097
11881,243431,82782,3912
11882,448060,37515,18942
11883,366320,1327596,3580
11884,418227,127096,3398
11885,820756,194899,9892
11886,627623,820183,5765
11887,269382,157654,8136
11888,268615,433917,18323
11889,245628,139787,7059
11890,81457,525655,7203
11891,16861,847857,18421
11892,489657,1250482,16414
11893,819348,426232,5060
11894,596616,1187244,3424
11895,927892,650615,4700
11896,699210,1309688,6005
11897,329344,1015664,17730
11898,938367,989220,17085
11899,119204,910558,7449
11900,601247,1053412,18480
11901,684738,388643,1898
11902,906536,866538,6041
11903,626161,98502,10128
11904,686114,1008020,15267
11905,376843,928712,15991
11906,996537,441504,8475
11907,848334,1469536,3509
11908,487162,324229,8798
11909,425092,980215,3183
11910,692015,1189170,14708
11911,167342,414690,5492
11912,380251,218388,6087
11913,228434,1350251,7811
11914,994684,828967,1823
11915,673212,733126,12339
11916,662036,129392,19418
11917,989639,1201868,12649
11918,860032,855312,19469
11919,716946,456201,11403
11920,350582,830175,4167
11921,574269,1016481,15015
11922,421328,61156,8224
11923,70095,1320041,473
11924,419303,1112391,4335
11925,812512,1300603,13296
11926,454330,1051108,8950
11927,237409,129636,4999
11928,518960,1467929,263
11929,20475,1108429,214
11930,222821,1270558,5757
11931,594306,787121,8102
11932,680590,1057200,2568
11933,99375,953179,2881
11934,796810,1081969,13941
11935,897623,1345041,14017
11936,323993,1054290,16824
11937,358322,451863,2744
11938,720682,273026,19304
11939,442250,404787,19563
11940,279197,717879,17550
11941,174656,243831,13803
11942,992550,106187,19075
11943,693481,160957,2326
11944,207965,105705,19302
11945,474996,1058044,5252
11946,217433,702171,4826
11947,381559,1078532,2463
11948,863381,1442819,3656
11949,868579,341061,15566
11950,410587,332722,18960
11951,44209,870444,15151
11952,497740,823280,18687
11953,342515,1462872,4882
11954,822957,703908,17982
11955,125828,1024423,4807
11956,583435,212957,13713
11957,798,1214355,5237
11958,209841,1260612,12935
11959,861522,1370042,9677
11960,545215,699348,18187
11961,284296,923527,12204
11962,54940,304243,4066
11963,893632,1152025,13545
11964,228132,1091926,8865
11965,119391,1274257,16916
11966,860334,1431324,689
11967,233731,1294361,11720
11968,457950,1297051,4622
11969,180532,1307190,3924
11970,266542,841500,11371
11971,497375,828568,12042
11972,596906,1059522,15223
11973,878365,60644,5607
11974,783880,817198,19571
11975,104834,1280033,9564
11976,480765,96724,18336
11977,158370,170948,17578
11978,313336,320629,12377
11979,318736,77208,6070
11980,967950,765626,6245
11981,466271,817424,17934
11982,495403,1285401,3310
11983,82066,1163446,9418
11984,805055,806771,6381
11985,832295,686076,11219
11986,520703,432558,3993
11987,106613,560780,18320
11988,51567,245011,4519
11989,852930,948,5265
11990,522919,280412,15013
11991,309430,57752,11470
11992,570662,72427,12153
11993,210708,401233,5231
11994,186504,1096362,12997
11995,780860,479980,11932
11996,681643,326393,3121
11997,951107,972014,10537
11998,833974,1346669,15897
11999,472610,1464614,13198
12000,649020,1210744,13648
12001,872632,107838,2804
12002,812164,135537,14480
12003,255581,549782,12788
12004,340387,399307,11464
12005,460660,831556,8023
12006,898044,875911,812
12007,977673,1250898,6422
12008,555733,141184,9384
12009,597710,377830,5763
12010,745247,646616,10071
12011,477475,71337,14497
12012,305148,633541,8039
12013,863102,1221015,6975
12014,668393,27255,18543
12015,222040,705211,12557
12016,837424,397677,2412
12017,509645,1096829,2134
12018,196622,514523,16917
12019,436405,825,11728
12020,689629,350205,7106
12021,426487,388876,10123
12022,451439,1010404,9655
12023,39104,1403481,14391
12024,940744,74788,14192
12025,65332,1431917,17917
12026,845805,1079782,6480
12027,376146,55679,11602
12028,988233,466369,12731
12029,836144,1431653,19919
12030,617740,803640,3644
12031,645915,140812,3016
12032,420043,37452,19160
12033,178682,1047841,16350
12034,174987,259038,7423
12035,630867,1283500,4647
12036,100941,506286,1809
12037,843226,708393,12210
12038,780990,933944,3797
12039,188244,1344556,5966
12040,708654,1103940,8167
12041,828680,394202,16682
12042,893792,1013422,15211
12043,600552,187537,1306
12044,535926,595765,5368
12045,394964,564286,19508
12046,664667,482162,16901
12047,291542,883793,18545
12048,425818,1164096,8287
12049,80810,1452336,3958
12050,114317,1013425,1295
12051,694677,1474903,1000
12052,317755,1188572,14569
12053,482554,612167,9495
12054,413459,1198399,19530
12055,881794,762266,19377
12056,788151,1023065,12705
12057,649007,565640,18484
12058,149468,1466921,9968
12059,249778,538503,12836
12060,158788,494699,19252
12061,542582,1338215,1654
12062,378052,437573,15431
12063,967643,1186357,7354
12064,67646,882356,2595
12065,475688,154200,16153
12066,395116,157627,10080
12067,42010,1453387,2357
12068,259802,932783,16036
12069,886063,799285,19520
12070,146995,466627,19658
12071,289626,1311461,17906
12072,4081,186298,17083
12073,983165,239613,15697
12074,554719,1371747,16617
12075,214034,1035607,18890
12076,798292,1054389,5539
12077,62550,635504,11382
12078,729642,144133,16296
12079,239948,1412178,13962
12080,247628,1104544,2275
12081,226456,439592,1718
12082,86757,999861,19852
12083,920723,683184,10523
12084,991122,1428586,9044
12085,3827,954468,9859
12086,617826,169009,5029
12087,532720,533260,2931
12088,390547,1495627,9745
12089,107173,692914,16215
12090,3033,57278,6073
12091,10664,604688,7995
12092,576149,398695,298
12093,225784,1487531,1804
12094,306942,728237,10041
12095,372087,158511,7742
12096,463843,395757,17937
12097,806814,985018,12969
12098,834955,1281657,16376
12099,726422,373163,19615
12100,978999,38699,12501
12101,334430,454513,5196
12102,306373,1049559,8154
12103,722967,281095,16749
12104,670621,76305,13543
12105,462966,1113379,19448
12106,440780,1027796,14251
12107,266256,1091706,18780
12108,799671,1244229,5244
12109,439614,43654,7617
12110,625235,960730,11814
12111,761155,360002,16547
12112,581890,349062,19636
12113,16324,1383237,10158
12114,320948,101698,4156
12115,890521,767645,12346
12116,314359,605419,10630
12117,978973,357621,12884
12118,569798,86587,4293
12119,534587,1009924,15996
12120,663467,961002,4216
12121,30032,1474728,8211
12122,509914,1083145,8719
12123,332886,849221,5986
12124,718032,969092,6872
12125,672389,1288517,12092
12126,444841,1395608,12150
12127,778656,1425865,4471
12128,196320,160110,1202
12129,784218,98623,18171
12130,994612,48752,16577
12131,170066,675058,2211
12132,510759,217883,17798
12133,157429,742552,7521
12134,972860,210265,3661
12135,952278,1148626,8388
12136,765220,172307,15452
12137,70967,417644,17893
12138,970553,1445316,4987
12139,338758,814408,409
12140,968140,281935,12409
12141,733695,726369,2510
12142,722395,690807,12136
12143,422322,966069,6825
12144,88211,999260,4352
12145,364474,1440739,12257
12146,373418,709441,7920
12147,959253,786380,4077
12148,512923,50299,8870
12149,338312,101012,7250
12150,936206,355354,14197
12151,285754,1397352,14125
12152,48503,1207247,2882
12153,111445,259780,18688
12154,849449,1174955,18760
12155,795591,963496,9603
12156,594422,153379,15932
12157,424809,503687,8648
12158,968456,1447025,16601
12159,532449,1386893,11521
12160,320723,521972,2143
12161,48197,793485,980
12162,907227,1408553,4730
12163,964559,511704,2297
12164,33015,690577,17929
12165,699439,979814,12214
12166,688198,576596,6458
12167,564407,1032168,5303
12168,656909,1019391,651
12169,434964,793259,5683
12170,796632,267110,17783
12171,592266,716631,3166
12172,842303,462501,9470
12173,313937,468386,2661
12174,719542,1449404,19144
12175,375706,1152608,51
12176,187130,417035,11484
12177,791401,664157,6492
12178,83020,544402,16609
12179,716574,1002007,3312
12180,23200,1150915,14675
12181,421576,86760,329
12182,493297,1327166,7317
12183,880213,1431230,13223
12184,569921,1234400,18303
12185,195892,1413608,19710
12186,846157,1175113,11428
12187,496626,160317,9292
12188,653578,119147,629
12189,870911,321782,15269
12190,364206,8873,8157
12191,576572,438858,18054
12192,213091,820875,887
12193,510463,1337780,6130
12194,7050,871198,1727
12195,836040,525833,12402
12196,487818,1188935,18427
12197,714299,177449,6205
12198,575076,208037,156
12199,958701,475370,502
12200,807215,866286,14450
12201,373381,1286380,2500
12202,677784,1004751,16561
12203,852365,707502,7223
12204,854605,918218,18045
12205,874511,1229185,15534
12206,492980,219979,5106
12207,131593,871298,1216
12208,165367,421643,7939
12209,820308,1213733,4427
12210,8166,337110,15221
12211,875007,440747,17131
12212,215157,53012,14176
12213,115524,216264,5603
12214,724850,1320326,17308
12215,265674,1416411,3719
12216,586633,1163510,5499
12217,292112,82917,351
12218,806851,340109,4882
12219,414136,312944,1355
12220,157132,78657,15653
12221,477354,812757,9481
12222,397196,874381,10721
12223,824540,364502,478
12224,895117,854860,19258
12225,894562,163209,7287
12226,181437,238358,15953
12227,373717,293059,19624
12228,837168,1260129,7470
12229,808920,900543,6690
12230,732642,732516,13905
12231,933567,582168,15544
12232,83787,1448264,8588
12233,204397,281223,19305
12234,862947,147095,6148
12235,682372,782686,6363
12236,161019,1328015,19679
12237,360007,1363365,7110
12238,741879,1474122,7766
12239,685749,1380158,15103
12240,798570,406134,13666
12241,497860,690868,6841
12242,114522,746109,10606
12243,49948,599135,7463
12244,500703,1217495,2198
12245,654246,546251,13434
12246,201964,417243,19761
12247,209412,1358816,4914
12248,285202,107124,8365
12249,286570,1027846,11630
12250,925405,751475,12552
12251,596830,534664,17596
12252,994134,618615,18747
12253,633323,1024987,15775
12254,711735,1220657,7676
12255,624867,887895,2463
12256,66158,1247336,4257
12257,287719,1192194,15252
12258,290399,125201,2044
12259,914835,1139593,15220
12260,797132,586260,3371
12261,763968,1400900,14381
12262,410570,535584,18427
12263,68224,421656,4800
12264,293274,932813,16304
12265,807379,139175,13191
12266,739181,1488005,5877
12267,767334,1003520,3800
12268,741942,113435,2042
12269,468453,632251,15963
12270,104151,825546,18347
12271,464331,976943,7194
12272,966697,322078,3365
12273,586158,1401171,5523
12274,442019,34226,8862
12275,810663,1426842,8146
12276,622183,887678,4350
12277,181467,396468,727
12278,543730,1340729,4388
12279,489939,1184848,5664
12280,62058,1237455,6611
12281,258422,900684,1207
12282,952013,918640,17098
12283,769244,469772,16342
12284,846597,53437,12028
12285,746354,927158,451
12286,78071,137908,16192
12287,459019,632808,11501
12288,634815,662045,18584
12289,786335,176478,16914
12290,852218,265146,16026
12291,372957,336069,18295
12292,798197,507741,3196
12293,446522,1289568,5687
12294,573004,1313201,7516
12295,684140,577643,18099
12296,514796,974367,8879
12297,947801,1157156,322
12298,445081,1091645,16911
12299,339469,752049,11357
12300,637661,1264836,12096
12301,968279,647900,8457
12302,831948,243368,10790
12303,798349,698408,1344
12304,550025,14958,6701
12305,135392,1415075,19526
12306,59892,229166,6130
12307,709030,26480,15891
12308,992423,1079138,9789
12309,590851,1059915,10815
12310,248210,267047,6232
12311,101366,1326482,4712
12312,727832,100669,5065
12313,333169,940525,1000
12314,108398,804685,417
12315,434129,1455754,5660
12316,785623,168784,7546
12317,411472,1016892,5209
12318,374474,287172,4723
12319,273186,1267002,14342
12320,270140,1358530,6113
12321,460653,874273,14653
12322,512039,1132007,5708
12323,12802,398963,15207
12324,501245,694573,6996
12325,651201,1129842,4303
12326,334761,903414,5106
12327,777508,47304,11394
12328,737157,671362,19326
12329,846673,1222929,5658
12330,546911,1376846,19393
12331,253276,992901,14606
12332,834294,863818,1065
12333,103274,788702,14598
12334,699373,926932,9085
12335,627224,408016,1889
12336,685371,948808,1027
12337,793205,621366,14031
12338,296005,1498539,17317
12339,787162,1320069,16752
12340,785546,967149,5598
12341,646224,1316842,8291
12342,881069,453932,2792
12343,11397,250209,11137
12344,528527,1099058,17988
12345,572507,1082820,3159
12346,43971,549735,9261
12347,626499,113076,935
12348,875313,1209291,4530
12349,274076,722361,447
12350,330876,179647,19554
12351,948206,889611,13881
12352,671148,579567,18139
12353,450607,585207,19766
12354,374507,934589,7621
12355,504217,247090,1243
12356,194001,740413,5114
12357,588445,1060408,13859
12358,800556,57028,12464
12359,548185,1223865,6431
12360,794880,311453,11109
12361,525268,1249757,4949
12362,856327,84572,16831
12363,80411,169348,18958
12364,173236,413838,8276
12365,318146,349289,4410
12366,77261,1050473,11577
12367,388198,930412,18156
12368,787183,1243408,6188
12369,445299,1477480,5317
12370,386985,229506,17269
12371,215937,1238635,15430
12372,317832,447178,19036
12373,422307,217521,18764
12374,511191,1482496,16074
12375,101303,367608,2597
12376,621662,182261,8484
12377,779761,28754,19150
12378,424436,61443,13504
12379,263051,952190,7404
12380,937185,237848,528
12381,270210,931716,19957
12382,590293,23335,5792
12383,894940,802580,2814
12384,630063,789116,18495
12385,522999,513375,13612
12386,40503,905646,10416
12387,545138,1456650,18311
12388,91660,348561,11843
12389,222844,353243,8688
12390,335841,935512,11294
12391,877155,1422661,3636
12392,250655,1479707,15827
12393,228506,1363475,17896
12394,277001,1299460,13300
12395,349176,1213628,14444
12396,989963,994504,3657
12397,202507,166805,474
12398,80000,942455,926
12399,917326,1401867,13058
12400,767752,528801,4318
12401,226542,581396,15690
12402,945191,69749,15965
12403,965483,452568,9658
12404,9526,788199,14765
12405,666102,960064,5032
12406,97911,285925,16913
