ID,COSTO_NOCHE,COSTO_MENSUAL,COSTO_SEMESTRE,MENSAJE,CAPACIDAD,VIVIENDA
326822,29238,551308,4405019,null,3,10550
326823,70533,133390,4755615,null,1,10547
326824,79859,390749,6287876,null,2,7571
326825,44030,7090,5028034,null,1,9621
326826,72211,144467,6910309,null,2,8246
326827,77442,4900,602925,null,2,16166
326828,27793,356979,4644939,null,4,19122
326829,13340,476896,2681585,null,2,2948
326830,59228,438065,3645036,null,3,19971
326831,29922,64730,3129031,null,1,12716
326832,24474,166888,6547934,null,2,14971
326833,13480,516047,2527594,null,4,8800
326834,46947,841388,2041024,null,3,19625
326835,64674,278251,3034353,null,2,17098
326836,4007,905346,5991923,null,5,2180
326837,16777,21084,7359817,null,4,3055
326838,2175,247097,4714735,null,4,1503
326839,29526,379523,7409767,null,4,3957
326840,25113,198716,4279277,null,4,9243
326841,76155,626397,6964013,null,1,17446
326842,65861,383565,1618729,null,3,14371
326843,64422,327236,5892291,null,3,19902
326844,25663,417032,4787098,null,2,6435
326845,51758,792294,3017724,null,3,5379
326846,59556,359796,6338327,null,1,9367
326847,56294,229986,6118329,null,1,9558
326848,68509,851462,6771517,null,3,15873
326849,63205,700480,7298073,null,1,9544
326850,11760,292493,7622095,null,4,32
326851,10527,258614,5225147,null,2,9289
326852,34956,370269,5350079,null,5,16806
326853,58788,236183,4383862,null,1,4279
326854,34527,478712,4628309,null,3,7987
326855,46389,719193,3400258,null,1,4543
326856,51740,950315,6763305,null,5,6734
326857,4102,191145,5667349,null,1,17126
326858,15905,85438,3555,null,2,19542
326859,58332,261540,863098,null,2,16550
326860,48567,118216,1281591,null,4,15866
326861,60831,100662,2950972,null,3,2783
326862,13183,197557,2946563,null,1,723
326863,4177,6035,7482109,null,2,6044
326864,9395,595130,3529143,null,1,6615
326865,36786,425191,1525242,null,4,213
326866,14561,858777,1038687,null,1,10674
326867,38903,252479,4544238,null,1,3186
326868,9915,44876,5537719,null,4,6092
326869,58986,658573,2379994,null,4,17962
326870,44409,354196,1455338,null,2,1317
326871,62732,14538,4716778,null,3,16055
326872,71671,219267,6368657,null,2,19488
326873,17309,637851,7186906,null,3,14316
326874,56320,404706,5593556,null,1,1142
326875,54926,855375,2302714,null,5,2065
326876,68618,938064,5430038,null,3,11097
326877,32613,224632,7334860,null,5,11942
326878,21387,238613,2294757,null,2,4955
326879,8578,489691,5149694,null,2,1678
326880,14943,117709,86618,null,1,15257
326881,58135,620037,4629177,null,3,19652
326882,33909,264790,7974403,null,3,13699
326883,51594,617857,3662372,null,3,7008
326884,34536,593189,3440269,null,1,5696
326885,13167,836436,5455635,null,1,4590
326886,34702,372712,5090512,null,1,12305
326887,33213,159920,7119204,null,4,11238
326888,2136,492627,5900149,null,5,1213
326889,64666,992652,610948,null,5,11396
326890,79335,849388,7697411,null,4,4946
326891,22093,261934,2865495,null,1,1042
326892,17020,48122,5915800,null,1,7704
326893,69472,352704,3486670,null,4,3074
326894,63478,532740,1070584,null,5,11112
326895,19976,529492,4449013,null,2,17786
326896,53897,582027,2257137,null,1,19498
326897,69110,978632,1462390,null,5,5129
326898,4659,232761,6119154,null,2,11228
326899,30357,284844,6280412,null,2,3930
326900,27801,298537,6754005,null,3,5677
326901,63222,687419,7569421,null,4,5677
326902,48210,100173,3331018,null,1,10200
326903,7426,756865,6819927,null,2,8521
326904,15793,325899,2790695,null,5,9617
326905,76754,168666,1473887,null,5,17140
326906,51926,89117,2810080,null,5,1667
326907,25883,34205,1992720,null,2,5489
326908,2380,5869,2550561,null,2,3755
326909,73387,370313,861701,null,4,14495
326910,12974,655601,6479384,null,5,3056
326911,70549,23392,7253562,null,5,12806
326912,53093,198032,3850078,null,2,9545
326913,30902,317044,275928,null,2,1665
326914,64787,804541,1241927,null,4,15510
326915,6671,281113,6397854,null,3,3203
326916,52562,428946,4968761,null,2,2138
326917,14472,942063,2330271,null,5,677
326918,30537,811481,5328400,null,4,17100
326919,10048,275473,6036511,null,2,10492
326920,72215,463437,6217661,null,5,4422
326921,5195,649794,6260305,null,4,2865
326922,36106,726365,1717843,null,2,1173
326923,26059,32052,3921832,null,2,19701
326924,32957,368098,6722388,null,3,2765
326925,40002,362578,7823099,null,2,18441
326926,220,890445,6049862,null,4,7967
326927,79311,169653,3140476,null,4,14350
326928,2148,515041,1872366,null,3,7700
326929,33789,304503,4503766,null,5,19572
326930,15433,627979,2286379,null,1,17640
326931,39716,250365,4165345,null,2,9487
326932,24986,730937,2270312,null,2,3092
326933,52227,65300,3370130,null,1,9741
326934,317,473580,2859730,null,3,1900
326935,13750,720364,1652835,null,3,1316
326936,56837,340319,2707277,null,2,15595
326937,68030,224219,6626962,null,1,1351
326938,16543,595674,3660143,null,5,17263
326939,65660,857755,2394120,null,5,12287
326940,67734,413894,886352,null,2,2400
326941,7167,1587,2045989,null,3,4605
326942,62171,529610,3232572,null,1,1360
326943,45893,808508,4476557,null,4,6159
326944,39535,776109,1871819,null,3,6525
326945,44316,946222,6039521,null,2,10909
326946,21814,749730,725182,null,4,12931
326947,2612,724264,2528113,null,3,4015
326948,36045,436859,129255,null,2,3093
326949,58775,320032,5325235,null,1,12512
326950,66123,143265,5968032,null,1,18719
326951,64296,752938,6150851,null,3,12379
326952,22546,842959,3501865,null,2,15079
326953,31647,60123,6726666,null,5,8577
326954,43210,352273,3545626,null,4,19618
326955,16650,494102,1727208,null,3,19692
326956,73550,784227,7456198,null,5,4584
326957,54058,747998,229754,null,4,9124
326958,47067,633486,4543704,null,1,2388
326959,16396,560416,4348944,null,1,10654
326960,11777,282427,6897645,null,4,3637
326961,26447,943231,2358558,null,4,7524
326962,23758,243626,2469995,null,5,19386
326963,51635,602198,2865965,null,4,9670
326964,47351,390283,3251261,null,3,13961
326965,79916,253739,7001628,null,3,5137
326966,28579,527251,7450693,null,4,15596
326967,76146,174132,1113460,null,4,18208
326968,69714,365973,605332,null,2,17589
326969,18667,451885,4030588,null,4,18658
326970,2670,386209,5782881,null,4,12844
326971,54672,105168,876398,null,2,16218
326972,8193,130006,2451729,null,5,32
326973,73695,693827,6829394,null,4,3450
326974,36902,275905,5627731,null,4,12609
326975,65278,985759,1887255,null,5,14717
326976,23120,175885,4531930,null,5,9263
326977,55542,296902,5660358,null,2,13007
326978,20590,207225,1770784,null,3,15754
326979,31932,562288,683451,null,2,6327
326980,60673,216365,6167298,null,2,6916
326981,70417,647880,7128676,null,4,795
326982,7813,242159,447432,null,5,12452
326983,17608,300157,5410644,null,3,10912
326984,67223,815295,2364417,null,4,19399
326985,39180,109952,2232570,null,5,17599
326986,50123,593352,6552541,null,5,6570
326987,55993,493326,6653827,null,1,14960
326988,25906,315031,5331252,null,5,2086
326989,6730,118380,1365094,null,4,14450
326990,6544,537198,2195035,null,2,16385
326991,74761,574211,2619875,null,3,13116
326992,77543,543920,7072726,null,1,7304
326993,3492,311805,3498692,null,5,17226
326994,65878,740749,4852471,null,2,12248
326995,10584,21279,2251277,null,1,9833
326996,79666,296075,7468759,null,5,260
326997,18385,141037,5700443,null,3,10238
326998,58439,365900,2844809,null,1,16497
326999,50733,62593,7168869,null,2,1287
327000,47591,521875,7648887,null,3,19467
327001,65042,222630,7827121,null,1,12172
327002,57786,53522,7487500,null,1,4100
327003,15950,698962,4914363,null,3,17646
327004,66539,817791,1501891,null,2,16068
327005,59178,973916,7630248,null,3,3685
327006,8173,144300,2704277,null,2,17509
327007,28432,333053,2087444,null,3,11132
327008,2851,810437,1119445,null,1,7654
327009,10405,280235,4403908,null,4,15400
327010,5108,633453,5714767,null,4,8813
327011,34533,296880,3218415,null,5,10981
327012,21158,77310,4302102,null,2,16156
327013,48654,136342,4019846,null,3,9436
327014,21029,351794,7645821,null,5,18798
327015,48916,441274,5299607,null,4,3396
327016,40578,843591,4543398,null,2,10910
327017,27646,178059,4481719,null,2,4266
327018,34000,641877,4456828,null,5,3898
327019,30906,341110,4084623,null,1,14387
327020,47175,267491,5224225,null,1,5417
327021,35633,298336,320219,null,5,10399
327022,53449,974643,7965465,null,4,11900
327023,50248,711420,1674963,null,2,18471
327024,64738,578727,5784240,null,1,17960
327025,7640,266701,2914865,null,5,6145
327026,5724,507207,5963431,null,5,12119
327027,8524,113278,6961046,null,4,1234
327028,13440,37258,7969620,null,1,1846
327029,79182,470032,4565430,null,4,1572
327030,6015,591818,4821335,null,3,8520
327031,16201,687150,32268,null,3,19881
327032,76084,200417,2953694,null,5,18801
327033,3036,275411,2754840,null,3,9607
327034,7069,250314,2095870,null,2,220
327035,46767,725645,1040668,null,2,15417
327036,28488,5132,5456364,null,3,19748
327037,42521,583343,7681720,null,5,5671
327038,45956,738609,5698872,null,3,10670
327039,36886,744655,6475774,null,1,19197
327040,47974,92800,681255,null,2,4598
327041,24908,888168,2733255,null,3,5168
327042,5010,385756,2640614,null,4,16138
327043,36546,207500,4058365,null,3,17989
327044,5746,539774,3516679,null,1,7443
327045,67993,372382,1878730,null,2,3991
327046,73594,311980,2242474,null,5,15480
327047,3566,564635,3679781,null,3,10836
327048,49932,336836,5473810,null,3,2531
327049,64649,987388,4101205,null,4,14301
327050,26165,596198,7153155,null,4,3950
327051,79922,153182,3985036,null,3,13588
327052,75406,698325,5730060,null,2,12768
327053,40571,86951,4997847,null,2,5827
327054,74304,101212,4229628,null,4,14440
327055,47110,75314,114765,null,5,14993
327056,78406,732538,6212190,null,3,7960
327057,49040,345605,3814498,null,3,15283
327058,59039,330099,1797488,null,5,7341
327059,71541,52609,1818122,null,5,19561
327060,20796,390990,6995595,null,3,12038
327061,79603,985658,5524944,null,4,12552
327062,15807,854091,6407456,null,5,16468
327063,17139,718806,4265097,null,2,6890
327064,17422,987109,5944024,null,4,19966
327065,40263,163440,5023587,null,4,10769
327066,65360,474484,2072123,null,3,15326
327067,75006,495771,2764444,null,2,6559
327068,47698,810586,5718803,null,1,17722
327069,22850,838312,5642070,null,2,11501
327070,62466,314175,6736447,null,5,6716
327071,31647,804793,7492238,null,1,1925
327072,25428,673196,1633837,null,4,4969
327073,39634,294654,5987714,null,4,13913
327074,39159,663297,926525,null,1,1267
327075,43732,102979,5775684,null,3,19311
327076,36229,349528,2143541,null,3,4011
327077,26529,801043,688379,null,1,15259
327078,13200,193319,1215313,null,4,13646
327079,52105,813371,6471400,null,1,12280
327080,24168,573581,6794381,null,1,5377
327081,56572,574208,7661516,null,1,5279
327082,77646,580161,7473472,null,2,19131
327083,45929,79465,5875634,null,2,8099
327084,69809,373360,2223401,null,1,11776
327085,43751,807772,6175856,null,3,12554
327086,26546,490154,3881952,null,5,12852
327087,67235,843205,2598827,null,2,11031
327088,72453,616619,1806888,null,3,19725
327089,31993,655548,872438,null,1,6738
327090,74620,274685,6190429,null,3,10748
327091,19660,173231,4428797,null,2,8344
327092,8090,301077,1496382,null,3,13273
327093,43221,142650,950942,null,3,2613
327094,48419,262755,6261425,null,3,19891
327095,22145,830373,7565276,null,1,12638
327096,31054,273346,4613966,null,4,367
327097,21449,279492,1486081,null,2,4150
327098,823,449891,7260796,null,5,7552
327099,853,796292,6014897,null,2,5374
327100,60347,219094,4908788,null,5,17794
327101,79900,463446,3530255,null,1,11566
327102,67218,434368,6468312,null,5,10495
327103,47147,333043,5930940,null,3,18023
327104,21794,845580,7755070,null,2,6912
327105,31605,949136,7176246,null,5,3210
327106,63370,39885,4591536,null,3,6231
327107,70109,57372,5313122,null,1,6743
327108,12482,602374,1884971,null,3,8875
327109,76235,831668,3686932,null,5,8675
327110,39377,485356,5550416,null,1,10069
327111,54045,442375,1105298,null,3,2979
327112,63669,407693,1552281,null,4,9108
327113,34146,166103,4315678,null,2,16497
327114,16708,815521,4993548,null,2,18030
327115,40948,839113,5898416,null,1,19312
327116,15287,808988,5072556,null,4,17307
327117,13043,108386,4120332,null,1,6760
327118,23819,22606,4370057,null,5,3107
327119,20088,948106,1563994,null,5,15027
327120,74600,457360,7776045,null,3,14524
327121,55000,971483,721408,null,3,11565
327122,56485,265441,1497799,null,1,9231
327123,9313,357682,5013710,null,3,17207
327124,48774,982887,5533259,null,1,13102
327125,14739,562944,4425113,null,4,13232
327126,4455,519493,2060636,null,1,14872
327127,26360,211142,508281,null,4,15750
327128,19450,843166,2003388,null,1,3653
327129,7318,503147,1404313,null,1,19716
327130,64420,122619,4751327,null,4,7002
327131,3955,999124,3268985,null,1,4747
327132,29089,108885,7042743,null,3,1790
327133,77610,309994,3753169,null,4,17073
327134,141,647621,6374214,null,4,5544
327135,20472,204978,5695414,null,1,9713
327136,45277,442654,733096,null,1,13159
327137,11614,88593,7760533,null,1,8771
327138,36563,334226,6554133,null,2,14585
327139,37291,45712,4744109,null,2,12058
327140,65861,748772,2112299,null,1,13155
327141,42411,784183,7538078,null,4,3586
327142,26065,51498,4012887,null,5,17424
327143,52822,602582,6971464,null,3,12250
327144,79517,915468,36930,null,3,9758
327145,59831,306537,5897414,null,3,9469
327146,14576,168321,7788690,null,5,7154
327147,11208,986724,1445307,null,4,372
327148,15670,523828,6486926,null,3,15259
327149,47674,66249,6105664,null,3,19023
327150,11302,95274,400068,null,1,10551
327151,28610,519114,7061228,null,4,7912
327152,28388,10357,300871,null,3,4112
327153,47533,702737,411637,null,4,16951
327154,281,956388,7005171,null,3,3164
327155,9060,891569,7377381,null,3,10098
327156,40720,323859,6517577,null,4,384
327157,59408,731401,6969628,null,3,12389
327158,68967,224259,5596742,null,4,17622
327159,22009,288301,6727910,null,1,95
327160,60291,628402,7437093,null,1,8735
327161,38097,137839,4415116,null,3,5662
327162,14129,581294,2202277,null,2,4256
327163,69091,912371,4290797,null,3,13082
327164,40763,264268,3213272,null,1,1919
327165,73045,978891,6352004,null,3,3000
327166,1810,260686,3578476,null,5,10832
327167,12165,684936,3601945,null,3,5568
327168,22522,372783,5325670,null,4,10825
327169,54970,328,736537,null,3,2695
327170,37080,726394,5243844,null,1,11831
327171,279,337093,7471404,null,3,12005
327172,76201,635484,6096547,null,4,18525
327173,5766,601961,1354098,null,5,2402
327174,32803,381745,7971904,null,1,5978
327175,41640,299263,5588631,null,2,8590
327176,69409,373218,5438504,null,5,11553
327177,60610,154299,1518849,null,5,2045
327178,4713,754731,1984533,null,3,6938
327179,58282,248122,6125251,null,1,17402
327180,49717,302528,7016730,null,1,17285
327181,5121,170968,1520916,null,1,19974
327182,46310,210708,2328677,null,2,9755
327183,66159,264997,3368442,null,4,14864
327184,74956,473955,784337,null,2,18442
327185,23780,803233,649719,null,2,2528
327186,38790,500319,7156932,null,2,12193
327187,54267,51404,6154423,null,2,15604
327188,40712,701925,4149184,null,2,17644
327189,38974,599082,1066900,null,5,13413
327190,75906,1895,6559183,null,2,12177
327191,41322,530829,4030502,null,3,3662
327192,54565,585318,4499361,null,1,17156
327193,49520,111966,7920748,null,3,18034
327194,7439,398216,7531400,null,4,18170
327195,63228,821611,2046201,null,3,134
327196,54839,167963,7551697,null,5,5172
327197,70578,193224,4090571,null,1,582
327198,19636,580226,4794441,null,2,19112
327199,55112,382552,2916155,null,3,14214
327200,5221,767576,6566016,null,5,2109
327201,74546,739352,7466410,null,3,949
327202,36041,391314,6609037,null,3,15625
327203,4847,255450,1792088,null,1,14163
327204,27913,440915,4012567,null,4,10802
327205,36551,847429,4088937,null,2,4879
327206,2951,431359,4578640,null,3,6555
327207,6552,83849,1629362,null,4,14803
327208,21299,222043,4709380,null,2,1892
327209,50860,468872,1817508,null,2,8920
327210,15916,335665,1412835,null,3,15389
327211,63031,377550,3291552,null,3,7961
327212,39493,446416,5664725,null,1,14730
327213,30797,78477,6447361,null,5,848
327214,52852,704201,7867377,null,4,12633
327215,66527,966232,4642457,null,4,14439
327216,22941,676002,7289814,null,2,15502
327217,33902,87875,6054940,null,1,15058
327218,43759,451542,5610485,null,2,17310
327219,32383,207918,2704516,null,4,18094
327220,75888,719946,2400404,null,2,129
327221,4345,540602,6141922,null,3,7177
327222,45851,256629,1644654,null,3,2839
327223,49229,92524,5588777,null,2,4894
327224,15770,824882,5347240,null,2,12800
327225,23569,402372,6967047,null,1,18980
327226,19163,708793,5641437,null,4,435
327227,14762,417977,6251854,null,3,13132
327228,24335,188366,2821859,null,4,18871
327229,19082,586208,6105246,null,4,8729
327230,42770,86673,4540251,null,1,16224
327231,61202,648330,1726278,null,1,14054
327232,12823,775003,1180280,null,1,12204
327233,76478,477333,1394371,null,1,3711
327234,74240,103623,189562,null,3,11348
327235,40229,412762,7354323,null,2,17394
327236,60908,369750,6391111,null,2,16153
327237,74198,857239,5327858,null,5,1499
327238,50876,665431,4370520,null,4,13943
327239,61758,426233,3479042,null,1,10871
327240,69941,693128,4091516,null,4,10525
327241,10875,320433,1719039,null,2,19900
327242,14200,469317,5394704,null,2,573
327243,78593,162684,5003094,null,5,18866
327244,35676,189068,763739,null,3,7466
327245,72357,296048,1557867,null,3,8105
327246,10810,539637,6682034,null,4,18290
327247,56074,922868,1670063,null,2,18850
327248,42201,579645,7609504,null,5,6050
327249,16238,582483,1728665,null,4,15769
327250,39445,501568,3021188,null,5,4337
327251,50310,387595,6874543,null,3,9795
327252,33360,515777,4466605,null,3,12728
327253,34340,880829,2257907,null,2,3689
327254,36187,869546,1525062,null,4,464
327255,48685,711749,3676195,null,5,1898
327256,26352,164261,1958069,null,3,7250
327257,4585,42384,3545637,null,1,16270
327258,74433,28652,4980151,null,4,133
327259,15150,309772,4866570,null,1,11367
327260,72680,50661,3222352,null,1,15025
327261,34948,189118,7567497,null,1,15093
327262,43003,286411,3162352,null,1,4149
327263,78884,613447,4257526,null,5,16165
327264,30150,518242,691312,null,5,9336
327265,50640,152356,1092365,null,4,5765
327266,45912,813915,6583276,null,1,14292
327267,4127,699319,2403400,null,2,1065
327268,11508,834628,7461540,null,3,12510
327269,57390,955012,7346876,null,5,1886
327270,56703,205552,4479269,null,4,17918
327271,32280,996637,99504,null,2,19536
327272,4581,31178,6922584,null,1,19658
327273,59478,805371,4611511,null,2,15567
327274,9098,34222,6973806,null,1,16278
327275,15284,27514,3377994,null,2,5908
327276,17414,29506,4901263,null,3,4769
327277,58883,369264,547586,null,4,17024
327278,2406,406613,1612570,null,4,11735
327279,37455,378459,4717042,null,1,11792
327280,9418,994345,6992376,null,1,3632
327281,4840,461910,5484616,null,5,7723
327282,35581,251742,1213801,null,1,12119
327283,60549,665791,3126100,null,1,19457
327284,16583,812737,5081425,null,2,4188
327285,52067,875157,5322036,null,3,18374
327286,50830,343839,4193345,null,4,12081
327287,45243,105232,6186745,null,3,13691
327288,22635,823095,5994859,null,1,7838
327289,39381,632773,2259931,null,3,6498
327290,45229,108722,5933707,null,3,17397
327291,19738,935168,114662,null,4,13836
327292,19575,222102,555346,null,1,5585
327293,49551,205982,7078378,null,1,1354
327294,19242,678172,7516309,null,4,18532
327295,21024,51502,89394,null,3,3954
327296,16221,51339,6793592,null,2,6769
327297,39195,346008,2383040,null,4,15643
327298,58467,707066,464751,null,5,18453
327299,43300,19016,5260663,null,3,4896
327300,32043,724536,4482237,null,1,2800
327301,56976,739349,4062906,null,1,19947
327302,15233,327874,206500,null,5,14342
327303,65397,78058,4583263,null,3,14762
327304,15905,929566,3275347,null,1,17050
327305,48247,391828,2550594,null,3,14209
327306,3263,266821,4338015,null,5,5136
327307,38843,160106,1784353,null,4,6717
327308,45849,858520,4078233,null,2,10420
327309,29479,498828,3053600,null,4,11324
327310,79809,505753,2332578,null,4,6065
327311,54323,452081,4921558,null,4,12558
327312,14896,635569,1931706,null,1,1566
327313,6235,944210,32551,null,4,528
327314,12626,343622,2377068,null,3,546
327315,55642,620950,4262512,null,1,9024
327316,24474,874545,971071,null,2,3572
327317,37585,499991,7730431,null,3,8592
327318,18389,576957,1683112,null,1,6259
327319,50660,138461,6504794,null,4,12867
327320,65575,852466,5373250,null,3,14557
327321,72704,817960,7404376,null,1,16258
327322,77398,180160,7313329,null,1,13852
327323,1360,229092,4088646,null,4,878
327324,52151,400557,3710669,null,5,10069
327325,77957,967517,3081237,null,4,12562
327326,48776,462549,3837725,null,2,3968
327327,17972,521217,1340888,null,1,18386
327328,48446,771749,403612,null,2,13515
327329,943,187313,4497564,null,5,12109
327330,24914,784277,1308748,null,3,10494
327331,45138,79484,2173515,null,2,2981
327332,58876,872803,394799,null,5,9859
327333,34367,900816,6209481,null,2,8292
327334,67823,826907,3215268,null,2,4656
327335,9535,870859,1333407,null,5,16804
327336,50601,371624,3753554,null,3,1067
327337,1207,249367,7864768,null,3,3551
327338,53785,980746,2624982,null,1,8966
327339,74212,958382,7359488,null,4,10501
327340,30459,377191,5427239,null,1,6742
327341,15102,995048,2456079,null,3,12414
327342,37071,725047,2938778,null,3,17902
327343,42014,149307,2723094,null,1,6065
327344,79722,711214,7122501,null,2,1740
327345,51165,976645,2126285,null,1,6881
327346,27907,179121,7784094,null,2,16796
327347,75872,834796,3077936,null,2,7895
327348,55428,120158,6987866,null,4,15576
327349,48843,569928,4705717,null,4,10202
327350,61385,790589,6156790,null,5,14231
327351,65487,958872,4814989,null,5,1044
327352,31218,128059,7632679,null,4,10051
327353,70103,146382,3515037,null,1,14202
327354,49928,131763,7444591,null,5,10913
327355,28633,339663,2641740,null,5,19231
327356,5483,616530,6710520,null,3,681
327357,17813,690256,1559615,null,3,7419
327358,62546,315079,3478780,null,1,5203
327359,1465,350950,3921827,null,1,2617
327360,72513,389489,1788131,null,1,17507
327361,33554,756513,3327898,null,1,13912
327362,14289,5270,5519376,null,3,9269
327363,11092,224969,2850812,null,3,3639
327364,76296,365407,7217615,null,1,13464
327365,68746,237690,6974038,null,5,1878
327366,77756,354063,6203425,null,5,16058
327367,12716,895559,7065000,null,4,9634
327368,60984,745969,4579966,null,5,891
327369,28704,109862,653429,null,5,2743
327370,50143,897217,3941097,null,3,10521
327371,14419,76696,2267808,null,5,9823
327372,14720,241709,3051085,null,4,6298
327373,6600,371194,6428693,null,3,9547
327374,14778,923076,1402283,null,5,13006
327375,75061,361363,5008919,null,5,1384
327376,3452,847802,1197015,null,5,14319
327377,34120,645856,5916410,null,2,19075
327378,51859,578549,3595642,null,1,17654
327379,53701,496441,3636120,null,4,15891
327380,3260,344687,2034351,null,1,5503
327381,774,688952,4179144,null,1,12803
327382,43796,606560,6786986,null,2,8556
327383,5553,888262,3780904,null,4,6764
327384,38139,743598,3201648,null,2,18159
327385,35615,26395,605679,null,3,7001
327386,44833,87892,422648,null,2,4860
327387,27006,31677,1399895,null,3,13172
327388,30078,995988,4154742,null,4,810
327389,5447,619081,5072865,null,3,12324
327390,29490,990675,6061875,null,3,4763
327391,49974,877805,1367757,null,3,18234
327392,10733,586778,1024872,null,1,6489
327393,15876,748819,2581589,null,4,1878
327394,36540,729184,4364427,null,4,13276
327395,40256,998936,2326106,null,3,10157
327396,24959,980399,2909425,null,4,4516
327397,37463,946267,5576244,null,1,14178
327398,17202,487197,1195099,null,1,5326
327399,34164,291057,7547876,null,3,2496
327400,10788,699131,2792928,null,3,19341
327401,27609,596818,3059096,null,5,8392
327402,39203,411068,4304723,null,4,10091
327403,48496,790452,2377416,null,2,19773
327404,64209,364994,1066161,null,3,14498
327405,52418,811839,4960702,null,3,7355
327406,52437,721113,7528606,null,1,2898
327407,63139,10860,5393962,null,1,2678
327408,33955,517956,7994226,null,3,11965
327409,62667,76966,2843572,null,3,16472
327410,72323,400751,6285716,null,5,15241
327411,27954,71256,5863302,null,1,6572
327412,19770,6097,7740939,null,2,1373
327413,49732,185119,3845312,null,1,3080
327414,30065,770560,5121000,null,3,3743
327415,75505,956304,7811639,null,5,16971
327416,30747,442906,2084971,null,1,6265
327417,13614,221864,7112950,null,2,15917
327418,23585,220630,3615153,null,5,7471
327419,55556,415874,7036644,null,4,15000
327420,36851,831890,1285908,null,2,11997
327421,9235,123024,3451050,null,2,749
327422,58893,617636,2586713,null,4,10972
327423,54332,960183,4563140,null,5,17782
327424,34782,502379,6339907,null,5,14544
327425,37912,714889,2829302,null,4,4656
327426,64604,950479,2527992,null,5,12985
327427,1081,554934,1892898,null,5,12395
327428,16251,22038,5437421,null,3,14769
327429,33739,663145,6490841,null,4,9585
327430,61196,399336,6527124,null,1,1623
327431,42300,46020,7427114,null,1,9555
327432,16203,865043,4100643,null,1,6618
327433,46717,91988,3807769,null,2,6740
327434,24374,275932,280395,null,1,6141
327435,4878,621271,5733147,null,3,8178
327436,1430,180241,5992221,null,4,12704
327437,42646,279429,1497375,null,2,10892
327438,7694,455583,6845926,null,3,5124
327439,53080,395493,2177252,null,5,10911
327440,6565,644963,6290353,null,4,6378
327441,61178,30100,7133307,null,3,10829
327442,9102,708624,262233,null,4,6744
327443,78067,788314,5450056,null,1,9809
327444,36225,615441,6020654,null,5,5030
327445,30232,528692,6662863,null,2,13147
327446,67063,499731,5919631,null,1,18893
327447,8934,133315,3508283,null,1,9486
327448,62649,130200,502065,null,2,9390
327449,16348,67447,1345795,null,2,17924
327450,79250,521426,1853636,null,1,11079
327451,67675,440836,2210421,null,2,8518
327452,34948,227033,1455488,null,3,1975
327453,33731,762538,4892659,null,4,12414
327454,14645,358066,4758710,null,1,13638
327455,57846,233571,1125563,null,3,16397
327456,42651,268360,7665284,null,2,4171
327457,15316,504887,1820112,null,4,14818
327458,32803,989239,5201084,null,5,14097
327459,60270,872129,1843248,null,4,11753
327460,14402,216939,3946781,null,3,1327
327461,46678,616775,2784773,null,4,13284
327462,49897,515561,2404286,null,3,18018
327463,48378,468661,7364092,null,5,2119
327464,33538,760302,6008541,null,1,4411
327465,56681,390733,1980255,null,3,6036
327466,1309,837246,2523045,null,4,2201
327467,39229,515688,5533779,null,2,10527
327468,43208,883254,562795,null,2,17776
327469,24178,733062,430978,null,3,19389
327470,58350,147319,3070294,null,3,19217
327471,19905,334410,458193,null,3,19873
327472,591,456424,1419051,null,1,2092
327473,48424,647022,4468743,null,1,4200
327474,70064,4479,4133053,null,5,1623
327475,35729,233735,61562,null,5,19432
327476,743,954073,3255116,null,5,8508
327477,73018,108006,4588483,null,3,1296
327478,68372,747536,3420652,null,5,9124
327479,45621,540718,4439807,null,1,19204
327480,13315,898306,2898471,null,1,18251
327481,22404,221073,3823592,null,3,390
327482,43679,624837,1882539,null,3,9466
327483,59491,434654,6909038,null,4,7341
327484,64838,235097,6916836,null,1,18685
327485,116,10088,2220921,null,3,6986
327486,75393,453145,6300893,null,5,17941
327487,4682,172446,3109951,null,2,12236
327488,26849,646841,3613317,null,2,4856
327489,29057,857948,6397612,null,4,16841
327490,9348,351118,6323918,null,3,15607
327491,5312,327453,5309917,null,1,19279
327492,53907,145995,334141,null,2,16948
327493,2247,727419,3319740,null,3,18494
327494,56073,478604,1879415,null,1,5482
327495,17585,7892,4635955,null,1,7314
327496,59884,56199,3490606,null,3,12982
327497,45968,949336,6638073,null,2,6605
327498,14215,860468,7785197,null,4,10433
327499,69277,843884,5854508,null,4,3169
327500,10743,232554,1802378,null,5,8308
327501,63160,900513,7340962,null,5,2785
327502,38905,379114,2778802,null,4,5984
327503,40101,325209,1687378,null,2,13176
327504,47182,433730,197069,null,3,15150
327505,51494,527822,5767086,null,1,11646
327506,28013,160566,1876320,null,5,2865
327507,53578,106846,1203066,null,1,14704
327508,8832,778342,473402,null,4,12090
327509,79175,531905,7060092,null,2,12070
327510,30587,547591,4992877,null,5,10514
327511,74813,150298,5124240,null,1,19994
327512,1046,126998,3202361,null,2,4407
327513,9447,170030,5033592,null,2,14838
327514,45576,415083,1890155,null,5,351
327515,7496,463198,2146474,null,4,9740
327516,27170,963750,3480272,null,2,19461
327517,68959,982041,731751,null,5,15223
327518,45216,225716,599628,null,4,13517
327519,76529,153107,2868754,null,4,15584
327520,27965,345713,3555355,null,2,11413
327521,5048,723693,6558340,null,5,2359
327522,75119,716922,1952371,null,2,5137
327523,73732,251854,628997,null,4,10194
