ID,COSTO_SERVICIOS,PERSONA
4333,533640,65925
4334,689768,115478
4335,497181,91154
4336,548694,46754
4337,393650,120130
4338,844750,111443
4339,22440,68822
4340,520317,35261
4341,958811,83040
4342,327432,87819
4343,124251,137795
4344,376601,28594
4345,305231,123272
4346,247558,118818
4347,212406,52661
4348,269645,27727
4349,343290,144695
4350,698993,9566
4351,866142,66802
4352,834196,4203
4353,548267,79560
4354,155972,12852
4355,464184,97411
4356,818821,115194
4357,797920,12015
4358,917516,87655
4359,722839,30354
4360,441009,5635
4361,564289,77728
4362,939603,23537
4363,562095,110552
4364,670664,135948
4365,748390,136863
4366,745005,49330
4367,473069,138127
4368,250726,21900
4369,803461,84039
4370,516994,74963
4371,227809,38120
4372,118076,98773
4373,548657,122541
4374,910548,128776
4375,36487,137241
4376,271913,46064
4377,436852,98605
4378,53822,136355
4379,923293,91527
4380,566252,138714
4381,220566,134546
4382,942453,52077
4383,89257,86464
4384,816301,32067
4385,911181,93889
4386,595692,85907
4387,712847,81229
4388,385688,85418
4389,506580,50257
4390,294844,135904
4391,929789,46344
4392,385218,101739
4393,987501,12768
4394,334929,25619
4395,435518,33163
4396,354990,86504
4397,176321,96800
4398,472778,87165
4399,437216,92412
4400,166714,94836
4401,634372,141099
4402,671738,103
4403,483033,119426
4404,747008,129367
4405,379639,108317
4406,335517,36651
4407,110295,30911
4408,150992,37278
4409,352636,91685
4410,204613,41977
4411,538372,45360
4412,495405,55926
4413,461514,42511
4414,378451,123489
4415,305605,32887
4416,56045,28064
4417,113888,98282
4418,779131,142383
4419,655754,63450
4420,701573,26567
4421,890252,104186
4422,173426,11318
4423,580934,64988
4424,198400,36222
4425,601088,7418
4426,651009,136343
4427,298998,134143
4428,624600,52429
4429,149223,23179
4430,232616,18421
4431,771732,24242
4432,9999,137909
4433,834829,32863
4434,267569,97617
4435,458190,144006
4436,324583,51081
4437,643923,88175
4438,69406,107146
4439,531605,27500
4440,505902,88470
4441,49690,36986
4442,951293,1162
4443,519398,63430
4444,278094,45957
4445,858893,7058
4446,836709,100900
4447,695436,20353
4448,345064,117602
4449,40602,113637
4450,501518,96099
4451,943453,113975
4452,322794,13706
4453,328440,119809
4454,664426,112162
4455,276581,57742
4456,246196,42441
4457,273083,109464
4458,812611,60958
4459,727069,89055
4460,184008,23576
4461,569956,52381
4462,81496,99877
4463,81301,13391
4464,932266,66849
4465,179634,81333
4466,744090,88041
4467,856360,73736
4468,676775,129818
4469,473361,146383
4470,149522,52585
4471,118548,140916
4472,611738,24217
4473,365311,45034
4474,638174,142981
4475,769382,112070
4476,654624,4714
4477,482114,73980
4478,142832,24400
4479,594287,87407
4480,299009,43116
4481,955068,130549
4482,243680,8018
4483,269793,110188
4484,117728,115516
4485,624032,11537
4486,926458,20811
4487,646758,110032
4488,980681,47173
4489,319549,127135
4490,976512,106248
4491,732934,120278
4492,581831,68720
4493,894887,32226
4494,904990,25155
4495,670562,60385
4496,959659,117831
4497,405046,110721
4498,641861,123270
4499,556263,43157
4500,260679,12532
4501,334380,18621
4502,421890,5428
4503,248253,136108
4504,384873,86918
4505,469089,59546
4506,42846,6063
4507,927512,111774
4508,27657,127223
4509,297997,146363
4510,317647,119425
4511,694432,19732
4512,819087,50737
4513,358762,86698
4514,37969,14773
4515,938123,144228
4516,595784,128688
4517,314377,51653
4518,767303,77922
4519,289440,40996
4520,567576,23543
4521,697553,129094
4522,188816,134229
4523,348445,144045
4524,295058,56782
4525,991016,1378
4526,632761,27861
4527,755391,79732
4528,477304,20229
4529,788746,34262
4530,72184,64350
4531,304078,13704
4532,989622,79170
4533,500701,118627
4534,399850,128507
4535,370414,77330
4536,351494,54980
4537,711521,20273
4538,708022,72096
4539,561337,47523
4540,201970,27324
4541,280660,143144
4542,399532,21626
4543,607727,121287
4544,987208,116821
4545,847790,40582
4546,192114,10056
4547,172360,80422
4548,968012,52177
4549,185702,68353
4550,103718,15060
4551,688926,144666
4552,348693,133623
4553,111056,24382
4554,568296,40892
4555,127938,149423
4556,258509,73713
4557,188925,18774
4558,656525,52633
4559,836608,71134
4560,451247,28608
4561,683837,33019
4562,540326,62909
4563,201817,14904
4564,167588,43166
4565,202203,23404
4566,567753,24576
4567,394530,31137
4568,468096,119811
4569,665039,117612
4570,65087,25206
4571,1770,27599
4572,789738,12648
4573,371883,35962
4574,734825,73606
4575,781363,17034
4576,647827,37778
4577,717882,113601
4578,924586,147852
4579,744389,18423
4580,343729,26192
4581,945415,12977
4582,755354,75163
4583,395741,19073
4584,730102,32510
4585,878127,112172
4586,749484,140868
4587,145062,48271
4588,391741,7430
4589,138258,37118
4590,91684,125307
4591,267438,26827
4592,922506,51372
4593,528199,94101
4594,237764,124625
4595,556485,121705
4596,133284,145889
4597,776992,14396
4598,702766,149165
4599,378195,101743
4600,821802,29224
4601,661261,74126
4602,739776,3795
4603,735274,99954
4604,810930,401
4605,901655,48322
4606,148392,78137
4607,179817,22950
4608,904121,10672
4609,811875,144333
4610,598197,68517
4611,718898,111299
4612,689440,30366
4613,63940,120259
4614,423443,3481
4615,7419,40158
4616,993696,149347
4617,7354,67268
4618,930287,133961
4619,797828,100871
4620,402046,24634
4621,910015,105174
4622,123325,51565
4623,782729,131949
4624,629502,38699
4625,955445,141022
4626,930502,90075
4627,619932,143966
4628,715538,114036
4629,558595,9595
4630,6033,74767
4631,719081,45543
4632,542086,64018
4633,695935,79351
4634,844043,18917
4635,421025,69631
4636,34019,11472
4637,174676,32908
4638,136664,14130
4639,758195,104300
4640,378531,8606
4641,712305,32633
4642,958050,36808
4643,41208,83443
4644,886060,127814
4645,584204,58507
4646,298527,128357
4647,252852,61260
4648,691945,50954
4649,20045,117923
4650,923511,66248
4651,747076,123173
4652,356430,11559
4653,585100,108751
4654,720080,16230
4655,612222,61649
4656,464964,21148
4657,318334,138306
4658,242094,26701
4659,800951,66812
4660,520473,128302
4661,215966,30997
4662,38348,121099
4663,714029,140644
4664,799024,101482
4665,279594,123591
4666,779988,45202
4667,287490,122464
4668,249781,85050
4669,284182,18425
4670,784159,143940
4671,897584,99109
4672,498438,122460
4673,332601,148055
4674,790843,34654
4675,865466,55128
4676,866202,38957
4677,198056,62857
4678,562326,22997
4679,675584,18352
4680,435070,139893
4681,413019,80022
4682,997067,58293
4683,927092,15833
4684,144420,43274
4685,460681,126116
4686,258499,34896
4687,285277,34846
4688,287274,35208
4689,461918,58657
4690,590669,137558
4691,408787,95490
4692,354521,52604
4693,186559,16308
4694,55849,127808
4695,496097,61939
4696,430558,64734
4697,13109,89038
4698,715013,19923
4699,912500,63910
4700,549165,142123
4701,203558,64294
4702,704324,94875
4703,169351,110251
4704,922912,35265
4705,576263,91316
4706,102259,33646
4707,121490,130662
4708,634705,100284
4709,605455,109278
4710,722049,1498
4711,609832,34833
4712,120339,18844
4713,225171,120015
4714,712756,18649
4715,194341,10721
4716,940768,15507
4717,803036,82964
4718,94181,139260
4719,910141,120808
4720,207599,10435
4721,582333,58830
4722,823638,53737
4723,856952,144490
4724,244126,10197
4725,389432,133427
4726,353105,111313
4727,357659,130286
4728,578324,71968
4729,465269,1418
4730,967231,121978
4731,462370,82966
4732,152565,22776
4733,398642,23974
4734,764965,21740
4735,203289,14228
4736,454944,80333
4737,278496,9384
4738,497016,79180
4739,618911,13398
4740,301745,111614
4741,429236,93554
4742,649064,146946
4743,619268,58491
4744,742384,110280
4745,693368,49969
4746,303819,139200
4747,623501,121897
4748,342036,103348
4749,897889,58520
4750,355949,81009
4751,412942,88702
4752,216524,21401
4753,154947,143752
4754,412429,35322
4755,656411,55160
4756,810297,7740
4757,856778,22019
4758,364636,47257
4759,688749,55892
4760,130241,5435
4761,832831,86434
4762,836714,126246
4763,420645,42861
4764,328319,127864
4765,629682,8623
4766,639569,99881
4767,806812,131484
4768,289440,39412
4769,172165,131512
4770,735628,23751
4771,79202,76361
4772,529184,133050
4773,492366,60857
4774,458883,147680
4775,2864,10432
4776,18471,74562
4777,4424,65300
4778,990393,47590
4779,239590,148136
4780,42975,148515
4781,171430,29466
4782,170493,108229
4783,385480,27832
4784,15319,125125
4785,380954,139509
4786,274178,82597
4787,362634,95290
4788,964070,56588
4789,311239,41924
4790,619051,110609
4791,988418,116141
4792,327439,54458
4793,844630,119363
4794,6678,147038
4795,671195,96041
4796,920709,143223
4797,334410,31243
4798,92774,55613
4799,70879,134906
4800,326387,58148
4801,312853,63976
4802,907146,118732
4803,249909,70106
4804,332907,59153
4805,6541,27893
4806,852727,27452
4807,945572,60699
4808,777685,126525
4809,241501,61137
4810,494637,140604
4811,621785,98057
4812,42077,54968
4813,175997,85910
4814,290905,12787
4815,422615,91025
4816,72581,37786
4817,583340,96261
4818,212024,35892
4819,675414,108639
4820,423332,41078
4821,732801,97565
4822,767264,6354
4823,220672,131589
4824,224050,41245
4825,643079,107945
4826,720940,33667
4827,428299,25641
4828,910280,89601
4829,137377,92184
4830,912258,149230
4831,991975,31074
4832,475727,72908
4833,700871,17047
4834,573191,24632
4835,29557,86771
4836,92168,127565
4837,224443,24488
4838,94429,111033
4839,649026,74554
4840,988935,142416
4841,97567,51373
4842,844760,149693
4843,229963,147075
4844,403749,100693
4845,976603,138718
4846,723351,87034
4847,998031,95552
4848,700639,113738
4849,846300,9226
4850,379909,62880
4851,179202,10503
4852,313388,63324
4853,222916,10946
4854,952034,62968
4855,686014,136195
4856,806519,134292
4857,175097,130688
4858,878871,101156
4859,268346,127110
4860,615418,84396
4861,765802,64736
4862,26651,120558
4863,676424,113121
4864,214887,52949
4865,706281,63703
4866,453223,110064
4867,566030,61359
4868,112967,43922
4869,214864,61255
4870,833105,118370
4871,652588,51123
4872,880655,75161
4873,205733,112608
4874,573083,141558
4875,306590,136935
4876,517896,117118
4877,733465,125214
4878,231342,57335
4879,883110,88347
4880,227170,31221
4881,89359,135583
4882,544866,121856
4883,878129,116805
4884,71180,103042
4885,950934,132500
4886,544694,113963
4887,633285,149993
4888,814076,43644
4889,788980,78693
4890,965369,139922
4891,385145,80051
4892,16036,124356
4893,208793,123392
4894,657657,58032
4895,380582,54676
4896,313259,70349
4897,200308,27870
4898,266423,72353
4899,192739,115983
4900,545602,84186
4901,135971,87173
4902,630246,36295
4903,703566,131003
4904,513914,4650
4905,698075,141484
4906,647734,27578
4907,57629,144012
4908,522381,86522
4909,615415,102409
4910,738420,2352
4911,407276,930
4912,331964,105446
4913,370855,62082
4914,465073,71083
4915,834864,20503
4916,139322,104903
4917,554200,44703
4918,914265,14779
4919,821681,121268
4920,839607,80566
4921,458004,136235
4922,668093,68100
4923,468057,80158
4924,886069,103398
4925,252314,86114
4926,450207,26789
4927,67503,52567
4928,754528,950
4929,491482,111957
4930,868896,99329
4931,899373,67365
4932,62701,53654
4933,998041,125776
4934,792649,93420
4935,978242,8241
4936,466779,101248
4937,724053,148396
4938,737378,52943
4939,802552,38223
4940,806187,116944
4941,434841,123252
4942,275157,51968
4943,808966,127419
4944,237777,82466
4945,218144,147330
4946,905323,124374
4947,109926,26389
4948,292928,9217
4949,877666,12614
4950,795970,47781
4951,172106,101809
4952,10221,70949
4953,712799,125784
4954,435616,5225
4955,845147,32327
4956,508573,32275
4957,3601,102807
4958,831071,36686
4959,722503,144492
4960,971878,88739
4961,624121,102968
4962,804447,101550
4963,816305,145613
4964,501775,73210
4965,525096,135375
4966,611671,4800
4967,40207,422
4968,400735,39450
4969,62931,102619
4970,965488,57318
4971,536226,103393
4972,879046,64709
4973,256938,11071
4974,682901,76300
4975,687514,62240
4976,133624,97666
4977,842280,44638
4978,580071,74366
4979,909031,137306
4980,560479,114536
4981,610390,70829
4982,556992,5752
4983,882966,142026
4984,589497,91116
4985,314447,115425
4986,645885,37796
4987,328733,124100
4988,193103,33359
4989,954261,88528
4990,505517,159
4991,100096,69867
4992,385224,117829
4993,587839,127697
4994,625620,138616
4995,363758,30732
4996,156634,148464
4997,403765,78924
4998,239670,83622
4999,587888,146652
5000,507051,113822
5001,160837,45328
5002,81119,71305
5003,417486,89570
5004,532760,11918
5005,436468,23603
5006,689164,37114
5007,805759,119752
5008,448891,19007
5009,60085,94434
5010,865339,33853
5011,913780,60506
5012,802125,81348
5013,277610,67786
5014,680183,50408
5015,394891,70373
5016,366511,131566
5017,71779,617
5018,376004,72412
5019,606068,80849
5020,366842,42720
5021,794336,69668
5022,406753,114647
5023,609923,35679
5024,543289,116538
5025,537135,43671
5026,344821,26313
5027,742228,36720
5028,505971,1994
5029,784966,32189
5030,788031,100350
5031,111776,78083
5032,673795,143566
5033,59410,69291
5034,408784,89080
5035,868012,2353
5036,169538,108668
5037,737188,26046
5038,587806,123948
5039,92229,137015
5040,419975,41174
5041,967803,111466
5042,506723,54653
5043,977002,67105
5044,114610,32264
5045,993846,117567
5046,850740,138341
5047,833953,65030
5048,216544,42303
5049,594326,31096
5050,87635,128159
5051,565180,24823
5052,258663,39986
5053,414521,60373
5054,292024,92991
5055,260522,138691
5056,486601,41864
5057,210387,114429
5058,562152,15759
5059,240474,145988
5060,84300,60359
5061,856171,149027
5062,367359,142630
5063,729680,124087
5064,440132,55936
5065,367471,9997
5066,880542,11101
5067,656386,42764
5068,899914,35446
5069,328053,38078
5070,996247,67333
5071,49331,68281
5072,741439,55139
5073,113823,130097
5074,258740,145400
5075,119762,51814
5076,997688,91894
5077,835717,127256
5078,118345,22623
5079,834692,127645
5080,975049,3501
5081,540746,91214
5082,212170,93215
5083,566194,41019
5084,22468,140687
5085,152110,93970
5086,176946,70297
5087,594617,124860
5088,370839,121348
5089,5375,148993
5090,814708,3494
5091,670012,56994
5092,962266,37618
5093,562245,49537
5094,53601,69180
5095,601248,2851
5096,733855,42416
5097,667537,25988
5098,541084,45934
5099,450333,77942
5100,659380,20722
5101,613612,110735
5102,419379,35342
5103,830029,123417
5104,921762,128858
5105,912828,9952
5106,458369,107911
5107,8165,99368
5108,480720,98771
5109,550892,3274
5110,275235,30771
5111,754958,131228
5112,406934,77790
5113,913183,98722
5114,863217,18918
5115,669699,4671
5116,96364,49364
5117,293485,29974
5118,817407,110100
5119,591462,138529
5120,286979,84765
5121,417484,44281
5122,22179,114362
5123,419024,145367
5124,132993,115905
5125,68902,104391
5126,383440,100980
5127,948964,147295
5128,638941,15607
5129,795438,105914
5130,299566,24539
5131,640159,147282
5132,424469,105109
5133,455415,147843
5134,398126,91126
5135,966144,45407
5136,653315,7351
5137,693840,72283
5138,785991,15862
5139,398261,106683
5140,693492,74159
5141,975036,96568
5142,67195,102189
5143,247480,92613
5144,45372,99338
5145,336486,31754
5146,1921,51871
5147,486069,19363
5148,277427,129225
5149,7376,97290
5150,711192,49357
5151,237714,85559
5152,592193,145955
5153,977860,136251
5154,389892,107317
5155,872627,93255
5156,671845,75960
5157,554904,23062
5158,721432,140679
5159,721080,75970
5160,326587,117408
5161,668246,78703
5162,904623,94273
5163,15301,23087
5164,238531,26284
5165,467037,68678
5166,845207,53993
5167,930033,2841
5168,321374,31190
5169,992638,131025
5170,476275,125856
5171,188363,100910
5172,135353,96074
5173,530846,54394
5174,633302,16821
5175,221043,13954
5176,104846,70220
5177,731095,87751
5178,505431,77792
5179,586207,70914
5180,330775,124858
5181,994127,117370
5182,914367,32218
5183,462585,135010
5184,116876,79699
5185,876471,108557
5186,578046,66049
5187,412002,109167
5188,565132,4839
5189,98495,123769
5190,391794,13142
5191,173587,69293
5192,365869,119287
5193,823793,89727
5194,398335,12393
5195,669004,114153
5196,961884,119717
5197,444131,94492
5198,509569,110989
5199,788204,60972
5200,676789,34763
5201,799329,21766
5202,367218,76939
5203,974791,38202
5204,569421,13684
5205,351677,149138
5206,384746,134833
5207,863785,137530
5208,743562,11072
5209,80432,123632
5210,539179,41610
5211,180201,133269
5212,221631,44292
5213,271417,91102
5214,664897,98405
5215,134604,88022
5216,568061,62228
5217,892422,45321
5218,884769,116800
5219,524921,40126
5220,773789,11641
5221,596769,103548
5222,285714,146096
5223,318573,119451
5224,970466,10708
5225,10046,81268
5226,652485,100681
5227,305549,101647
5228,970470,3086
5229,88354,94428
5230,928630,45882
5231,61778,70561
5232,368011,109388
5233,676704,128912
5234,749786,109258
5235,440388,106889
5236,448550,19151
5237,177534,95696
5238,728566,149842
5239,757747,53781
5240,742333,117319
5241,79205,29515
5242,332424,125518
5243,119241,42555
5244,894797,44491
5245,883829,3250
5246,201992,103263
5247,723993,29514
5248,338348,14075
5249,20115,132937
5250,53809,106000
5251,387143,9758
5252,110996,111360
5253,29272,109560
5254,805123,28986
5255,81136,112691
5256,89238,117226
5257,381504,149819
5258,41548,78572
5259,464978,34
5260,922505,67865
5261,321377,80643
5262,436847,113510
5263,541859,75254
5264,898686,94327
5265,237138,49627
5266,972374,118862
5267,805573,41343
5268,968433,82918
5269,686737,1808
5270,189583,117862
5271,549460,2163
5272,971318,41965
5273,493471,27937
5274,512927,52704
5275,774080,32940
5276,886541,38779
5277,964678,121639
5278,828823,146447
5279,155451,18671
5280,75268,135106
5281,189074,76824
5282,125767,120422
5283,861086,103693
5284,790374,53924
5285,529169,62416
5286,5420,92793
5287,951040,33472
5288,849663,95730
5289,973846,125488
5290,954352,92641
5291,982163,29375
5292,888844,97508
5293,175204,101199
5294,245961,75040
5295,305260,58918
5296,344758,2133
5297,484570,94700
5298,471378,59579
5299,984055,129608
5300,561767,82018
5301,684761,146690
5302,913491,28414
5303,138687,33276
5304,369045,36208
5305,438068,66378
5306,839181,47755
5307,432819,72098
5308,191645,129369
5309,739370,29871
5310,671061,26154
5311,446009,31592
5312,143141,125511
5313,737326,144103
5314,720920,41766
5315,906064,105923
5316,755789,60030
5317,361938,7710
5318,117032,96792
5319,403933,1195
5320,93145,109908
5321,335737,60425
5322,597008,95175
5323,598067,36971
5324,602907,46947
5325,629522,139942
5326,8628,47644
5327,8400,108880
5328,150121,128945
5329,243985,105875
5330,539187,54020
5331,276768,76837
5332,367836,29669
5333,116648,132114
5334,837701,12287
5335,25053,2767
5336,47276,98405
5337,543318,77224
5338,472771,129780
5339,608182,27899
5340,545483,11875
5341,719696,31548
5342,328922,101008
5343,40902,141993
5344,247610,73032
5345,585954,79696
5346,724960,59701
5347,128757,137764
5348,121532,101109
5349,999865,59821
5350,747748,132131
5351,35966,52224
5352,224250,39192
5353,903618,94051
5354,129299,113884
5355,494078,99974
5356,940927,49496
5357,330660,146022
5358,805264,29895
5359,758941,20980
5360,366809,28727
5361,39128,65555
5362,602603,100099
5363,912805,107328
5364,313529,13776
5365,265620,9237
5366,367915,49472
5367,13431,109954
5368,858968,103639
5369,614934,37958
5370,392135,130382
5371,1558,26352
5372,732552,2058
5373,427760,22407
5374,963605,7170
5375,567828,143586
5376,488820,30234
5377,837155,141744
5378,271377,139891
5379,921473,118410
5380,835544,38689
5381,376596,67259
5382,473612,97180
5383,179241,114560
5384,814803,20643
5385,74189,73995
5386,294121,25620
5387,753877,3203
5388,792137,71445
5389,102332,49647
5390,179593,85823
5391,109180,4646
5392,698039,132742
5393,864953,106959
5394,886822,49631
5395,1685,51504
5396,451138,59004
5397,835510,20041
5398,798046,74233
5399,96613,49960
5400,982348,37358
5401,957807,45845
5402,934266,104684
5403,289821,129536
5404,735259,146869
5405,592680,122241
5406,202749,97440
5407,115155,18103
5408,254254,69833
5409,366507,85680
5410,395569,120417
5411,805479,25241
5412,252483,80521
5413,286670,25775
5414,295945,59396
5415,675049,43373
5416,785963,140564
5417,469673,98280
5418,397826,58366
5419,252938,148260
5420,224464,126438
5421,872683,53962
5422,748538,137880
5423,414134,103969
5424,16465,134969
5425,294771,35094
5426,261397,142175
5427,964332,144252
5428,188385,72657
5429,411267,27191
5430,965917,144882
5431,589573,4146
5432,368511,39949
5433,366467,70426
5434,456369,24246
5435,539920,67855
5436,900044,37168
5437,921035,134336
5438,289803,6599
5439,531605,13577
5440,14506,22101
5441,156208,72796
5442,293324,18987
5443,440311,66461
5444,730448,132171
5445,377515,51868
5446,165670,40230
5447,17722,145057
5448,625586,144898
5449,289335,87426
5450,330892,136045
5451,549321,76906
5452,982212,51230
5453,102639,78780
5454,799959,12271
5455,559622,133807
5456,743949,81048
5457,738557,137107
5458,314584,75280
5459,854921,81434
5460,421912,92629
5461,802497,90854
5462,54960,117856
5463,677714,62872
5464,201900,24565
5465,158770,61779
5466,177104,109924
5467,834599,68762
5468,980473,115298
5469,25488,92533
5470,648976,116825
5471,173684,13226
5472,256444,85722
5473,814674,21685
5474,34345,59589
5475,83270,26935
5476,495614,143706
5477,691077,84956
5478,647603,115929
5479,648750,4404
5480,456187,14720
5481,969896,114551
5482,29013,23047
5483,188744,90137
5484,397208,57183
5485,458328,85012
5486,410344,70035
5487,301614,116442
5488,721382,132865
5489,707459,96611
5490,381510,135332
5491,201552,5309
5492,555193,17504
5493,355208,90070
5494,494360,80029
5495,36177,45339
5496,886416,24632
5497,664314,86596
5498,539700,123795
5499,70087,96583
5500,283802,90311
5501,417050,116516
5502,546496,140771
5503,55470,72372
5504,418038,36925
5505,175184,17658
5506,894520,93149
5507,462573,36609
5508,657368,5753
5509,208908,146876
5510,209860,125323
5511,226948,127664
5512,50830,103534
5513,713648,111
5514,887257,117423
5515,566760,43138
5516,577242,14111
5517,342938,56588
5518,174096,4250
5519,201779,62427
5520,147405,92140
5521,247917,1788
5522,409936,51068
5523,830410,57160
5524,39953,121682
5525,490081,70706
5526,619464,142328
5527,648061,94206
5528,859192,81817
5529,657805,7018
5530,18763,97124
5531,215411,121296
5532,41804,84790
5533,314166,25231
5534,977527,106320
5535,201673,53737
5536,198494,45531
5537,237081,136518
5538,196339,121821
5539,482953,114285
5540,526625,118774
5541,202696,142853
5542,934152,90156
5543,76445,37624
5544,292330,135728
5545,44556,59626
5546,435258,137663
5547,301208,87492
5548,676851,17497
5549,860846,33493
5550,833020,32453
5551,19693,35335
5552,210818,146488
5553,70772,134492
5554,764559,31315
5555,28539,49376
5556,624116,130765
5557,791059,1258
5558,734145,109690
5559,444456,109376
5560,25635,26211
5561,104829,38638
5562,118640,80154
5563,187391,105521
5564,72668,75832
5565,181384,86060
5566,787560,1915
5567,199318,135355
5568,274352,33081
5569,439072,52166
5570,981410,57652
5571,261022,91281
5572,625335,64246
5573,266655,100245
5574,852921,88895
5575,413987,17488
5576,923545,34085
5577,117960,18214
5578,371444,69761
5579,202881,10590
5580,363446,25221
5581,93912,52785
5582,173390,59395
5583,620781,104854
5584,214572,81034
5585,589155,148559
5586,988746,52678
5587,849159,20255
5588,348700,70189
5589,396897,59653
5590,88192,133476
5591,413280,67607
5592,938325,32532
5593,156657,44780
5594,506138,85560
5595,278956,111255
5596,712332,22052
5597,139942,38793
5598,31902,32441
5599,61481,22623
5600,974,126546
5601,981809,67567
5602,21015,93793
5603,69334,88590
5604,746947,14387
5605,955379,70806
5606,569892,46991
5607,542933,137986
5608,664383,39551
5609,134122,111042
5610,320097,22130
5611,288963,137324
5612,962433,147532
5613,435636,118208
5614,238328,141237
5615,313612,80445
5616,276947,144199
5617,581310,134256
5618,49766,83870
5619,595016,15912
5620,280291,136138
5621,377727,6599
5622,813579,100009
5623,136703,105170
5624,308159,23342
5625,625901,42408
5626,143482,53599
5627,798606,55894
5628,147994,138963
5629,356840,115178
5630,870102,53580
5631,328578,9291
5632,667649,11286
5633,289914,67221
5634,759582,99003
5635,126356,76102
5636,678539,95168
5637,611362,129211
5638,584733,12568
5639,417437,69081
5640,938848,61658
5641,493102,62451
5642,272555,118086
5643,867010,105467
5644,293370,106290
5645,658127,8791
5646,885365,76187
5647,899561,8176
5648,984603,133448
5649,497747,33721
5650,330148,19732
5651,734037,94980
5652,493608,9896
5653,996082,32132
5654,442271,98431
5655,489604,145739
5656,262122,94925
5657,582422,46978
5658,695461,8863
5659,335303,121947
5660,718649,56196
5661,458314,29858
5662,815475,124795
5663,73209,8578
5664,893123,99542
5665,372332,141842
5666,100159,83295
5667,890603,148577
5668,587921,93594
5669,943598,29635
5670,623578,95058
5671,743308,69929
5672,15799,71312
5673,656101,13642
5674,185322,15062
5675,509907,142396
5676,700505,87817
5677,457954,59592
5678,148897,30828
5679,424363,11677
5680,984368,66987
5681,306737,92579
5682,578706,144076
5683,194986,19478
5684,603802,12793
5685,653443,137311
5686,928276,115531
5687,388711,78167
5688,599546,106034
5689,129343,64967
5690,751938,143969
5691,191174,74254
5692,697582,68608
5693,671510,96946
5694,223448,129199
5695,81682,68190
5696,403527,17876
5697,482826,29641
5698,504072,108923
5699,208402,137892
5700,290341,69818
5701,52946,37601
5702,517373,58596
5703,772096,100118
5704,510433,31121
5705,952127,13079
5706,128182,13194
5707,197422,8308
5708,253939,92663
5709,608540,62952
5710,699066,122057
5711,190646,65753
5712,151707,37329
5713,376422,95595
5714,220327,40229
5715,717820,65005
5716,283393,148971
5717,408062,76573
5718,317804,41431
5719,67545,36763
5720,273448,138588
5721,611899,148386
5722,437467,68967
5723,124658,129399
5724,509894,137988
5725,190107,5085
5726,835427,33060
5727,632843,42183
5728,149114,136166
5729,361716,47430
5730,868564,113390
5731,418428,114860
5732,267768,9643
5733,56724,110103
5734,755118,25180
5735,639384,51069
5736,722597,25835
5737,910361,28921
5738,195260,142649
5739,342059,133660
5740,492689,50938
5741,755957,17258
5742,473367,138382
5743,789386,75153
5744,400316,78715
5745,219547,137911
5746,660315,73962
5747,690973,62360
5748,415427,134010
5749,688776,146068
5750,254995,81618
5751,111936,64854
5752,883478,55587
5753,669275,113503
5754,592570,130903
5755,921949,53212
5756,677217,96866
5757,224309,125272
5758,7662,18616
5759,414669,135485
5760,818659,8366
5761,683877,37698
5762,891058,81097
5763,445551,41661
5764,213243,33997
5765,974545,94519
5766,179933,25830
5767,406069,58286
5768,337426,38519
5769,754387,14253
5770,4950,82903
5771,852343,37409
5772,287117,60343
5773,759304,107758
5774,975634,72006
5775,163671,86629
5776,433099,17108
5777,460891,119482
5778,846662,72227
5779,713963,17246
5780,911801,9188
5781,519689,135812
5782,412710,119070
5783,708962,30167
5784,223095,78230
5785,888563,77635
5786,793261,89851
5787,821918,69140
5788,638623,40434
5789,417286,87637
5790,13922,35253
5791,797855,91514
5792,801592,38457
5793,692380,53975
5794,485965,25439
5795,982414,134984
5796,481905,25283
5797,422002,62442
5798,44879,83513
5799,332970,124456
5800,390965,2653
5801,798621,8376
5802,870991,132020
5803,803818,77854
5804,869182,44599
5805,125264,122675
5806,375003,25038
5807,635502,96232
5808,961536,97190
5809,484537,139653
5810,241478,71020
5811,127549,9313
5812,272809,27790
5813,413588,133072
5814,534528,138984
5815,920615,24662
5816,470456,16981
5817,133038,138765
5818,290037,82908
5819,14861,59421
5820,699622,25684
5821,635716,147031
5822,783599,65445
5823,518584,139326
5824,633763,124317
5825,695261,68524
5826,738840,68096
5827,939900,30972
5828,135776,143064
5829,892025,441
5830,892368,63336
5831,79949,42208
5832,271901,98308
5833,21503,22688
5834,998272,17748
5835,273239,67492
5836,423949,30882
5837,251183,52081
5838,889623,106007
5839,687739,38553
5840,977404,37126
5841,439652,88346
5842,573731,79858
5843,315540,91427
5844,842047,38728
5845,184916,137401
5846,969618,42439
5847,596908,66073
5848,805248,146147
5849,695593,41043
5850,569740,96195
5851,239627,32798
5852,392371,18728
5853,12212,21534
5854,42865,71621
5855,620444,28646
5856,834905,111287
5857,929927,47885
5858,287497,98403
5859,809963,143594
5860,511528,62881
5861,175769,124193
5862,926300,123727
5863,737037,101421
5864,891590,9211
5865,96859,64909
5866,119983,77083
5867,293396,30503
5868,232998,129535
5869,452072,137152
5870,654630,54460
5871,918755,17493
5872,57960,22296
5873,580589,87346
5874,105654,103424
5875,760515,16699
5876,802489,141605
5877,320437,109093
5878,704005,118316
5879,922194,111897
5880,228644,29985
5881,198173,21440
5882,682132,102519
5883,788510,59519
5884,945298,7581
5885,120803,48684
5886,228610,100930
