ID,PRECIO,HOSTAL,ESTADO
241799,396302,1673,deshabilitado
241800,228738,2150,deshabilitado
241801,480645,7947,habilitado
241802,320831,12906,habilitado
241803,135873,17211,deshabilitado
241804,174228,15993,habilitado
241805,155221,9814,deshabilitado
241806,28424,7430,deshabilitado
241807,378952,10165,deshabilitado
241808,483318,15285,habilitado
241809,331644,11236,deshabilitado
241810,483078,7229,deshabilitado
241811,439951,14437,habilitado
241812,141237,15387,deshabilitado
241813,444011,18961,habilitado
241814,95276,5404,habilitado
241815,119870,6074,deshabilitado
241816,51315,9796,habilitado
241817,313749,12617,deshabilitado
241818,368161,126,habilitado
241819,90280,5388,habilitado
241820,70188,16413,deshabilitado
241821,471123,391,habilitado
241822,136862,13163,habilitado
241823,367121,8850,deshabilitado
241824,497029,16649,habilitado
241825,373854,12437,deshabilitado
241826,80296,3920,habilitado
241827,199463,13561,habilitado
241828,200747,13367,habilitado
241829,222954,17939,habilitado
241830,250139,1962,habilitado
241831,128088,1576,habilitado
241832,114406,5196,habilitado
241833,252693,1911,deshabilitado
241834,66117,381,deshabilitado
241835,157219,10764,deshabilitado
241836,351285,775,habilitado
241837,430027,5668,deshabilitado
241838,94712,18513,deshabilitado
241839,96661,7626,habilitado
241840,33288,3908,habilitado
241841,350500,17475,deshabilitado
241842,114051,17257,deshabilitado
241843,206178,15544,habilitado
241844,224260,10032,habilitado
241845,283869,9984,habilitado
241846,138917,8723,deshabilitado
241847,175976,15695,habilitado
241848,260604,11167,deshabilitado
241849,188062,5341,habilitado
241850,280647,12427,deshabilitado
241851,171333,19291,habilitado
241852,430123,4517,deshabilitado
241853,204653,6391,habilitado
241854,231502,5578,deshabilitado
241855,435423,4673,habilitado
241856,233684,14993,habilitado
241857,75199,3535,deshabilitado
241858,482167,19117,habilitado
241859,260698,17930,habilitado
241860,392974,16659,deshabilitado
241861,347087,11561,deshabilitado
241862,59672,19593,habilitado
241863,144108,11703,deshabilitado
241864,486143,11253,habilitado
241865,208742,18430,deshabilitado
241866,469032,13234,habilitado
241867,311735,5208,habilitado
241868,56557,16025,deshabilitado
241869,428196,18221,deshabilitado
241870,454998,1606,habilitado
241871,78252,12091,habilitado
241872,398722,6267,deshabilitado
241873,308538,7623,deshabilitado
241874,137619,3823,habilitado
241875,303451,17023,deshabilitado
241876,439403,3091,habilitado
241877,102361,6878,habilitado
241878,21973,12115,deshabilitado
241879,284163,14804,habilitado
241880,10505,4111,deshabilitado
241881,262518,14626,habilitado
241882,340960,15462,habilitado
241883,17659,10502,habilitado
241884,211940,1303,deshabilitado
241885,274148,18541,habilitado
241886,312575,18841,habilitado
241887,162363,3637,habilitado
241888,389003,7545,habilitado
241889,398522,4485,habilitado
241890,58801,5960,deshabilitado
241891,415434,14061,deshabilitado
241892,13330,10348,habilitado
241893,308553,10790,deshabilitado
241894,72685,4268,habilitado
241895,351989,15096,deshabilitado
241896,166950,16639,habilitado
241897,332689,240,deshabilitado
241898,112756,17078,deshabilitado
241899,227422,15694,deshabilitado
241900,379585,8449,habilitado
241901,84678,9877,deshabilitado
241902,323255,6867,habilitado
241903,122481,12801,habilitado
241904,30238,5626,habilitado
241905,201401,3880,habilitado
241906,265572,19264,habilitado
241907,361805,12879,deshabilitado
241908,60215,17396,deshabilitado
241909,27833,723,deshabilitado
241910,214984,58,deshabilitado
241911,55751,13248,habilitado
241912,335666,17836,habilitado
241913,350205,12013,habilitado
241914,488188,2620,deshabilitado
241915,21187,10199,habilitado
241916,392258,8128,habilitado
241917,304128,10811,habilitado
241918,343856,6644,deshabilitado
241919,160537,1015,deshabilitado
241920,157310,13850,habilitado
241921,74808,5369,habilitado
241922,432798,16332,deshabilitado
241923,444736,2475,habilitado
241924,11151,7818,habilitado
241925,26689,14143,habilitado
241926,414299,14604,deshabilitado
241927,302888,14143,habilitado
241928,201611,6405,deshabilitado
241929,191877,19247,deshabilitado
241930,435530,17491,deshabilitado
241931,396943,10828,deshabilitado
241932,57310,19811,habilitado
241933,331241,9109,deshabilitado
241934,308082,6617,deshabilitado
241935,253532,10824,habilitado
241936,372641,19169,deshabilitado
241937,171237,3776,deshabilitado
241938,459444,16945,habilitado
241939,482068,2538,deshabilitado
241940,311430,17461,habilitado
241941,240806,2342,habilitado
241942,446206,532,habilitado
241943,420571,13635,habilitado
241944,149288,3387,habilitado
241945,335570,15571,habilitado
241946,380153,3608,deshabilitado
241947,24776,13229,deshabilitado
241948,39346,7973,habilitado
241949,169661,19788,deshabilitado
241950,230230,9016,habilitado
241951,446057,1439,deshabilitado
241952,385693,13641,deshabilitado
241953,28403,6340,deshabilitado
241954,319945,11937,deshabilitado
241955,335598,19738,deshabilitado
241956,353554,6642,deshabilitado
241957,55811,3005,deshabilitado
241958,19415,12681,habilitado
241959,170569,4715,habilitado
241960,479092,1242,habilitado
241961,22719,4482,deshabilitado
241962,12186,7527,habilitado
241963,289159,9918,habilitado
241964,484760,12539,habilitado
241965,469520,19637,habilitado
241966,185111,6586,deshabilitado
241967,453320,12874,deshabilitado
241968,476866,4055,habilitado
241969,479766,15053,deshabilitado
241970,177297,8897,habilitado
241971,183002,14212,deshabilitado
241972,189203,4387,habilitado
241973,358093,7044,deshabilitado
241974,347837,9351,deshabilitado
241975,172785,6597,deshabilitado
241976,107218,8526,deshabilitado
241977,217015,7186,deshabilitado
241978,233019,727,deshabilitado
241979,223735,1441,habilitado
241980,377550,18929,habilitado
241981,8570,1296,habilitado
241982,122819,2442,habilitado
241983,199731,833,deshabilitado
241984,196770,9143,deshabilitado
241985,277513,3268,deshabilitado
241986,116827,13953,deshabilitado
241987,424377,5004,habilitado
241988,86433,9316,habilitado
241989,292632,15774,habilitado
241990,398268,8893,deshabilitado
241991,147914,9187,deshabilitado
241992,293943,826,habilitado
241993,320368,6481,deshabilitado
241994,230822,7628,deshabilitado
241995,120632,17349,deshabilitado
241996,248863,19176,habilitado
241997,286482,185,deshabilitado
241998,200755,2080,deshabilitado
241999,498607,1371,habilitado
242000,432189,6633,deshabilitado
242001,389032,3522,habilitado
242002,493503,18989,deshabilitado
242003,119493,10819,deshabilitado
242004,17528,2763,habilitado
242005,211410,17397,habilitado
242006,124719,12407,habilitado
242007,345889,19551,deshabilitado
242008,344471,18315,deshabilitado
242009,243291,14380,habilitado
242010,112125,15013,deshabilitado
242011,189506,9455,deshabilitado
242012,282188,3674,habilitado
242013,472174,19843,habilitado
242014,456961,12277,habilitado
242015,362271,17272,habilitado
242016,292255,5252,deshabilitado
242017,409320,18752,habilitado
242018,327343,13645,deshabilitado
242019,57152,10522,habilitado
242020,111348,11853,deshabilitado
242021,484375,15378,habilitado
242022,37332,10711,habilitado
242023,238056,16622,habilitado
242024,462861,3505,deshabilitado
242025,252,18242,deshabilitado
242026,215614,18640,habilitado
242027,4180,365,habilitado
242028,29979,12291,deshabilitado
242029,235541,851,deshabilitado
242030,436828,16016,habilitado
242031,205166,9536,deshabilitado
242032,419840,16077,habilitado
242033,88668,17713,habilitado
242034,308005,19314,deshabilitado
242035,103113,8343,habilitado
242036,492580,13196,deshabilitado
242037,201832,19612,habilitado
242038,148904,18651,deshabilitado
242039,21317,8627,deshabilitado
242040,68698,12476,habilitado
242041,389377,6323,deshabilitado
242042,54650,682,habilitado
242043,161666,16223,habilitado
242044,284665,16291,habilitado
242045,252980,3098,deshabilitado
242046,334964,14254,habilitado
242047,7376,1312,habilitado
242048,325197,16983,habilitado
242049,188361,12369,habilitado
242050,452774,6195,habilitado
242051,46155,9647,deshabilitado
242052,121691,16591,deshabilitado
242053,298376,13095,deshabilitado
242054,15566,902,habilitado
242055,122453,6339,habilitado
242056,160448,10450,habilitado
242057,485162,16684,deshabilitado
242058,113367,16441,deshabilitado
242059,461818,8323,deshabilitado
242060,313834,6017,deshabilitado
242061,27028,15364,deshabilitado
242062,96246,16475,habilitado
242063,264629,13922,habilitado
242064,463825,12768,deshabilitado
242065,334564,5711,deshabilitado
242066,93417,7033,habilitado
242067,434066,4140,deshabilitado
242068,139231,3394,habilitado
242069,222873,12156,deshabilitado
242070,66575,14150,habilitado
242071,213706,14846,deshabilitado
242072,233686,11304,habilitado
242073,325083,7226,habilitado
242074,377054,1483,habilitado
242075,383288,2753,habilitado
242076,371539,7264,deshabilitado
242077,398589,14921,deshabilitado
242078,428182,19872,habilitado
242079,358447,12093,deshabilitado
242080,225899,4130,habilitado
242081,181481,2602,deshabilitado
242082,212363,7299,deshabilitado
242083,420591,2102,deshabilitado
242084,186174,5777,deshabilitado
242085,393493,2729,habilitado
242086,350867,16886,habilitado
242087,5144,294,deshabilitado
242088,181913,17330,deshabilitado
242089,462906,3121,deshabilitado
242090,395256,2305,deshabilitado
242091,366505,17955,deshabilitado
242092,149557,13231,deshabilitado
242093,56040,18091,habilitado
242094,31052,10328,deshabilitado
242095,213029,3999,habilitado
242096,474694,15833,deshabilitado
242097,235642,11384,deshabilitado
242098,446054,10410,habilitado
242099,89003,3867,habilitado
242100,280535,12421,habilitado
242101,156427,4092,deshabilitado
242102,15280,6805,habilitado
242103,135392,9498,habilitado
242104,294348,10527,habilitado
242105,434865,8303,habilitado
242106,183522,4611,deshabilitado
242107,301072,12745,habilitado
242108,281622,11862,deshabilitado
242109,87111,3026,deshabilitado
242110,439087,3316,habilitado
242111,97339,15402,deshabilitado
242112,218677,13267,habilitado
242113,19945,17538,habilitado
242114,204809,8514,habilitado
242115,10590,6206,deshabilitado
242116,349184,5233,deshabilitado
242117,89493,13906,deshabilitado
242118,246351,15498,habilitado
242119,216101,5529,habilitado
242120,236290,12377,habilitado
242121,220980,19232,deshabilitado
242122,317941,2625,deshabilitado
242123,71932,15712,deshabilitado
242124,45567,15458,habilitado
242125,265686,17835,deshabilitado
242126,328701,15296,deshabilitado
242127,392918,16305,habilitado
242128,490843,17726,habilitado
242129,290245,18261,habilitado
242130,212923,15276,habilitado
242131,233206,13979,habilitado
242132,401626,17048,deshabilitado
242133,287633,2787,habilitado
242134,256822,18152,habilitado
242135,342275,9469,habilitado
242136,284439,14681,habilitado
242137,151128,6436,deshabilitado
242138,284775,17240,habilitado
242139,259002,2646,habilitado
242140,92262,9833,deshabilitado
242141,468566,4739,deshabilitado
242142,426154,14676,deshabilitado
242143,456345,15528,habilitado
242144,131416,3839,deshabilitado
242145,170280,935,habilitado
242146,28195,4674,habilitado
242147,221492,7787,deshabilitado
242148,487393,13746,deshabilitado
242149,450364,1868,deshabilitado
242150,372142,12728,deshabilitado
242151,438911,7056,habilitado
242152,147041,6404,habilitado
242153,253870,18444,deshabilitado
242154,401609,18306,habilitado
242155,481653,13314,deshabilitado
242156,241868,5980,deshabilitado
242157,242412,16322,deshabilitado
242158,135590,8818,deshabilitado
242159,380387,17315,habilitado
242160,109233,15356,habilitado
242161,193891,906,habilitado
242162,28508,12618,deshabilitado
242163,17672,14802,habilitado
242164,296639,19709,habilitado
242165,163916,3079,habilitado
242166,195029,4943,habilitado
242167,171854,17207,habilitado
242168,269651,5491,habilitado
242169,250969,14748,deshabilitado
242170,29706,12804,habilitado
242171,285901,15594,habilitado
242172,207494,18655,deshabilitado
242173,12008,1410,deshabilitado
242174,405784,7995,habilitado
242175,122334,18181,deshabilitado
242176,280046,13128,habilitado
242177,45443,17333,habilitado
242178,385908,18883,habilitado
242179,120743,18547,habilitado
242180,362796,13849,deshabilitado
242181,19439,6821,deshabilitado
242182,456174,11520,habilitado
242183,177411,8468,deshabilitado
242184,397992,12573,habilitado
242185,245220,11151,habilitado
242186,169446,17464,habilitado
242187,385494,11218,deshabilitado
242188,193925,17462,habilitado
242189,113911,2270,deshabilitado
242190,466251,17285,habilitado
242191,88191,9683,deshabilitado
242192,319199,10929,habilitado
242193,23950,6367,deshabilitado
242194,285197,10121,habilitado
242195,218422,8741,habilitado
242196,65092,546,deshabilitado
242197,399933,1740,deshabilitado
242198,20051,8051,deshabilitado
242199,441845,14636,habilitado
242200,79066,17656,deshabilitado
242201,223244,11630,habilitado
242202,80620,12266,habilitado
242203,134978,19671,deshabilitado
242204,140340,10254,deshabilitado
242205,400439,15993,deshabilitado
242206,65712,14484,habilitado
242207,47057,18002,habilitado
242208,496567,14312,deshabilitado
242209,372433,10524,deshabilitado
242210,475535,16836,deshabilitado
242211,260868,5887,deshabilitado
242212,132309,938,habilitado
242213,488305,5707,habilitado
242214,319280,10932,habilitado
242215,164258,19668,deshabilitado
242216,350045,10033,habilitado
242217,97395,16020,deshabilitado
242218,326721,13908,deshabilitado
242219,325671,14765,deshabilitado
242220,104822,141,deshabilitado
242221,380607,19136,habilitado
242222,316499,2614,habilitado
242223,473663,14572,deshabilitado
242224,313807,14869,habilitado
242225,263161,18369,habilitado
242226,353746,11768,deshabilitado
242227,337439,16979,deshabilitado
242228,477074,9719,habilitado
242229,51994,14867,deshabilitado
242230,276343,7279,deshabilitado
242231,9376,8792,habilitado
242232,450423,4151,habilitado
242233,418000,16510,deshabilitado
242234,234110,4794,deshabilitado
242235,127058,11811,habilitado
242236,398898,11705,deshabilitado
242237,281341,10238,habilitado
242238,296153,9057,deshabilitado
242239,451623,9695,habilitado
242240,103149,18671,habilitado
242241,212613,11934,habilitado
242242,230075,2457,deshabilitado
242243,78998,17655,deshabilitado
242244,388962,16174,habilitado
242245,411891,7259,habilitado
242246,436596,19498,deshabilitado
242247,96400,2471,habilitado
242248,335724,15253,deshabilitado
242249,282527,7524,deshabilitado
242250,274344,4577,deshabilitado
242251,93206,10460,deshabilitado
242252,429023,10793,habilitado
242253,349084,16931,deshabilitado
242254,249967,147,habilitado
242255,1672,2442,habilitado
242256,421819,7500,habilitado
242257,452055,13341,deshabilitado
242258,46997,6615,habilitado
242259,125583,12667,habilitado
242260,192857,12038,habilitado
242261,222935,8532,habilitado
242262,61438,15889,habilitado
242263,9025,17875,habilitado
242264,437181,3146,deshabilitado
242265,335742,6537,habilitado
242266,278728,16585,deshabilitado
242267,110244,3520,deshabilitado
242268,239597,14502,deshabilitado
242269,231490,8267,habilitado
242270,2830,19334,habilitado
242271,448198,19425,deshabilitado
242272,50190,15533,deshabilitado
242273,378201,5716,habilitado
242274,303531,17366,habilitado
242275,498813,12083,deshabilitado
242276,154435,4258,habilitado
242277,321262,535,deshabilitado
242278,107661,5439,habilitado
242279,17754,933,deshabilitado
242280,339924,12950,deshabilitado
242281,169642,2401,deshabilitado
242282,333653,17017,deshabilitado
242283,395206,17711,deshabilitado
242284,416731,3751,deshabilitado
242285,185562,14764,habilitado
242286,241149,14101,habilitado
242287,126494,16577,deshabilitado
242288,157256,5425,deshabilitado
242289,32962,13307,habilitado
242290,476285,16834,deshabilitado
242291,287917,7652,deshabilitado
242292,34388,11563,habilitado
242293,328460,12953,deshabilitado
242294,337928,5143,habilitado
242295,98025,16341,habilitado
242296,222929,10285,habilitado
242297,133511,5680,deshabilitado
242298,138047,3405,habilitado
242299,401678,15933,deshabilitado
242300,498449,14640,deshabilitado
242301,324776,4802,habilitado
242302,96963,13175,habilitado
242303,429647,1017,habilitado
242304,221275,7878,deshabilitado
242305,155404,8688,habilitado
242306,441906,17373,habilitado
242307,163566,8740,deshabilitado
242308,306703,4794,habilitado
242309,366361,7811,habilitado
242310,231532,1067,habilitado
242311,329491,8068,deshabilitado
242312,185855,417,habilitado
242313,201194,10349,habilitado
242314,288817,12951,deshabilitado
242315,403057,10835,deshabilitado
242316,18188,16471,deshabilitado
242317,129903,8442,habilitado
242318,142924,3590,deshabilitado
242319,470452,4207,habilitado
242320,206280,14300,deshabilitado
242321,15355,14741,habilitado
242322,11993,7635,habilitado
242323,413424,3638,deshabilitado
242324,165941,12844,habilitado
242325,54308,10651,habilitado
242326,471265,15085,deshabilitado
242327,268725,16229,habilitado
242328,369071,16123,habilitado
242329,198027,5895,habilitado
242330,70037,3414,deshabilitado
242331,337098,6854,habilitado
242332,139525,19211,habilitado
242333,441255,13201,habilitado
242334,177950,16848,deshabilitado
242335,348985,18525,habilitado
242336,145253,11401,habilitado
242337,420466,1527,habilitado
242338,312716,353,habilitado
242339,146169,14281,deshabilitado
242340,159043,19124,habilitado
242341,151007,3570,deshabilitado
242342,404242,18940,deshabilitado
242343,453059,16059,deshabilitado
242344,12669,7457,deshabilitado
242345,300708,17274,habilitado
242346,384072,13276,habilitado
242347,27500,8796,habilitado
242348,8360,18090,habilitado
242349,221898,5645,habilitado
242350,292069,16018,habilitado
242351,256178,13044,habilitado
242352,181593,19654,deshabilitado
242353,376481,10682,deshabilitado
242354,410077,7224,deshabilitado
242355,169813,3826,habilitado
242356,360199,4607,habilitado
242357,304928,3437,habilitado
242358,74847,18701,habilitado
242359,335182,16283,deshabilitado
242360,308508,2524,deshabilitado
242361,274565,1865,habilitado
242362,59426,8696,habilitado
242363,112166,9611,habilitado
242364,460125,11007,deshabilitado
242365,212772,15742,habilitado
242366,132284,4298,deshabilitado
242367,495383,12832,deshabilitado
242368,286606,1888,deshabilitado
242369,481198,3733,habilitado
242370,45882,2358,deshabilitado
242371,271511,2514,deshabilitado
242372,414889,5782,habilitado
242373,421338,16894,deshabilitado
242374,24910,3784,habilitado
242375,339634,14293,deshabilitado
242376,14949,10409,deshabilitado
242377,180379,6463,habilitado
242378,322564,11620,habilitado
242379,268220,3743,habilitado
242380,321671,10860,deshabilitado
242381,137197,3715,habilitado
242382,224526,467,habilitado
242383,135846,6719,habilitado
242384,4767,14651,habilitado
242385,290265,10592,habilitado
242386,263602,3011,deshabilitado
242387,15308,14824,habilitado
242388,453556,18786,habilitado
242389,330773,12363,deshabilitado
242390,493214,16551,habilitado
242391,46656,1183,habilitado
242392,259418,1184,habilitado
242393,199935,18480,habilitado
242394,40384,13558,deshabilitado
242395,407481,4432,deshabilitado
242396,229052,12079,deshabilitado
242397,402781,17716,deshabilitado
242398,172820,17933,deshabilitado
242399,270036,9998,habilitado
242400,498472,13553,deshabilitado
242401,127654,16194,deshabilitado
242402,342174,18886,deshabilitado
242403,203994,18770,deshabilitado
242404,71892,14372,deshabilitado
242405,261463,4034,deshabilitado
242406,404740,12178,deshabilitado
242407,278276,18644,deshabilitado
242408,201241,12992,deshabilitado
242409,255360,13146,deshabilitado
242410,264547,19896,habilitado
242411,75530,578,habilitado
242412,426031,2766,habilitado
242413,242094,5574,habilitado
242414,60285,3222,deshabilitado
242415,102581,3906,deshabilitado
242416,354845,15497,deshabilitado
242417,91306,8614,habilitado
242418,170288,12288,habilitado
242419,287241,11542,deshabilitado
242420,270,15214,deshabilitado
242421,468185,489,deshabilitado
242422,24287,10671,habilitado
242423,376401,10755,habilitado
242424,473025,1996,deshabilitado
242425,5585,10072,deshabilitado
242426,431441,5343,habilitado
242427,116335,3851,habilitado
242428,354821,17039,habilitado
242429,334963,3878,habilitado
242430,77970,5278,deshabilitado
242431,461495,13478,habilitado
242432,291515,10939,habilitado
242433,54728,10133,deshabilitado
242434,82962,7243,deshabilitado
242435,7362,19841,habilitado
242436,428507,8354,deshabilitado
242437,45228,18988,habilitado
242438,443378,18615,habilitado
242439,27201,9853,deshabilitado
242440,223628,3658,deshabilitado
242441,330112,2823,deshabilitado
242442,38830,9065,deshabilitado
242443,266519,18863,deshabilitado
242444,128607,4607,deshabilitado
242445,307472,1895,deshabilitado
242446,40634,5520,habilitado
242447,205058,16248,deshabilitado
242448,109711,18080,habilitado
242449,410224,5790,habilitado
242450,459348,7832,deshabilitado
242451,40892,14110,habilitado
242452,414611,8842,deshabilitado
242453,274906,4558,deshabilitado
242454,331834,14878,habilitado
242455,460686,7178,deshabilitado
242456,85046,1466,deshabilitado
242457,427488,5907,deshabilitado
242458,212650,19387,habilitado
242459,350105,9707,deshabilitado
242460,482138,15178,habilitado
242461,328906,6366,deshabilitado
242462,30079,9355,deshabilitado
242463,23134,10244,deshabilitado
242464,62144,4089,habilitado
242465,42319,15422,habilitado
242466,68118,5955,habilitado
242467,200655,2584,deshabilitado
242468,34865,13580,deshabilitado
242469,468209,16064,habilitado
242470,309492,993,deshabilitado
242471,262734,5324,habilitado
242472,324682,4182,habilitado
242473,277083,785,deshabilitado
242474,58104,14454,deshabilitado
242475,447315,17095,habilitado
242476,218054,5574,habilitado
242477,376025,6995,habilitado
242478,13945,15238,habilitado
242479,470552,13007,habilitado
242480,403767,9302,deshabilitado
242481,46858,15671,habilitado
242482,215902,19511,deshabilitado
242483,180407,19441,habilitado
242484,230270,8530,deshabilitado
242485,440011,6996,deshabilitado
242486,234653,8363,deshabilitado
242487,394797,19658,deshabilitado
242488,427643,4418,habilitado
242489,286206,6075,habilitado
242490,385855,5039,deshabilitado
242491,316192,14750,deshabilitado
242492,350708,88,deshabilitado
242493,70673,11118,deshabilitado
242494,304396,4792,deshabilitado
242495,124046,13916,deshabilitado
242496,316245,15303,deshabilitado
242497,422088,14640,habilitado
242498,423464,12069,habilitado
242499,427965,8749,deshabilitado
242500,464398,5194,deshabilitado
242501,285739,3400,deshabilitado
242502,290198,1507,deshabilitado
242503,258742,16740,habilitado
242504,231395,66,habilitado
242505,28626,13778,habilitado
242506,374748,18238,habilitado
242507,463292,4107,deshabilitado
242508,196160,1880,deshabilitado
242509,323297,6255,habilitado
242510,262673,13912,habilitado
242511,306695,18893,habilitado
242512,170412,9224,habilitado
242513,316541,14181,deshabilitado
242514,90529,2621,habilitado
242515,2852,2060,deshabilitado
242516,202534,16563,deshabilitado
242517,393242,613,deshabilitado
242518,442766,4223,habilitado
242519,205162,5185,deshabilitado
242520,170278,2566,habilitado
242521,108582,8653,habilitado
242522,144396,17827,habilitado
242523,85142,5878,habilitado
242524,254649,10246,deshabilitado
242525,99240,13220,habilitado
242526,170792,4685,habilitado
242527,403064,13155,habilitado
242528,196094,5245,habilitado
242529,327819,7846,deshabilitado
242530,328131,16585,deshabilitado
242531,209594,16847,deshabilitado
242532,133797,6446,habilitado
242533,442986,18899,deshabilitado
242534,209642,12545,habilitado
242535,77204,4160,deshabilitado
242536,143780,5529,deshabilitado
242537,75954,6987,habilitado
242538,250873,13251,habilitado
242539,455261,110,habilitado
242540,149315,7627,habilitado
242541,379530,12128,habilitado
242542,56932,2251,habilitado
242543,198199,9732,habilitado
242544,482546,15532,habilitado
242545,371656,14660,habilitado
242546,33014,5534,habilitado
242547,242322,1108,deshabilitado
242548,169421,17358,habilitado
242549,389448,6380,deshabilitado
242550,71059,13247,habilitado
242551,450282,7744,habilitado
242552,327854,8195,habilitado
242553,63170,1378,habilitado
242554,105564,14091,habilitado
242555,223418,16745,deshabilitado
242556,132857,10643,habilitado
242557,142608,5595,habilitado
242558,141742,16363,deshabilitado
242559,148947,16719,habilitado
242560,154537,3487,deshabilitado
242561,372720,5755,deshabilitado
242562,163536,10134,habilitado
242563,483159,7116,deshabilitado
242564,452632,776,habilitado
242565,262506,10191,deshabilitado
242566,409489,8014,habilitado
242567,77216,70,deshabilitado
242568,11835,12950,deshabilitado
242569,201098,9138,deshabilitado
242570,313684,9250,habilitado
242571,438908,19895,deshabilitado
242572,382137,7693,habilitado
242573,451949,9593,habilitado
242574,274634,3177,habilitado
242575,248506,15509,habilitado
242576,163585,6407,habilitado
242577,429341,15544,deshabilitado
242578,117888,16680,deshabilitado
242579,365650,5441,habilitado
242580,140951,1336,habilitado
242581,294851,17083,habilitado
242582,197151,13980,deshabilitado
242583,352789,5778,habilitado
242584,463724,13350,habilitado
242585,83521,10188,deshabilitado
242586,182475,10403,deshabilitado
242587,218565,18171,deshabilitado
242588,16085,5314,habilitado
242589,280639,4180,deshabilitado
242590,161683,3077,deshabilitado
242591,23152,4894,habilitado
242592,386248,13450,deshabilitado
242593,429895,5274,deshabilitado
242594,90606,4524,habilitado
242595,307320,1846,deshabilitado
242596,330953,16944,deshabilitado
242597,250719,6724,habilitado
242598,222477,972,habilitado
242599,375972,19108,deshabilitado
242600,485813,1698,deshabilitado
242601,114305,5351,habilitado
242602,132436,5796,deshabilitado
242603,406147,3836,habilitado
242604,442071,19656,habilitado
242605,158736,13452,habilitado
242606,34487,1864,habilitado
242607,336057,4094,deshabilitado
242608,355418,1830,habilitado
242609,49951,2721,habilitado
242610,253983,19514,deshabilitado
242611,444117,15738,deshabilitado
242612,465,15163,deshabilitado
242613,284479,9903,habilitado
242614,376358,12762,deshabilitado
242615,447140,7402,deshabilitado
242616,37501,17840,habilitado
242617,279763,15113,deshabilitado
242618,99149,9424,habilitado
242619,13567,17997,deshabilitado
242620,400487,9452,deshabilitado
242621,67574,17779,deshabilitado
242622,247376,15441,habilitado
242623,321157,4346,habilitado
242624,344721,10094,habilitado
242625,159243,1924,deshabilitado
242626,353441,12719,deshabilitado
242627,442482,1904,habilitado
242628,4108,10977,habilitado
242629,263539,18320,deshabilitado
242630,186730,10679,deshabilitado
242631,204890,17563,habilitado
242632,213133,5353,deshabilitado
242633,148075,4262,habilitado
242634,361247,3207,habilitado
242635,413003,16103,habilitado
242636,107633,1586,habilitado
242637,437443,3792,habilitado
242638,241902,11368,deshabilitado
242639,16043,4736,habilitado
242640,131769,9790,deshabilitado
242641,58963,11048,deshabilitado
242642,402815,10794,habilitado
242643,369391,5996,habilitado
242644,347349,17793,deshabilitado
242645,54834,13930,deshabilitado
242646,40077,8874,habilitado
242647,19333,15068,habilitado
242648,255447,8375,deshabilitado
242649,199052,3419,habilitado
242650,198902,13583,deshabilitado
242651,283446,12915,habilitado
242652,498814,1583,deshabilitado
242653,236702,17182,habilitado
242654,319568,3831,deshabilitado
242655,329219,16701,deshabilitado
242656,370125,5119,habilitado
242657,364293,3094,habilitado
242658,423657,2839,deshabilitado
242659,317628,2980,habilitado
242660,18544,8735,deshabilitado
242661,13350,19283,habilitado
242662,261530,13466,deshabilitado
242663,215265,566,deshabilitado
242664,32981,19602,habilitado
242665,485642,19910,deshabilitado
242666,416787,2717,habilitado
242667,381346,3982,habilitado
242668,243293,16894,habilitado
242669,268739,14804,habilitado
242670,244660,4992,deshabilitado
242671,100241,18541,deshabilitado
242672,174923,18975,deshabilitado
242673,451624,11973,habilitado
242674,371873,4258,deshabilitado
242675,188225,2781,habilitado
242676,279620,9658,deshabilitado
242677,77999,3823,deshabilitado
242678,436396,19907,habilitado
242679,144132,2312,deshabilitado
242680,68592,19152,deshabilitado
242681,123803,6186,deshabilitado
242682,405612,19005,deshabilitado
242683,297259,14692,habilitado
242684,289877,11794,deshabilitado
242685,39841,4151,deshabilitado
242686,75704,13732,habilitado
242687,296864,1322,habilitado
242688,174314,9184,deshabilitado
242689,85902,19495,habilitado
242690,397732,2482,deshabilitado
242691,479633,2979,habilitado
242692,493785,12223,habilitado
242693,242624,16331,habilitado
242694,427364,13043,deshabilitado
242695,476184,3738,habilitado
242696,59147,3778,habilitado
242697,72627,4496,habilitado
242698,271715,3337,habilitado
242699,116823,14506,deshabilitado
242700,190067,9956,habilitado
242701,147689,1451,habilitado
242702,37310,9781,habilitado
242703,159220,9033,habilitado
242704,112568,15376,habilitado
242705,144137,17269,deshabilitado
242706,300220,15916,deshabilitado
242707,249132,355,habilitado
242708,196184,7368,deshabilitado
242709,130205,11802,habilitado
242710,307079,18494,deshabilitado
242711,195999,2347,deshabilitado
242712,140293,3347,habilitado
242713,433330,1010,deshabilitado
242714,345106,17068,habilitado
242715,226713,15709,habilitado
242716,383923,14091,deshabilitado
242717,93372,229,habilitado
242718,154288,62,deshabilitado
242719,448103,11117,habilitado
242720,334469,1492,habilitado
242721,103474,8772,habilitado
242722,168127,5298,deshabilitado
242723,302799,6001,deshabilitado
242724,134498,2435,habilitado
242725,403221,19314,deshabilitado
242726,395059,6580,deshabilitado
242727,313629,19509,habilitado
242728,280009,11453,deshabilitado
242729,217444,1689,habilitado
242730,477456,7440,deshabilitado
242731,61696,7646,deshabilitado
242732,42484,5624,habilitado
242733,57192,18714,deshabilitado
242734,95149,14572,deshabilitado
242735,235941,16988,habilitado
