ID,NUM_HABITACIONES,DIRECCION,MENSAJE,PRECIO,EVENTO
401686,25,Emeoz Terrace,null,8243157,21587
401687,15,Rolil Key,null,8541094,28694
401688,25,Beltuc Key,null,6098242,12469
401689,29,Gafnod Extension,null,6400774,14027
401690,16,Zudu River,null,1098369,20777
401691,16,Mauja Lane,null,3429258,22760
401692,16,Vawvo Plaza,null,4639474,49253
401693,25,Adeigi Loop,null,5237746,1747
401694,29,Vajaso Ridge,null,5027515,47989
401695,17,Efihaw Highway,null,1410265,23252
401696,19,Cilu Road,null,1461087,39316
401697,17,Rufo Manor,null,3164589,49201
401698,25,Orni View,null,8189802,48733
401699,30,Jigla Turnpike,null,5859667,16044
401700,19,Ulkep River,null,1759987,24212
401701,30,Pifohe Court,null,6252382,24596
401702,18,Hosvun River,null,9353027,6796
401703,25,Osali Boulevard,null,8148902,44014
401704,19,Cohaf Heights,null,9447070,1474
401705,25,Opwap Manor,null,8818502,25272
401706,25,Ovod Path,null,1604624,31424
401707,25,Woiv Place,null,6362661,25705
401708,29,Vuclo Trail,null,68817,442
401709,16,Pewsud Avenue,null,2208255,16509
401710,19,Fupat Place,null,6749922,28793
401711,15,Joci Parkway,null,8378322,13536
401712,25,Sincuf Way,null,1728526,34065
401713,15,Mutid Center,null,468511,39993
401714,16,Ijol Center,null,355877,23523
401715,19,Fangi Point,null,1520095,5791
401716,20,Zopfe Lane,null,1302642,8680
401717,29,Ibirij Manor,null,9354188,45794
401718,16,Soufe Park,null,7813855,19372
401719,18,Ukuewi Extension,null,850918,28281
401720,20,Zeso Street,null,367819,21103
401721,19,Cammo Point,null,4152001,41340
401722,20,Jusag Terrace,null,775637,23038
401723,30,Wurgi Way,null,5313924,25926
401724,16,Ricabi Ridge,null,9955774,40999
401725,20,Degzir Place,null,72907,420
401726,16,Soir Heights,null,7837488,28238
401727,25,Punu Way,null,3626512,14739
401728,19,Iraami Square,null,5824896,49348
401729,16,Tulbef Center,null,6121099,45849
401730,18,Oruso Pass,null,4374,35212
401731,17,Roclu Ridge,null,2563879,30760
401732,16,Salaj Place,null,8665306,12937
401733,30,Bimruz Street,null,938463,28514
401734,29,Anoeme Turnpike,null,8114369,16085
401735,18,Ucaje Boulevard,null,7888817,31473
401736,18,Rifvic View,null,3772702,36860
401737,30,Zodi Circle,null,5666247,15366
401738,18,Itive Highway,null,8540757,6410
401739,25,Mumu Trail,null,6585559,15420
401740,16,Zebpi Grove,null,978428,2325
401741,19,Etove Lane,null,7839707,17942
401742,29,Agaevi Grove,null,1548319,12450
401743,30,Ozida Center,null,1177541,19931
401744,18,Ikaef Glen,null,2595997,29163
401745,15,Milla Heights,null,4393116,44733
401746,20,Pebof Parkway,null,8960142,20212
401747,17,Kusho Court,null,4838501,3344
401748,17,Taldi Pike,null,6662792,30971
401749,19,Farup Place,null,3867313,41178
401750,16,Idarep Parkway,null,2084896,5974
401751,20,Fenhi Plaza,null,1018435,22072
401752,20,Ruha Way,null,5216706,49362
401753,16,Biju Grove,null,1067812,47434
401754,19,Mekona Turnpike,null,3860082,25369
401755,18,Ruze Junction,null,4813930,43078
401756,20,Nubci View,null,5140083,7586
401757,29,Kohwem Plaza,null,1913844,13707
401758,25,Mizgim Circle,null,8924023,7663
401759,20,Kortow Park,null,797822,25156
401760,16,Uweke Manor,null,4010574,47225
401761,16,Pabmac Parkway,null,9339578,14156
401762,16,Giklu Manor,null,4466921,48985
401763,30,Ezugip River,null,9565866,21710
401764,29,Goaj Manor,null,7500434,26828
401765,17,Asdub Center,null,12720,32909
401766,17,Asuwom Glen,null,8295020,9035
401767,25,Teih Grove,null,3766487,22768
401768,20,Pinez Park,null,2606659,28705
401769,20,Repe Street,null,7434483,44431
401770,16,Ovro Trail,null,8029593,30456
401771,29,Lido Ridge,null,6500235,14682
401772,16,Anla Glen,null,2027269,49351
401773,17,Afbet Path,null,9579090,5887
401774,16,Falkut Heights,null,6054457,11067
401775,18,Rolaf Key,null,7229535,29839
401776,19,Mejun Grove,null,492334,21320
401777,29,Nizi Park,null,9074152,42630
401778,17,Rigbe River,null,2144394,32159
401779,20,Fadali Way,null,7068634,44093
401780,16,Memij View,null,3604883,26858
401781,18,Logpu Heights,null,2915269,38255
401782,17,Nosju Place,null,2657514,38201
401783,15,Gatzi Pass,null,3602424,4828
401784,18,Mezi Avenue,null,9043251,19296
401785,17,Kezbaw View,null,6361939,48400
401786,25,Odwa Path,null,3068064,17614
401787,15,Wuvbor Circle,null,1963801,4631
401788,30,Bikid Manor,null,4530268,49176
401789,17,Buduko Mill,null,4784528,49319
401790,15,Wedu Point,null,7321018,11228
401791,30,Oljof Avenue,null,4424326,25442
401792,18,Cinjuh Avenue,null,8161048,43971
401793,30,Fijwen Road,null,2428414,10622
401794,15,Anukoc Place,null,2664418,22382
401795,18,Demir Grove,null,3114480,17141
401796,19,Afvoj Heights,null,9780595,35631
401797,20,Epinu Park,null,6021232,14210
401798,16,Zatso Boulevard,null,3940105,22550
401799,17,Jumfa Court,null,938441,23679
401800,17,Isvuk Parkway,null,3414258,35175
401801,30,Fuabe Pike,null,7625033,41562
401802,15,Wahog View,null,6633885,7162
401803,18,Wuza Boulevard,null,7970661,14458
401804,15,Rutasa Place,null,8670918,41044
401805,15,Wieb Way,null,8893773,36597
401806,17,Nedic View,null,9559467,42294
401807,19,Pural Circle,null,5709256,17430
401808,19,Uteato Plaza,null,7835503,41209
401809,25,Visgi Trail,null,5008796,8559
401810,25,Komuk Point,null,1740004,49958
401811,30,Fikfu Junction,null,9799735,5403
401812,17,Alvaz Parkway,null,6201269,1567
401813,20,Lawhod Place,null,8700128,15898
401814,17,Ebelik Boulevard,null,6299976,32308
401815,17,Kokmup Ridge,null,9498647,31216
401816,17,Hofeda Street,null,7245089,17985
401817,29,Focsu Key,null,3144847,30210
401818,20,Fifwu Junction,null,5481609,26488
401819,19,Tamove Square,null,5887323,1014
401820,18,Bupol Junction,null,3776186,30824
401821,15,Uvuzaj Highway,null,2816720,45462
401822,30,Zoge Grove,null,782692,22799
401823,18,Lujid Key,null,9782440,35638
401824,18,Botul Loop,null,7274923,14211
401825,25,Avet Square,null,3315951,31352
401826,16,Egudi Pike,null,2821408,8522
401827,20,Govra Drive,null,6566585,15441
401828,25,Anpi Path,null,9288777,11958
401829,15,Fofob Key,null,7633050,35313
401830,29,Megelu Ridge,null,9560670,12765
401831,18,Nevzu Glen,null,2307632,17826
401832,17,Simot Parkway,null,987099,14100
401833,19,Sohej Glen,null,3757213,35016
401834,18,Jiwib View,null,5781447,46291
401835,15,Hiari Square,null,6889788,45316
401836,29,Conwev Avenue,null,7392013,26446
401837,18,Kokluc Way,null,5735938,41765
401838,29,Arezi Pike,null,6238390,4144
401839,19,Tufi Park,null,4732912,27502
401840,17,Teez Path,null,1811412,1133
401841,19,Giuh Pass,null,185495,1611
401842,29,June Ridge,null,3088606,10504
401843,20,Ugge Loop,null,2646490,34061
401844,15,Fopmuv Road,null,8449495,30862
401845,19,Lomoh Street,null,3188302,2078
401846,15,Viafi Ridge,null,4196025,31509
401847,18,Olren Center,null,4483309,17654
401848,17,Itonu River,null,3013412,28243
401849,29,Lufjew Glen,null,1387493,45012
401850,20,Bogcew Street,null,8807983,32455
401851,30,Wura Circle,null,6089011,45247
401852,16,Odilo Boulevard,null,2238207,20395
401853,19,Zolmo Center,null,1178775,14434
401854,19,Fuivu Trail,null,6877317,16081
401855,30,Kocjos Pike,null,734050,3832
401856,17,Erbiz Trail,null,8088268,21207
401857,19,Pavfo Manor,null,8434627,20874
401858,20,Mijgim Square,null,2243982,37182
401859,29,Tohe Place,null,2910558,3006
401860,20,Dois Lane,null,8408201,26778
401861,15,Citu Parkway,null,2475594,35155
401862,15,Amiubi Circle,null,8920585,20418
401863,16,Sedama Street,null,5914698,44891
401864,19,Evomug Center,null,4363198,47358
401865,15,Ugfil Avenue,null,6581953,44679
401866,18,Pojgus River,null,4169476,42905
401867,17,Filsu River,null,9636967,1320
401868,20,Owle Street,null,6129189,25445
401869,19,Cuav Road,null,2137803,999
401870,16,Malez Ridge,null,1369153,35350
401871,29,Woglu Place,null,4524889,27338
401872,16,Ekejog Grove,null,9743193,18483
401873,18,Igarac Circle,null,3376624,15934
401874,18,Hisa Drive,null,4289793,39804
401875,18,Uchuw Court,null,4106939,45903
401876,17,Comip Avenue,null,8733429,12871
401877,18,Zoter Ridge,null,3738053,22053
401878,16,Okebi Terrace,null,9487091,14478
401879,19,Ameap Drive,null,8065393,7124
401880,16,Redeki Mill,null,9142715,26087
401881,20,Pilev Avenue,null,7480121,44092
401882,30,Zopet Turnpike,null,6914341,40565
401883,25,Tumad Terrace,null,929772,48865
401884,16,Ozbac Park,null,1040981,18094
401885,18,Zizogu Loop,null,560229,18773
401886,16,Tudol Center,null,8080039,37645
401887,18,Baok River,null,295664,49256
401888,25,Fojsu Turnpike,null,9338812,20098
401889,19,Midaw Pike,null,8151403,39379
401890,20,Dedod Avenue,null,8026259,29957
401891,19,Paul Junction,null,8222928,34709
401892,16,Sihu Loop,null,4341585,42318
401893,18,Mapan Plaza,null,9249272,10421
401894,16,Agded Place,null,187674,44573
401895,20,Irtet Extension,null,6777269,10831
401896,18,Seba Road,null,7051247,1912
401897,30,Waplag Ridge,null,5218917,6671
401898,19,Adotu Center,null,1905582,18997
401899,29,Dahca Center,null,4995314,3826
401900,25,Zueh Terrace,null,7525723,17333
401901,17,Nerto Junction,null,2048379,14874
401902,30,Lutgoz Court,null,8754676,859
401903,17,Lazre Drive,null,8568166,47542
401904,30,Apion Heights,null,4678958,15040
401905,19,Foro River,null,5936964,33906
401906,30,Cuhsic Key,null,8796013,21358
401907,29,Sara Square,null,3723953,10104
401908,25,Ludec Turnpike,null,5172483,12101
401909,19,Befi Terrace,null,1281398,4718
401910,17,Bagik Way,null,3670911,45465
401911,20,Mopsoz Parkway,null,2847187,573
401912,15,Cofan Trail,null,5715,15916
401913,29,Bicev Drive,null,3509105,33376
401914,19,Bimce Pike,null,8166800,5422
401915,18,Uceat Square,null,6473811,48940
401916,30,Paro Road,null,220691,13071
401917,17,Gighet Pike,null,8797762,21393
401918,16,Fuhpu Avenue,null,2931603,47226
401919,19,Puje View,null,9401085,19950
401920,29,Miniw Turnpike,null,4917254,30562
401921,30,Rahte Junction,null,5442770,17977
401922,30,Fifje Highway,null,8667240,16036
401923,17,Luzco Mill,null,8806370,27401
401924,17,Karcat Street,null,2934863,12752
401925,16,Nemno River,null,9632027,2365
401926,19,Utbic Lane,null,5960873,18340
401927,18,Pocic Key,null,6395769,27023
401928,30,Giba Circle,null,2001257,1520
401929,18,Dudgo Path,null,7461801,45129
401930,20,Ojaze Trail,null,1982813,13084
401931,17,Umnu Mill,null,5685064,35417
401932,30,Lafjiz Loop,null,7778318,23208
401933,18,Zemud Glen,null,4869354,26524
401934,16,Pemop Ridge,null,4494028,7711
401935,15,Inomak View,null,1722750,49767
401936,25,Henap Pass,null,1684547,27853
401937,17,Ijeja Turnpike,null,7162516,41886
401938,19,Mubbin Highway,null,8676650,40794
401939,29,Mole Drive,null,9360218,14533
401940,15,Doza View,null,3672314,28260
401941,16,Urap River,null,9660141,22406
401942,30,Ukuko Ridge,null,5422178,20811
401943,20,Jazseb Circle,null,8760946,7427
401944,30,Wigfap Trail,null,6186517,52
401945,17,Ikece Way,null,8314818,49401
401946,25,Lesvi Lane,null,4516269,2251
401947,17,Ubfu Turnpike,null,7332881,32061
401948,29,Vaav Extension,null,3908880,17269
401949,16,Vuac Point,null,8265522,21504
401950,17,Esokid Way,null,9728941,35461
401951,29,Isegik Circle,null,4552361,8741
401952,30,Judpaj Pike,null,6069530,17019
401953,17,Kimu Manor,null,5847566,19534
401954,30,Gethoz Manor,null,1650711,14646
401955,29,Lochip Point,null,7828776,38653
401956,17,Reddo Extension,null,4221892,29146
401957,19,Orraf Junction,null,5643443,45290
401958,20,Ubuheb Avenue,null,6300122,28772
401959,18,Jocwos Avenue,null,742921,13995
401960,20,Nocar Pike,null,3751246,1734
401961,29,Fusi Plaza,null,7236591,25768
401962,16,Ihoeg River,null,257621,41944
401963,29,Sahin Court,null,3994652,42775
401964,20,Uflel Junction,null,242350,12864
401965,19,Sesnum Way,null,6086429,36386
401966,15,Wojdi Loop,null,141570,44978
401967,30,Kina Manor,null,8998262,802
401968,20,Gewik Boulevard,null,7870833,33471
401969,18,Kamaz Key,null,7721830,48686
401970,16,Nubni Highway,null,1351109,29743
401971,15,Kube Plaza,null,1572567,34977
401972,17,Bevpif Manor,null,430511,17922
401973,15,Nopiv Place,null,1834375,3197
401974,17,Sahu Extension,null,6562235,18185
401975,19,Pehwid Way,null,8012113,2729
401976,18,Sudi Loop,null,4564817,38719
401977,15,Jaut Plaza,null,147203,11196
401978,18,Niro Pike,null,6381616,46967
401979,15,Kian Plaza,null,9977389,32199
401980,30,Monof Parkway,null,620946,48747
401981,25,Jamsop Square,null,3067254,16434
401982,30,Aloeco Highway,null,2686089,39525
401983,17,Kigu Street,null,7210397,25512
401984,16,Giwe Street,null,8920307,39434
401985,18,Japke Road,null,9765434,49491
401986,17,Vamle Point,null,3847294,34933
401987,30,Livmaz Lane,null,9477071,36438
401988,29,Semven Way,null,6091739,185
401989,30,Ahzot Street,null,2015232,229
401990,29,Vinak Turnpike,null,4894047,39822
401991,29,Tariv Square,null,2799672,24826
401992,15,Ogota Grove,null,6464280,36094
401993,16,Wigiz Boulevard,null,6522539,11936
401994,19,Lagwup Mill,null,1264813,14405
401995,19,Gibda Terrace,null,8812588,47688
401996,19,Wigra River,null,743256,11769
401997,16,Inho View,null,6923274,43615
401998,19,Ulrif Grove,null,8287217,40716
401999,18,Josaj Court,null,1622725,48465
402000,17,Suaw Place,null,723968,46879
402001,19,Bujav Heights,null,1127369,1392
402002,15,Zakmiw Road,null,5486109,3998
402003,25,Furwik Junction,null,6462621,28820
402004,19,Redes Circle,null,65481,4656
402005,16,Pubij Key,null,157323,5101
402006,15,Fosur Path,null,6498353,42594
402007,18,Pejga Turnpike,null,7226994,31940
402008,20,Wudo Plaza,null,8070594,22228
402009,18,Mujwop Center,null,8353159,44057
402010,25,Pawfeb Place,null,1459445,36185
402011,18,Sokuz Key,null,2389673,3807
402012,29,Cujac Pike,null,2540980,8406
402013,30,Pasis Path,null,4137231,36970
402014,15,Jisiji Glen,null,3416539,34400
402015,25,Daza Circle,null,5442939,13730
402016,20,Ilkos Lane,null,9431322,1061
402017,15,Ojik Boulevard,null,1747328,41176
402018,15,Foim Avenue,null,9018548,13277
402019,29,Zobdi Turnpike,null,2452799,5226
402020,18,Jigam Street,null,4171206,18433
402021,16,Rujer Center,null,4713740,41763
402022,16,Nodir Road,null,2848323,18791
402023,25,Lenka Pike,null,9535127,25247
402024,29,Deloj Extension,null,3934592,22364
402025,29,Galkor Plaza,null,4703350,33925
402026,18,Pijuh Junction,null,1376858,13575
402027,16,Soazu Heights,null,3483836,41736
402028,18,Ujofu Pass,null,6272116,44206
402029,19,Elezab View,null,5458353,23053
402030,17,Neguva Loop,null,6441984,2891
402031,18,Bulnad Street,null,713237,23201
402032,18,Lagluk Way,null,2518333,6916
402033,15,Camev Square,null,4962432,38991
402034,20,Tiku Park,null,8809477,39959
402035,29,Vuzgut Mill,null,6957562,8260
402036,18,Negop Boulevard,null,6632053,42479
402037,20,Zulog Point,null,1556023,46456
402038,16,Locrez Place,null,7594893,1339
402039,17,Ceme Path,null,7907506,4851
402040,25,Cesido Court,null,2519027,35846
402041,29,Faton Extension,null,8412259,19745
402042,30,Jotofe Plaza,null,657629,43699
402043,29,Gopra Parkway,null,9472535,6496
402044,15,Gidag Highway,null,5392782,33449
402045,17,Ripbu View,null,8812564,5887
402046,29,Daori Mill,null,100701,10429
402047,29,Misen Circle,null,611475,23442
402048,25,Atem Street,null,5106169,10059
402049,15,Ehacis Plaza,null,2803287,28470
402050,18,Hiduc Turnpike,null,4062364,44425
402051,17,Viiwi Highway,null,2053416,31003
402052,25,Usuheh Point,null,8677989,48704
402053,19,Laas Square,null,3541223,49404
402054,30,Alda Drive,null,74769,27855
402055,30,Irwub Junction,null,2281636,7198
402056,18,Vidi Path,null,5130274,6386
402057,30,Pivnu Square,null,399490,1852
402058,25,Unebik Terrace,null,90307,35158
402059,18,Tisis Drive,null,3530711,20769
402060,18,Vaen Parkway,null,6577016,23899
402061,18,Jopo Turnpike,null,4603157,15033
402062,29,Bezo Glen,null,7424506,20058
402063,25,Tegvu Path,null,9474139,18641
402064,18,Zahi Place,null,5842916,35400
402065,29,Tirofo Mill,null,9806077,42473
402066,30,Leje Drive,null,9955096,31401
402067,18,Cibe River,null,1389735,10326
402068,30,Nujer Boulevard,null,1472324,40126
402069,17,Okirij Highway,null,2085674,5036
402070,30,Vozo Ridge,null,1751954,5120
402071,29,Kealu Square,null,4370683,28785
402072,17,Unuzet Highway,null,149669,18263
402073,25,Pizja Circle,null,4269060,27707
402074,30,Wupu Junction,null,1045356,7540
402075,20,Nasa Grove,null,5673808,26196
402076,16,Bopje Path,null,9853236,17291
402077,19,Poes Point,null,975998,38444
402078,18,Succu Place,null,8819344,43549
402079,25,Ommov Parkway,null,40357,46484
402080,19,Ovaaz Grove,null,149259,47285
402081,29,Jetu Turnpike,null,7509064,26077
402082,18,Tubet Way,null,2895803,2367
402083,20,Hehkud Key,null,9341704,41574
402084,29,Toor Junction,null,9646298,38485
402085,30,Ribeh Extension,null,6139085,37383
402086,30,Zudle Boulevard,null,1755677,40541
402087,17,Tacuf Parkway,null,2648053,31184
402088,19,Zerri Way,null,7098774,35448
402089,15,Paas Terrace,null,9266350,2179
402090,16,Fine Ridge,null,1653714,21939
402091,19,Emnaw Extension,null,2999650,46766
402092,19,Ravino Court,null,7809533,15940
402093,25,Sudad Extension,null,59596,12816
402094,15,Tabiv Plaza,null,748276,19482
402095,16,Miaf Turnpike,null,8683946,49982
402096,29,Osoji Ridge,null,5045154,24077
402097,17,Bije Path,null,7692033,35172
402098,15,Ipcoh River,null,2033207,47859
402099,20,Ufutat Turnpike,null,9888986,4867
402100,25,Uguzu Boulevard,null,3157991,47830
402101,19,Segep Loop,null,2864813,22799
402102,19,Daup Park,null,7018582,28418
402103,15,Giul Way,null,4838242,5662
402104,18,Tihvun Boulevard,null,7594929,20947
402105,19,Conil Center,null,5340916,23731
402106,25,Bete Terrace,null,760120,19728
402107,19,Gekos Road,null,8579172,32620
402108,19,Palac Court,null,1864534,26600
402109,18,Zojuk Parkway,null,6446661,10848
402110,16,Nobor Grove,null,4967769,5985
402111,20,Cupa Avenue,null,4287815,25887
402112,20,Vuco Mill,null,1342529,4668
402113,16,Tojecu Way,null,285222,26969
402114,18,Bujudi Pass,null,2524555,43795
402115,30,Mampa Parkway,null,8253593,9148
402116,25,Lorru Boulevard,null,9678396,29474
402117,15,Dethe Road,null,4318880,21469
402118,16,Edofe Turnpike,null,5205827,38315
402119,29,Woug Terrace,null,152624,8555
402120,17,Jacon Square,null,2289045,37297
402121,15,Bapcam Junction,null,6215241,1489
402122,25,Tukum Terrace,null,3769514,45626
402123,25,Talu Court,null,38735,44344
402124,18,Lolop Park,null,3702509,46304
402125,17,Nuwnul Heights,null,8021921,44729
402126,18,Areso Place,null,1296473,6287
402127,20,Wojtu Mill,null,2335839,36956
402128,30,Dumbom Heights,null,6462620,210
402129,25,Mocfa Parkway,null,4911224,32965
402130,29,Nebas Plaza,null,1738431,48393
402131,25,Buwcaz Grove,null,2701824,23253
402132,30,Padka Road,null,7768640,3135
402133,18,Gudjij River,null,7243807,13994
402134,16,Azupo Grove,null,332964,16005
402135,18,Evole Terrace,null,9122394,40769
402136,17,Efiece Plaza,null,712293,34179
402137,20,Tucgu Point,null,2990747,3438
402138,19,Ocuga Plaza,null,3037663,30094
402139,16,Wase Center,null,4734319,22678
402140,29,Foto Park,null,7027283,24728
402141,16,Akal Terrace,null,8354353,212
402142,25,Kaje Street,null,6137290,20504
402143,30,Amedic Heights,null,6722985,21418
402144,30,Bivuk Extension,null,4930300,28145
402145,30,Zuve Parkway,null,7115971,14002
402146,29,Huta Lane,null,8564407,19834
402147,20,Nicle Center,null,3149413,31777
402148,18,Jutgo Mill,null,9406470,48046
402149,16,Esahi Place,null,4696033,11317
402150,16,Nipis Terrace,null,3874572,16688
402151,30,Zeob Loop,null,3525677,46442
402152,18,Pilal Extension,null,1768274,28553
402153,18,Liffuj Loop,null,1446916,2044
402154,19,Tekamu Plaza,null,4969499,10897
402155,16,Odpul Circle,null,5367109,41603
402156,20,Ezafu Pike,null,6191204,29840
402157,20,Cefus Heights,null,2155941,25067
402158,29,Bogo Grove,null,1597346,31163
402159,15,Hakud Pike,null,5519728,2245
402160,20,Liek Square,null,590067,14338
402161,25,Apaw Road,null,4507420,26303
402162,17,Orfo Lane,null,9804540,7396
402163,30,Cehi River,null,1592568,2508
402164,19,Tedele Terrace,null,1109052,46382
402165,25,Wabo Court,null,7457881,3566
402166,17,Bennum Highway,null,8931334,5393
402167,25,Ketot Circle,null,6804442,30818
402168,29,Neza Street,null,244129,40849
402169,17,Gilum Center,null,566661,18544
402170,18,Akdu Road,null,791058,45404
402171,18,Iforec Grove,null,2240802,16897
402172,17,Fugmov Point,null,7629448,37016
402173,15,Ufufi Path,null,9628002,46816
402174,29,Ladcep Trail,null,6368603,6155
402175,29,Isuw Boulevard,null,9039295,13259
402176,17,Jozu Pass,null,5296284,20863
402177,15,Anje Highway,null,2853994,35422
402178,25,Huci Plaza,null,9070748,15644
402179,20,Vetpur Trail,null,774353,6738
402180,30,Gueti Loop,null,8309714,13804
402181,15,Witsi Point,null,4485345,35725
402182,30,Ihuv Highway,null,8460841,34411
402183,20,Sethu Grove,null,6250443,19719
402184,18,Paaw Glen,null,53462,44747
402185,29,Deknan Square,null,2012287,21411
402186,18,Kive Key,null,5599621,22681
402187,29,Jusit Square,null,450306,41122
402188,15,Nehjav Center,null,8942590,2249
402189,29,Arni Loop,null,4241584,16656
402190,30,Olekac Lane,null,1458329,25120
402191,18,Runo Street,null,7074702,300
402192,15,Vopi Avenue,null,1474214,915
402193,19,Imwuv Loop,null,4977259,44557
402194,16,Agios Manor,null,1961070,19447
402195,20,Odza View,null,8791302,33667
402196,17,Witen Street,null,7282660,19482
402197,17,Befot Heights,null,6302412,13218
402198,29,Olis Point,null,7126757,26621
402199,15,Jodko Trail,null,1285620,21127
402200,29,Gukpu Point,null,7731638,12027
402201,29,Luumi Key,null,9690319,13140
402202,29,Wakim Road,null,3623142,12665
402203,16,Gobo Street,null,8963757,18934
402204,30,Aprer Manor,null,9756480,40853
402205,20,Wizug Lane,null,2091666,29023
402206,18,Feda View,null,1123601,2235
402207,15,Tavep Square,null,6222298,7258
402208,16,Gofal Grove,null,8201482,46613
402209,18,Udvom Point,null,7069324,7893
402210,17,Soge Trail,null,5989066,46521
402211,15,Otune Street,null,2125730,5616
402212,15,Inawac Point,null,5285274,11340
402213,30,Wozbo Highway,null,7092673,32173
402214,29,Uzoji Glen,null,6836076,24359
402215,16,Towum Ridge,null,5200901,33018
402216,18,Nifi Glen,null,546898,6158
402217,16,Fopfi Drive,null,2983252,28054
402218,25,Sunne Court,null,7806606,33747
402219,19,Pidan Circle,null,9873623,4001
402220,25,Veje Point,null,12619,7757
402221,29,Enluh Mill,null,5897702,45516
402222,30,Dojaw Key,null,8884639,24145
402223,30,Pamojo Mill,null,292043,16454
402224,30,Garho Heights,null,4494648,16177
402225,29,Sucte Plaza,null,892851,44122
402226,19,Fuwog Grove,null,3965884,5339
402227,29,Muib Lane,null,3428353,37190
402228,30,Bagha Terrace,null,2479636,5188
402229,15,Wumuc River,null,3678765,46269
402230,19,Ihahen Highway,null,3350622,36960
402231,18,Pufge Mill,null,2381045,44101
402232,17,Kefbut Terrace,null,9582393,33263
402233,30,Idepi Junction,null,7540089,31321
402234,18,Zigzo Loop,null,2748201,76
402235,17,Hoono Boulevard,null,3907809,23420
402236,18,Voto Lane,null,3542800,7724
402237,16,Beka Grove,null,3393308,20954
402238,18,Zuok Place,null,9947226,2095
402239,17,Izamu Park,null,4382427,6156
402240,25,Hatu Drive,null,6248499,45018
402241,16,Hobi Drive,null,8710570,49917
402242,18,Utcon Loop,null,198456,47906
402243,30,Koknes Manor,null,5853283,35263
402244,18,Efes Terrace,null,9547994,3335
402245,29,Bagfud Place,null,2798998,35474
402246,29,Wabol Highway,null,842409,40812
402247,20,Robbem Lane,null,7371276,30854
402248,16,Popu Highway,null,6073502,46337
402249,20,Moik Point,null,3634833,836
402250,16,Nizcom River,null,1201273,16415
402251,30,Kisha Path,null,7298127,34637
402252,15,Tevzac Loop,null,699550,31517
402253,29,Kawdi Pike,null,7378589,39162
402254,30,Dijuk Road,null,2278363,1938
402255,16,Ujeiri Mill,null,4063154,11827
402256,17,Ocuvuj Way,null,622787,15510
402257,29,Ovacul Pass,null,657151,43343
402258,15,Jaim Turnpike,null,6482540,39754
402259,20,Muvza Glen,null,3177894,40894
402260,25,Ugho Extension,null,5399716,43483
402261,20,Demwa View,null,3957617,31603
402262,25,Uhopos Terrace,null,6229381,16308
402263,29,Digam Lane,null,9518888,3130
402264,18,Osuic Ridge,null,7991481,22304
402265,25,Puwno Boulevard,null,2999824,27879
402266,18,Hubov Extension,null,7175694,26806
402267,30,Funina Grove,null,4023020,12669
402268,17,Citvih Boulevard,null,1750993,35446
402269,29,Bosba Street,null,3316242,43992
402270,16,Nofmah Boulevard,null,7323704,26189
402271,17,Hagu Pass,null,4735687,5253
402272,30,Zicad Road,null,9666518,32310
402273,30,Utiek Square,null,3169637,38317
402274,30,Rekig Key,null,5298520,46633
402275,16,Afana Terrace,null,8900355,3630
402276,19,Rawta Terrace,null,3765848,31075
402277,30,Wowvaz Park,null,6732591,22177
402278,16,Sabwu Court,null,6092116,23655
402279,19,Dokos Manor,null,7144583,16676
402280,30,Feun Loop,null,9881312,44900
402281,18,Zifi Heights,null,1574296,13881
402282,25,Sotor Plaza,null,4848604,35469
402283,18,Wucu Highway,null,8459834,21958
402284,25,Nawlok Avenue,null,2388861,33884
402285,19,Vupnol Pass,null,6003070,45129
402286,18,Salam Point,null,2240557,2918
402287,29,Gime Boulevard,null,7567175,29090
402288,18,Libul Parkway,null,9322886,45761
402289,19,Wokle Terrace,null,9780153,16313
402290,17,Dijam Road,null,1220110,42222
402291,19,Mipol Terrace,null,3585568,49276
402292,17,Gevap Mill,null,9383934,39034
402293,17,Boffa Highway,null,9539855,30543
402294,29,Vibrug Junction,null,4840074,18659
402295,29,Kuon Trail,null,5342978,16202
402296,15,Eveez Grove,null,5911418,11317
402297,29,Vihip Road,null,1773791,25372
402298,25,Rubu Trail,null,463532,1189
402299,20,Dele Plaza,null,1339360,19969
402300,30,Ajojoh Point,null,9193396,12322
402301,25,Rutti Terrace,null,2907971,37099
402302,20,Ijaiko Place,null,617445,5387
402303,19,Padcew Path,null,6232667,25975
402304,19,Niec Boulevard,null,5960634,36124
402305,16,Fosbe Grove,null,3649749,13193
402306,25,Humlo Plaza,null,4009677,32395
402307,30,Calfec Square,null,5121061,25295
402308,15,Zemebu Highway,null,6098265,38416
402309,20,Dipe Center,null,9421417,11837
402310,30,Voar Avenue,null,2893884,34424
402311,29,Hagwob Glen,null,8013084,4220
402312,19,Lova Point,null,970150,13854
402313,20,Joapa Drive,null,5933361,6865
402314,19,Kebvi Circle,null,1872636,4415
402315,29,Lojbeh Point,null,8382164,47063
402316,29,Votko Extension,null,6632015,42588
402317,15,Feko Trail,null,7491472,42220
402318,20,Lalo Park,null,8653836,21244
402319,17,Begici Avenue,null,9095335,32924
402320,20,Maig Center,null,352428,14195
402321,20,Sehbuc Square,null,2164543,23147
402322,29,Boli Grove,null,6208372,19433
402323,25,Muggav Square,null,5360549,23625
