ID,PRECIO,HOTEL,TIPO_HABITACION,ESTADO
172623,530753,13791,semisuite,deshabilitado
172624,500643,3434,semisuite,deshabilitado
172625,48262,13354,estandar,deshabilitado
172626,718957,9681,semisuite,habilitado
172627,530785,18211,semisuite,habilitado
172628,225032,14038,suite,habilitado
172629,154597,1828,suite,deshabilitado
172630,770457,160,estandar,deshabilitado
172631,961207,3768,semisuite,habilitado
172632,436043,6220,suite,habilitado
172633,548863,9537,semisuite,habilitado
172634,713104,10062,estandar,deshabilitado
172635,50548,10606,semisuite,deshabilitado
172636,414567,6158,semisuite,habilitado
172637,796512,12547,estandar,habilitado
172638,309844,8562,semisuite,habilitado
172639,121504,11537,semisuite,deshabilitado
172640,321914,9430,semisuite,deshabilitado
172641,843894,11247,semisuite,deshabilitado
172642,405390,5815,suite,habilitado
172643,691187,19859,semisuite,habilitado
172644,520285,18059,suite,habilitado
172645,36958,12802,estandar,habilitado
172646,57272,19526,suite,habilitado
172647,161464,19776,semisuite,deshabilitado
172648,850320,2889,estandar,deshabilitado
172649,819889,71,estandar,habilitado
172650,976877,10706,semisuite,habilitado
172651,177080,5739,semisuite,deshabilitado
172652,813046,4800,suite,deshabilitado
172653,237960,15343,suite,deshabilitado
172654,865782,14895,suite,habilitado
172655,555134,14603,semisuite,habilitado
172656,291864,11796,semisuite,deshabilitado
172657,21552,4089,estandar,deshabilitado
172658,317086,8742,semisuite,deshabilitado
172659,413150,3460,suite,deshabilitado
172660,536180,8752,suite,deshabilitado
172661,116029,6565,semisuite,deshabilitado
172662,831397,16039,suite,habilitado
172663,129018,6167,semisuite,deshabilitado
172664,931761,14533,semisuite,habilitado
172665,531135,1463,estandar,habilitado
172666,271136,10731,suite,habilitado
172667,348239,621,semisuite,deshabilitado
172668,508214,2987,suite,habilitado
172669,433135,13304,semisuite,deshabilitado
172670,30252,2923,suite,habilitado
172671,941647,7160,estandar,deshabilitado
172672,9716,7366,semisuite,habilitado
172673,111240,18131,estandar,habilitado
172674,804947,17867,suite,habilitado
172675,608433,1415,suite,habilitado
172676,192722,17812,suite,deshabilitado
172677,540447,2155,suite,habilitado
172678,379972,5325,estandar,deshabilitado
172679,737495,13052,estandar,deshabilitado
172680,286384,14142,suite,habilitado
172681,279491,7831,estandar,habilitado
172682,229857,19830,estandar,habilitado
172683,569599,8257,suite,deshabilitado
172684,62526,3311,estandar,deshabilitado
172685,783191,14460,semisuite,habilitado
172686,520040,12998,suite,habilitado
172687,744766,5027,suite,deshabilitado
172688,541838,8407,semisuite,deshabilitado
172689,961056,16575,semisuite,habilitado
172690,729014,9785,estandar,deshabilitado
172691,931537,7581,suite,deshabilitado
172692,462314,10948,suite,deshabilitado
172693,716092,5012,estandar,habilitado
172694,313873,4055,semisuite,deshabilitado
172695,421150,9917,estandar,habilitado
172696,181682,11851,suite,habilitado
172697,95207,19691,estandar,habilitado
172698,345960,4956,estandar,deshabilitado
172699,561646,9219,estandar,habilitado
172700,78387,15873,semisuite,deshabilitado
172701,145878,16502,suite,deshabilitado
172702,13023,14343,estandar,habilitado
172703,6583,11940,suite,habilitado
172704,568488,4053,estandar,deshabilitado
172705,674525,8224,suite,deshabilitado
172706,901421,15655,semisuite,habilitado
172707,232327,12439,suite,habilitado
172708,852495,2273,suite,deshabilitado
172709,378271,8539,estandar,deshabilitado
172710,406976,8775,suite,deshabilitado
172711,171485,16953,suite,habilitado
172712,968174,10540,suite,habilitado
172713,822849,9051,estandar,habilitado
172714,409723,19663,semisuite,deshabilitado
172715,20672,15019,semisuite,habilitado
172716,875919,7738,suite,habilitado
172717,485498,13379,suite,deshabilitado
172718,609220,13582,semisuite,deshabilitado
172719,249482,9318,estandar,habilitado
172720,948204,3081,suite,deshabilitado
172721,242643,6691,semisuite,deshabilitado
172722,692285,5301,semisuite,habilitado
172723,812456,1575,estandar,deshabilitado
172724,21689,7431,semisuite,deshabilitado
172725,915875,7051,estandar,deshabilitado
172726,372424,5636,semisuite,habilitado
172727,595520,6957,estandar,habilitado
172728,520273,14105,suite,habilitado
172729,832818,12270,semisuite,habilitado
172730,964809,6202,suite,habilitado
172731,229027,14794,estandar,habilitado
172732,356757,14217,semisuite,habilitado
172733,445648,13314,estandar,deshabilitado
172734,419501,19321,suite,habilitado
172735,245216,15962,estandar,habilitado
172736,799725,10268,suite,habilitado
172737,604897,115,suite,deshabilitado
172738,454174,886,estandar,habilitado
172739,429266,18768,suite,habilitado
172740,690144,1537,estandar,habilitado
172741,341053,12908,estandar,deshabilitado
172742,726377,17422,suite,deshabilitado
172743,331190,568,estandar,habilitado
172744,801095,12238,suite,deshabilitado
172745,270030,4000,semisuite,habilitado
172746,541756,8917,semisuite,habilitado
172747,325119,6528,estandar,deshabilitado
172748,157266,17963,estandar,deshabilitado
172749,680353,1114,estandar,deshabilitado
172750,822798,10238,estandar,habilitado
172751,269926,12814,estandar,habilitado
172752,427366,11862,estandar,habilitado
172753,228802,427,estandar,habilitado
172754,834128,1014,semisuite,habilitado
172755,941695,6327,semisuite,deshabilitado
172756,333521,18191,estandar,habilitado
172757,45471,7954,estandar,habilitado
172758,795388,13934,semisuite,deshabilitado
172759,927515,11504,semisuite,habilitado
172760,227909,11933,estandar,habilitado
172761,72363,18230,suite,habilitado
172762,467303,337,estandar,deshabilitado
172763,169798,14216,estandar,deshabilitado
172764,328747,18855,semisuite,habilitado
172765,715916,18430,estandar,habilitado
172766,306135,18534,estandar,habilitado
172767,466839,16813,estandar,habilitado
172768,954965,3033,suite,deshabilitado
172769,132866,19588,estandar,deshabilitado
172770,594730,18562,estandar,deshabilitado
172771,777631,14435,suite,deshabilitado
172772,24655,2127,estandar,habilitado
172773,654019,505,estandar,habilitado
172774,39310,10630,semisuite,habilitado
172775,584720,18776,estandar,deshabilitado
172776,4066,7265,estandar,deshabilitado
172777,215663,7573,suite,deshabilitado
172778,257822,1546,semisuite,deshabilitado
172779,450439,11041,semisuite,deshabilitado
172780,727279,18667,estandar,deshabilitado
172781,150556,10794,semisuite,deshabilitado
172782,975762,1253,estandar,habilitado
172783,190626,15243,semisuite,deshabilitado
172784,189564,3157,semisuite,deshabilitado
172785,889058,19856,semisuite,habilitado
172786,476312,12698,semisuite,deshabilitado
172787,952467,5339,suite,habilitado
172788,877306,4804,suite,habilitado
172789,271880,16293,estandar,habilitado
172790,599087,14883,semisuite,habilitado
172791,408268,3645,semisuite,habilitado
172792,924937,10383,suite,deshabilitado
172793,123217,943,estandar,habilitado
172794,314819,2434,suite,habilitado
172795,629617,15697,semisuite,deshabilitado
172796,70789,16482,estandar,habilitado
172797,237205,16798,suite,habilitado
172798,389835,15501,suite,habilitado
172799,727985,817,estandar,deshabilitado
172800,643314,12469,suite,deshabilitado
172801,563084,12997,semisuite,deshabilitado
172802,890034,11506,estandar,habilitado
172803,62771,9724,semisuite,habilitado
172804,130032,674,estandar,deshabilitado
172805,465963,12823,semisuite,habilitado
172806,597501,19448,suite,habilitado
172807,944328,15637,suite,habilitado
172808,784861,4371,suite,deshabilitado
172809,691889,19373,suite,deshabilitado
172810,597726,11370,semisuite,habilitado
172811,12835,8817,suite,deshabilitado
172812,734955,12637,suite,habilitado
172813,944755,5008,semisuite,deshabilitado
172814,995354,5041,semisuite,deshabilitado
172815,798835,3855,semisuite,habilitado
172816,780894,8222,semisuite,deshabilitado
172817,101986,11785,semisuite,deshabilitado
172818,647812,10496,semisuite,habilitado
172819,239068,624,suite,deshabilitado
172820,852640,8823,estandar,deshabilitado
172821,349605,19102,estandar,habilitado
172822,872276,7204,suite,habilitado
172823,513689,3428,suite,deshabilitado
172824,334410,17210,semisuite,deshabilitado
172825,484167,10999,semisuite,deshabilitado
172826,127137,5489,semisuite,habilitado
172827,486768,18467,estandar,habilitado
172828,600489,3984,semisuite,habilitado
172829,611276,18433,suite,deshabilitado
172830,177242,9060,estandar,deshabilitado
172831,543986,19368,estandar,habilitado
172832,113070,18005,estandar,habilitado
172833,274097,7062,semisuite,habilitado
172834,655872,3099,suite,deshabilitado
172835,596055,5093,suite,deshabilitado
172836,651781,8966,estandar,habilitado
172837,130819,9689,suite,habilitado
172838,140137,7243,semisuite,habilitado
172839,6878,8775,suite,deshabilitado
172840,775066,18062,suite,habilitado
172841,945721,17446,semisuite,deshabilitado
172842,347330,16417,semisuite,deshabilitado
172843,681603,9221,estandar,deshabilitado
172844,110960,17151,estandar,habilitado
172845,976097,14184,semisuite,deshabilitado
172846,469835,11780,estandar,deshabilitado
172847,428089,6235,semisuite,habilitado
172848,972072,4625,suite,habilitado
172849,812213,11064,semisuite,deshabilitado
172850,236348,18937,estandar,deshabilitado
172851,287576,8205,suite,deshabilitado
172852,210939,10853,suite,habilitado
172853,694792,12764,estandar,habilitado
172854,119810,19193,semisuite,deshabilitado
172855,308328,9942,estandar,deshabilitado
172856,536947,18412,suite,deshabilitado
172857,712383,9724,estandar,habilitado
172858,279065,1712,estandar,deshabilitado
172859,798890,5262,suite,deshabilitado
172860,778359,12107,suite,habilitado
172861,230587,10004,semisuite,deshabilitado
172862,12117,19015,semisuite,deshabilitado
172863,529383,459,semisuite,deshabilitado
172864,499,8368,estandar,deshabilitado
172865,991728,5770,estandar,deshabilitado
172866,101999,19176,semisuite,deshabilitado
172867,789027,16157,estandar,habilitado
172868,875169,14159,suite,deshabilitado
172869,724188,13674,suite,deshabilitado
172870,516916,9799,suite,habilitado
172871,578880,9524,semisuite,deshabilitado
172872,996642,5238,suite,deshabilitado
172873,158124,12260,semisuite,habilitado
172874,318408,565,suite,habilitado
172875,685257,5813,semisuite,habilitado
172876,723886,11264,estandar,habilitado
172877,100140,11604,estandar,habilitado
172878,973238,10274,semisuite,habilitado
172879,382825,8774,semisuite,habilitado
172880,443658,2779,semisuite,habilitado
172881,584211,12770,semisuite,deshabilitado
172882,403504,7836,estandar,deshabilitado
172883,39863,1816,semisuite,deshabilitado
172884,238490,9901,suite,deshabilitado
172885,839217,10167,estandar,deshabilitado
172886,902907,7249,suite,deshabilitado
172887,369707,9036,semisuite,habilitado
172888,440430,12070,semisuite,deshabilitado
172889,750689,7026,suite,deshabilitado
172890,436165,640,estandar,deshabilitado
172891,62291,7720,semisuite,habilitado
172892,137898,18700,estandar,deshabilitado
172893,973767,11768,estandar,habilitado
172894,450309,5382,semisuite,deshabilitado
172895,322485,7548,semisuite,deshabilitado
172896,799395,9328,suite,deshabilitado
172897,545463,6550,estandar,deshabilitado
172898,228349,12210,semisuite,habilitado
172899,538968,12618,semisuite,deshabilitado
172900,54065,5140,suite,deshabilitado
172901,566529,6845,suite,habilitado
172902,153044,14251,semisuite,habilitado
172903,529259,12264,semisuite,deshabilitado
172904,215922,12462,estandar,deshabilitado
172905,72170,4744,suite,deshabilitado
172906,925441,8973,estandar,habilitado
172907,915642,8057,suite,deshabilitado
172908,846936,13744,estandar,habilitado
172909,761991,10977,semisuite,deshabilitado
172910,646512,3821,semisuite,habilitado
172911,458968,12585,suite,habilitado
172912,991966,1900,estandar,deshabilitado
172913,252620,16487,suite,habilitado
172914,577746,8378,semisuite,deshabilitado
172915,657207,1036,suite,deshabilitado
172916,320245,2082,estandar,habilitado
172917,211624,10279,semisuite,deshabilitado
172918,928685,4157,suite,deshabilitado
172919,530474,11586,estandar,deshabilitado
172920,240097,1946,semisuite,deshabilitado
172921,932813,2178,semisuite,deshabilitado
172922,163830,7070,estandar,deshabilitado
172923,103992,7696,semisuite,deshabilitado
172924,180748,16343,semisuite,habilitado
172925,200868,17398,semisuite,deshabilitado
172926,716894,3560,suite,habilitado
172927,407377,10269,estandar,deshabilitado
172928,142415,2262,semisuite,deshabilitado
172929,927978,12237,estandar,deshabilitado
172930,283905,17146,suite,habilitado
172931,700614,15849,estandar,habilitado
172932,575362,9348,semisuite,habilitado
172933,38439,12694,suite,deshabilitado
172934,907795,19539,suite,deshabilitado
172935,619614,14448,semisuite,habilitado
172936,675257,15282,suite,deshabilitado
172937,174311,10803,suite,habilitado
172938,690550,7938,estandar,habilitado
172939,762729,4698,semisuite,deshabilitado
172940,369927,18753,semisuite,deshabilitado
172941,678457,19901,suite,habilitado
172942,642148,7264,semisuite,habilitado
172943,338849,15225,semisuite,habilitado
172944,166566,1484,estandar,habilitado
172945,787385,10130,suite,habilitado
172946,144410,1226,semisuite,deshabilitado
172947,888653,1203,suite,deshabilitado
172948,546690,11167,semisuite,deshabilitado
172949,465968,19416,semisuite,habilitado
172950,7255,3970,estandar,habilitado
172951,896347,3763,suite,habilitado
172952,683737,19044,semisuite,habilitado
172953,78587,10736,estandar,deshabilitado
172954,336091,4400,suite,deshabilitado
172955,393298,17122,suite,habilitado
172956,14515,6047,semisuite,deshabilitado
172957,507129,10260,semisuite,deshabilitado
172958,190661,3438,estandar,deshabilitado
172959,64168,6134,semisuite,habilitado
172960,182832,7059,suite,deshabilitado
172961,900009,18386,semisuite,habilitado
172962,156721,18392,semisuite,deshabilitado
172963,938249,15708,semisuite,deshabilitado
172964,453674,17674,semisuite,habilitado
172965,13076,19421,estandar,habilitado
172966,987965,6912,suite,deshabilitado
172967,685517,12502,semisuite,deshabilitado
172968,486362,1036,semisuite,habilitado
172969,117859,7807,estandar,deshabilitado
172970,647943,2124,estandar,deshabilitado
172971,811375,19018,estandar,habilitado
172972,913028,2183,suite,deshabilitado
172973,31661,10419,estandar,deshabilitado
172974,653629,13056,estandar,habilitado
172975,788260,10136,semisuite,habilitado
172976,265987,16459,semisuite,deshabilitado
172977,972905,2646,estandar,habilitado
172978,730366,5033,suite,deshabilitado
172979,41712,18620,suite,deshabilitado
172980,40136,1213,suite,deshabilitado
172981,866232,9628,estandar,habilitado
172982,947856,11842,semisuite,deshabilitado
172983,85096,5735,suite,habilitado
172984,95361,18082,estandar,deshabilitado
172985,92208,14717,suite,deshabilitado
172986,211302,3284,semisuite,deshabilitado
172987,742298,669,estandar,habilitado
172988,656818,2341,semisuite,habilitado
172989,95423,16336,suite,deshabilitado
172990,86163,12082,estandar,deshabilitado
172991,480799,11117,estandar,habilitado
172992,351500,10446,estandar,deshabilitado
172993,333086,1740,suite,habilitado
172994,69603,8657,suite,habilitado
172995,522264,18247,semisuite,deshabilitado
172996,626719,8535,semisuite,habilitado
172997,396986,655,suite,deshabilitado
172998,749147,4825,estandar,habilitado
172999,695176,7619,suite,habilitado
173000,447473,13874,estandar,habilitado
173001,948074,9236,suite,deshabilitado
173002,841335,16951,estandar,habilitado
173003,884611,13566,semisuite,habilitado
173004,313560,4952,suite,deshabilitado
173005,951882,282,suite,habilitado
173006,618584,15857,suite,habilitado
173007,69351,6523,estandar,deshabilitado
173008,937805,3646,estandar,habilitado
173009,997214,16132,estandar,habilitado
173010,609723,15893,semisuite,deshabilitado
173011,528927,12496,estandar,deshabilitado
173012,598035,2197,semisuite,habilitado
173013,58168,16227,suite,deshabilitado
173014,174044,437,semisuite,deshabilitado
173015,915273,1930,suite,habilitado
173016,306170,8727,semisuite,habilitado
173017,14167,4757,estandar,deshabilitado
173018,516615,6022,semisuite,deshabilitado
173019,820494,12928,estandar,habilitado
173020,901320,15582,estandar,habilitado
173021,640854,17690,estandar,habilitado
173022,576914,18442,estandar,habilitado
173023,15756,9723,suite,habilitado
173024,803106,8640,semisuite,deshabilitado
173025,633050,3966,semisuite,deshabilitado
173026,907716,1894,suite,deshabilitado
173027,24436,17302,suite,deshabilitado
173028,780284,11503,estandar,deshabilitado
173029,319602,8578,semisuite,habilitado
173030,458292,657,suite,habilitado
173031,925000,13365,suite,habilitado
173032,33581,217,suite,habilitado
173033,184547,11916,suite,deshabilitado
173034,627434,1672,suite,habilitado
173035,234520,4275,estandar,habilitado
173036,469393,17285,suite,deshabilitado
173037,602098,16251,estandar,habilitado
173038,998690,10461,estandar,deshabilitado
173039,808565,2778,semisuite,habilitado
173040,809650,2095,suite,deshabilitado
173041,185171,15357,suite,deshabilitado
173042,112788,1983,estandar,deshabilitado
173043,93588,13269,suite,habilitado
173044,511670,16571,suite,deshabilitado
173045,528088,13424,estandar,deshabilitado
173046,579054,15334,suite,habilitado
173047,274995,15680,suite,deshabilitado
173048,688143,8231,estandar,deshabilitado
173049,548183,15933,semisuite,deshabilitado
173050,583603,13719,semisuite,deshabilitado
173051,640286,19670,semisuite,habilitado
173052,459454,5197,estandar,deshabilitado
173053,157046,3079,semisuite,habilitado
173054,723817,13206,suite,habilitado
173055,481687,13865,semisuite,deshabilitado
173056,355303,11537,suite,habilitado
173057,466506,15466,semisuite,deshabilitado
173058,360881,9523,suite,deshabilitado
173059,472268,12350,estandar,deshabilitado
173060,83046,15070,suite,habilitado
173061,608617,19911,suite,deshabilitado
173062,675697,2774,estandar,deshabilitado
173063,83115,10421,estandar,deshabilitado
173064,571128,13206,semisuite,habilitado
173065,502778,3599,estandar,deshabilitado
173066,349391,11617,suite,habilitado
173067,639900,2704,suite,habilitado
173068,37681,14609,semisuite,habilitado
173069,72279,12960,suite,deshabilitado
173070,293102,10212,semisuite,habilitado
173071,429715,17777,semisuite,deshabilitado
173072,640836,13021,suite,deshabilitado
173073,650191,8322,suite,deshabilitado
173074,116020,5113,suite,habilitado
173075,734349,2520,suite,habilitado
173076,493532,1830,semisuite,habilitado
173077,701732,7389,estandar,deshabilitado
173078,869510,2889,suite,habilitado
173079,319764,18772,estandar,habilitado
173080,954976,16461,estandar,deshabilitado
173081,864198,6575,semisuite,habilitado
173082,481639,14073,suite,deshabilitado
173083,258384,8364,estandar,habilitado
173084,13030,9125,semisuite,habilitado
173085,460625,993,semisuite,habilitado
173086,760917,4365,semisuite,deshabilitado
173087,586590,16691,estandar,deshabilitado
173088,254168,9924,estandar,habilitado
173089,94123,3927,semisuite,deshabilitado
173090,577217,4025,suite,deshabilitado
173091,461199,18224,semisuite,deshabilitado
173092,986761,15600,suite,deshabilitado
173093,886254,18134,suite,habilitado
173094,349598,1091,suite,habilitado
173095,866838,7165,estandar,deshabilitado
173096,619325,9951,suite,habilitado
173097,331112,10116,estandar,deshabilitado
173098,156646,18862,semisuite,habilitado
173099,374225,3216,suite,deshabilitado
173100,668410,11560,suite,deshabilitado
173101,61772,10013,semisuite,deshabilitado
173102,797031,1714,semisuite,deshabilitado
173103,295150,18487,semisuite,deshabilitado
173104,663367,7812,estandar,habilitado
173105,454819,19025,semisuite,habilitado
173106,458971,12218,semisuite,deshabilitado
173107,124625,16920,suite,habilitado
173108,983023,16303,semisuite,deshabilitado
173109,616850,19192,suite,deshabilitado
173110,86505,1317,semisuite,habilitado
173111,637463,11168,estandar,habilitado
173112,892906,16303,semisuite,deshabilitado
173113,507647,13688,estandar,habilitado
173114,761567,17136,estandar,habilitado
173115,260709,3871,suite,deshabilitado
173116,987072,7345,suite,deshabilitado
173117,981738,3933,suite,deshabilitado
173118,423370,4291,suite,deshabilitado
173119,407651,13107,suite,deshabilitado
173120,960006,12605,suite,habilitado
173121,923382,261,semisuite,habilitado
173122,979551,15357,semisuite,deshabilitado
173123,304856,15509,estandar,habilitado
173124,758555,1987,estandar,habilitado
173125,976184,11797,semisuite,habilitado
173126,157965,18509,estandar,deshabilitado
173127,513069,5987,estandar,habilitado
173128,534745,8284,semisuite,habilitado
173129,334612,12253,estandar,habilitado
173130,799955,3036,semisuite,habilitado
173131,247278,6559,suite,habilitado
173132,543661,12853,suite,habilitado
173133,864598,18317,semisuite,deshabilitado
173134,696371,3757,suite,deshabilitado
173135,776656,3869,semisuite,habilitado
173136,350799,1192,semisuite,habilitado
173137,926543,11901,suite,deshabilitado
173138,306316,166,suite,deshabilitado
173139,430139,13077,suite,habilitado
173140,10419,9374,estandar,habilitado
173141,474260,2169,suite,deshabilitado
173142,719185,1715,estandar,habilitado
173143,922148,19284,suite,deshabilitado
173144,526623,18874,suite,habilitado
173145,314578,13640,suite,habilitado
173146,330910,13774,estandar,deshabilitado
173147,674649,17022,estandar,deshabilitado
173148,835419,10155,semisuite,habilitado
173149,957490,1311,estandar,habilitado
173150,421926,17515,suite,habilitado
173151,833435,6617,semisuite,habilitado
173152,578387,5748,semisuite,habilitado
173153,333841,13378,suite,deshabilitado
173154,136718,5761,suite,habilitado
173155,728068,11777,semisuite,deshabilitado
173156,433252,5471,suite,habilitado
173157,583919,13792,suite,deshabilitado
173158,274663,8645,suite,habilitado
173159,471933,1199,suite,habilitado
173160,729138,834,semisuite,habilitado
173161,411229,18359,suite,habilitado
173162,736352,18544,estandar,habilitado
173163,113469,9986,suite,deshabilitado
173164,413541,2802,estandar,deshabilitado
173165,97428,16508,semisuite,deshabilitado
173166,336626,4570,estandar,habilitado
173167,195389,3343,semisuite,habilitado
173168,256389,597,estandar,deshabilitado
173169,309411,11593,suite,habilitado
173170,923733,10341,suite,habilitado
173171,569650,12399,suite,deshabilitado
173172,982606,772,suite,habilitado
173173,169073,8880,semisuite,deshabilitado
173174,371613,733,estandar,deshabilitado
173175,329050,11340,suite,deshabilitado
173176,669887,5208,estandar,deshabilitado
173177,603374,3344,semisuite,habilitado
173178,47431,16197,suite,deshabilitado
173179,559618,14878,estandar,deshabilitado
173180,181469,15576,suite,habilitado
173181,732604,15732,semisuite,deshabilitado
173182,136384,5041,estandar,deshabilitado
173183,132264,19637,semisuite,deshabilitado
173184,802775,11707,estandar,deshabilitado
173185,364228,10030,semisuite,deshabilitado
173186,59378,3717,suite,habilitado
173187,59162,17890,suite,habilitado
173188,52180,8761,estandar,habilitado
173189,396004,19259,estandar,deshabilitado
173190,720210,19669,estandar,deshabilitado
173191,502476,114,estandar,habilitado
173192,202569,2840,semisuite,habilitado
173193,447250,12366,suite,deshabilitado
173194,860262,14999,suite,deshabilitado
173195,423864,4536,estandar,deshabilitado
173196,376827,17586,suite,deshabilitado
173197,857722,18722,semisuite,habilitado
173198,351748,19110,semisuite,habilitado
173199,750320,14552,semisuite,deshabilitado
173200,660512,7261,estandar,habilitado
173201,333853,10442,suite,habilitado
173202,404856,8272,suite,deshabilitado
173203,696623,17847,semisuite,deshabilitado
173204,489093,16156,estandar,deshabilitado
173205,717334,580,suite,habilitado
173206,7188,10252,semisuite,habilitado
173207,846345,7247,suite,habilitado
173208,227092,2000,suite,deshabilitado
173209,138219,4796,suite,habilitado
173210,364141,15720,suite,deshabilitado
173211,640780,17194,semisuite,habilitado
173212,203679,19080,semisuite,habilitado
173213,307610,18839,suite,deshabilitado
173214,336287,4990,estandar,deshabilitado
173215,411012,7501,estandar,deshabilitado
173216,479090,16323,estandar,deshabilitado
173217,204957,8234,semisuite,habilitado
173218,595222,9903,semisuite,habilitado
173219,625076,13526,estandar,habilitado
173220,616400,8017,estandar,habilitado
173221,760564,7623,estandar,habilitado
173222,209054,19378,semisuite,habilitado
173223,694859,11165,semisuite,deshabilitado
173224,721907,9473,semisuite,deshabilitado
173225,407684,728,suite,deshabilitado
173226,994073,10522,estandar,deshabilitado
173227,658578,6644,estandar,deshabilitado
173228,227450,9167,suite,deshabilitado
173229,86305,14391,estandar,habilitado
173230,233898,1486,suite,habilitado
173231,132165,36,estandar,habilitado
173232,537572,3654,suite,deshabilitado
173233,956028,14484,estandar,habilitado
173234,655535,10284,semisuite,habilitado
173235,72778,2961,estandar,habilitado
173236,665881,13945,estandar,habilitado
173237,801036,6650,estandar,habilitado
173238,859299,17139,semisuite,habilitado
173239,114209,4215,estandar,deshabilitado
173240,648325,122,semisuite,deshabilitado
173241,483941,2422,suite,habilitado
173242,568704,19944,estandar,habilitado
173243,63334,15419,suite,habilitado
173244,105496,14369,suite,habilitado
173245,1137,18157,semisuite,habilitado
173246,187160,2396,suite,habilitado
173247,40769,19055,suite,deshabilitado
173248,690541,2364,semisuite,deshabilitado
173249,849653,14648,semisuite,deshabilitado
173250,990227,4021,estandar,habilitado
173251,707026,7894,semisuite,habilitado
173252,378258,5549,estandar,habilitado
173253,899341,2145,estandar,habilitado
173254,624561,6117,estandar,deshabilitado
173255,744265,19770,estandar,habilitado
173256,315961,14045,suite,deshabilitado
173257,369175,15173,semisuite,deshabilitado
173258,68092,17211,suite,habilitado
173259,242222,15591,estandar,habilitado
173260,263067,11401,suite,deshabilitado
173261,241614,7135,suite,deshabilitado
173262,718084,9276,suite,habilitado
173263,74394,5030,estandar,deshabilitado
173264,538938,8805,semisuite,deshabilitado
173265,842860,5808,semisuite,habilitado
173266,329430,14673,semisuite,habilitado
173267,474029,17149,semisuite,deshabilitado
173268,196895,7624,semisuite,deshabilitado
173269,244189,6761,estandar,deshabilitado
173270,253730,4019,suite,deshabilitado
173271,446350,12012,suite,deshabilitado
173272,741092,4686,semisuite,habilitado
173273,742549,13072,suite,deshabilitado
173274,588984,11184,semisuite,deshabilitado
173275,589048,12320,semisuite,habilitado
173276,449630,12601,semisuite,deshabilitado
173277,178115,4652,estandar,habilitado
173278,424080,12442,suite,deshabilitado
173279,48373,11709,semisuite,habilitado
173280,847522,4350,suite,deshabilitado
173281,728607,4858,estandar,habilitado
173282,139211,11881,semisuite,deshabilitado
173283,740881,12717,semisuite,deshabilitado
173284,630850,14020,semisuite,habilitado
173285,818738,18875,estandar,deshabilitado
173286,391630,57,estandar,habilitado
173287,726931,18375,suite,deshabilitado
173288,443174,1305,semisuite,habilitado
173289,830081,17857,semisuite,habilitado
173290,513059,4114,suite,habilitado
173291,880635,3906,estandar,habilitado
173292,199215,9753,estandar,deshabilitado
173293,892946,19240,suite,habilitado
173294,39614,17232,suite,habilitado
173295,496615,4378,suite,deshabilitado
173296,153300,6087,semisuite,habilitado
173297,883453,8375,suite,deshabilitado
173298,795081,16873,estandar,deshabilitado
173299,631089,3086,semisuite,deshabilitado
173300,738867,19369,semisuite,habilitado
173301,415240,57,estandar,deshabilitado
173302,584267,9040,semisuite,deshabilitado
173303,744547,15476,suite,habilitado
173304,777677,2970,semisuite,deshabilitado
173305,658692,15356,semisuite,habilitado
173306,700392,5913,estandar,deshabilitado
173307,655680,5799,estandar,deshabilitado
173308,394045,1200,estandar,habilitado
173309,644871,14971,estandar,deshabilitado
173310,373604,10124,estandar,habilitado
173311,505656,13167,semisuite,deshabilitado
173312,624039,2719,semisuite,habilitado
173313,596061,14430,estandar,habilitado
173314,907700,3977,semisuite,deshabilitado
173315,373967,3702,estandar,deshabilitado
173316,243464,15984,suite,habilitado
173317,103940,7811,suite,habilitado
173318,633711,19835,estandar,deshabilitado
173319,8422,12866,semisuite,habilitado
173320,297239,19108,estandar,habilitado
173321,81428,799,semisuite,deshabilitado
173322,939606,10196,semisuite,deshabilitado
173323,641581,2505,estandar,deshabilitado
173324,861949,8701,semisuite,habilitado
173325,79562,3529,estandar,habilitado
173326,42019,16148,semisuite,deshabilitado
173327,471740,1198,estandar,deshabilitado
173328,686637,19929,semisuite,habilitado
173329,797805,754,semisuite,deshabilitado
173330,484060,4844,estandar,deshabilitado
173331,884819,13107,semisuite,deshabilitado
173332,143112,17750,estandar,deshabilitado
173333,403415,7696,suite,habilitado
173334,275047,9002,semisuite,deshabilitado
173335,645679,17842,suite,habilitado
173336,265369,19646,semisuite,habilitado
173337,626223,19173,semisuite,deshabilitado
173338,519682,14908,suite,habilitado
173339,957301,6900,suite,deshabilitado
173340,457904,19553,suite,habilitado
173341,570604,9823,suite,deshabilitado
173342,96459,4737,estandar,habilitado
173343,520835,11270,semisuite,deshabilitado
173344,15897,7142,suite,habilitado
173345,15813,14199,semisuite,habilitado
173346,88687,1923,suite,habilitado
173347,902007,15492,estandar,habilitado
173348,632678,1862,suite,deshabilitado
173349,273286,6644,suite,habilitado
173350,509969,6368,suite,deshabilitado
173351,402079,10788,estandar,habilitado
173352,684024,1296,suite,habilitado
173353,396614,18322,suite,deshabilitado
173354,567694,1268,suite,deshabilitado
173355,823203,473,estandar,deshabilitado
173356,9059,18489,semisuite,deshabilitado
173357,305556,9113,estandar,deshabilitado
173358,650330,10125,estandar,deshabilitado
