ID,COSTO,INTERNET_TV,ADMINISTRACION,PERSONA
84132,504108,0,1,90208
84133,887424,1,0,96794
84134,216850,1,0,58984
84135,774548,0,0,34875
84136,174119,0,1,67093
84137,197257,1,0,50818
84138,665522,0,1,149323
84139,959395,0,0,8618
84140,284263,0,1,2853
84141,335363,0,1,133357
84142,838579,1,1,20420
84143,124353,1,0,24335
84144,432514,1,1,120593
84145,904112,0,0,126627
84146,580981,1,0,145245
84147,858379,1,0,109189
84148,219828,1,0,27103
84149,924191,0,0,79387
84150,36038,0,0,20850
84151,506184,1,1,4290
84152,165782,1,1,42909
84153,873096,0,1,39071
84154,286609,1,1,54943
84155,866028,1,0,131883
84156,246507,1,0,62283
84157,945881,0,1,87781
84158,26042,1,1,83754
84159,712548,0,0,51895
84160,245151,0,0,71095
84161,940342,1,1,111403
84162,116353,0,1,4012
84163,176182,1,0,67350
84164,285985,1,0,71407
84165,656882,1,1,140827
84166,716725,1,0,36982
84167,238737,1,0,21354
84168,534245,1,1,145537
84169,524240,1,0,112881
84170,457575,1,0,148405
84171,9820,0,0,51441
84172,694921,0,1,129975
84173,658701,1,1,41993
84174,104109,1,0,22206
84175,579725,0,1,76809
84176,276537,1,0,61992
84177,644999,0,0,76803
84178,384041,1,1,95182
84179,593586,0,1,67319
84180,186580,0,1,71252
84181,447893,0,0,61509
84182,58353,0,0,22471
84183,497869,0,1,42052
84184,624848,1,0,6113
84185,908223,1,0,122046
84186,187242,1,1,129049
84187,961148,1,0,67176
84188,391254,0,0,12667
84189,154554,0,0,137602
84190,513236,0,0,109254
84191,855771,1,0,139144
84192,141975,1,0,147722
84193,944865,0,1,54426
84194,809424,1,0,122684
84195,737430,1,0,98651
84196,637725,0,0,5254
84197,753069,0,0,85349
84198,210105,1,0,119879
84199,482511,0,0,15451
84200,303817,1,1,250
84201,960105,0,1,80895
84202,816,0,0,84034
84203,271670,0,0,78527
84204,973462,1,0,132899
84205,520928,0,0,51920
84206,787535,0,1,86481
84207,974345,0,0,43325
84208,139617,1,0,115723
84209,246555,1,0,29152
84210,421914,0,0,11061
84211,14330,1,0,116327
84212,697598,1,0,40314
84213,575228,0,1,130640
84214,299609,0,1,138869
84215,867426,0,1,61152
84216,674205,0,1,142761
84217,480530,1,0,148826
84218,983524,1,1,46354
84219,18870,1,1,64133
84220,513779,1,1,94974
84221,184847,0,0,28586
84222,438709,1,1,1409
84223,297360,1,1,36324
84224,97490,0,1,64824
84225,723340,1,1,11946
84226,24097,0,0,8277
84227,85593,0,1,43120
84228,503015,0,1,64770
84229,933063,0,0,100357
84230,238037,1,1,148285
84231,522477,1,0,106722
84232,782927,1,0,38543
84233,936321,0,1,23810
84234,531500,0,0,18633
84235,80621,1,0,17848
84236,245939,1,1,73682
84237,557457,1,0,66183
84238,76490,1,0,58762
84239,273407,1,0,29732
84240,509302,1,0,122185
84241,871503,1,0,56808
84242,263042,0,0,143644
84243,351201,0,1,26048
84244,690490,1,0,146388
84245,553482,0,1,7164
84246,540225,1,0,99830
84247,792001,1,1,125946
84248,306824,1,0,31995
84249,401427,0,0,120290
84250,667496,0,1,119196
84251,153475,1,1,88509
84252,702402,1,0,55296
84253,630279,1,1,37803
84254,842605,1,0,25846
84255,20822,0,1,142341
84256,17108,1,0,79644
84257,899029,1,0,123963
84258,251766,0,0,23374
84259,230111,1,1,71402
84260,440404,0,1,109831
84261,333363,1,0,58699
84262,824181,1,0,92619
84263,948699,0,1,119286
84264,884959,1,0,75527
84265,964410,1,1,111815
84266,473486,1,1,48772
84267,280778,1,1,131703
84268,225355,1,1,70349
84269,186269,0,1,56885
84270,784353,1,1,37435
84271,167136,0,1,147287
84272,275395,1,1,49254
84273,737186,1,1,124321
84274,636595,1,0,130200
84275,19955,0,0,148434
84276,843792,0,0,68972
84277,633690,1,0,12831
84278,44024,1,0,102779
84279,531886,0,1,117354
84280,459582,0,1,86299
84281,748115,0,1,88903
84282,583371,0,0,107646
84283,740650,0,1,109010
84284,659235,1,0,31855
84285,413635,0,0,112699
84286,399958,0,1,98433
84287,806632,0,1,104944
84288,642777,0,0,126628
84289,874862,1,1,62129
84290,216514,0,1,109883
84291,657110,0,1,33559
84292,559061,1,0,128831
84293,666681,0,0,121420
84294,371915,1,0,105250
84295,359014,0,0,18340
84296,613632,0,0,112146
84297,269965,1,1,13876
84298,499838,1,1,137763
84299,30948,1,0,100404
84300,147244,1,1,71532
84301,430913,0,0,35003
84302,852517,0,0,4184
84303,21559,1,0,126101
84304,915316,1,1,47280
84305,785610,0,1,76560
84306,471401,0,0,62512
84307,223752,0,0,124477
84308,793379,0,0,104597
84309,164432,0,0,7774
84310,142872,0,1,61513
84311,51305,1,1,135804
84312,859727,0,0,83672
84313,467237,0,1,14032
84314,426928,0,0,98082
84315,839981,0,0,93100
84316,456243,0,0,22863
84317,909380,1,1,72093
84318,838684,0,0,116700
84319,722546,0,1,79356
84320,750181,1,1,132073
84321,357353,0,0,58716
84322,290971,0,0,123290
84323,845191,0,1,69758
84324,450011,1,1,5062
84325,396849,0,0,105981
84326,842458,0,1,56359
84327,646446,0,1,149849
84328,821227,1,1,66403
84329,59275,0,0,70413
84330,861217,1,1,29567
84331,81251,1,0,102878
84332,826815,0,0,35727
84333,302837,1,1,54923
84334,927555,1,0,3446
84335,24501,0,1,50802
84336,363828,0,1,98633
84337,349514,0,0,17372
84338,741426,0,0,2389
84339,184102,0,1,93453
84340,954718,0,0,41861
84341,222360,1,0,58325
84342,524007,1,0,86376
84343,336819,1,1,141740
84344,719768,1,0,98311
84345,120268,0,0,74918
84346,191721,1,1,5300
84347,343318,0,1,7522
84348,718185,0,1,89955
84349,642048,1,0,22192
84350,742259,0,1,18244
84351,543996,0,1,34027
84352,898732,1,0,23890
84353,343176,0,1,34600
84354,379208,0,1,98342
84355,920997,1,0,61507
84356,410706,0,1,135029
84357,652177,0,0,7843
84358,425077,0,0,47258
84359,171426,1,0,135449
84360,246471,0,0,117422
84361,604929,0,0,3516
84362,108382,0,1,38942
84363,738192,1,0,46410
84364,580800,1,1,7446
84365,434291,1,1,66641
84366,895318,0,0,84236
84367,853423,0,0,95532
84368,70014,0,1,98206
84369,560608,1,1,90889
84370,71860,1,0,39653
84371,239244,1,0,91273
84372,593468,0,0,135537
84373,960519,1,1,85518
84374,844712,1,1,29020
84375,387957,0,1,4465
84376,439975,1,0,76979
84377,512711,0,0,15608
84378,900240,0,1,93256
84379,380930,1,0,50561
84380,608078,1,0,87762
84381,408408,0,0,17207
84382,426999,1,1,37809
84383,702035,0,0,65583
84384,572901,0,0,125909
84385,485060,0,1,130549
84386,554048,1,1,106122
84387,831700,0,1,87211
84388,923035,1,1,84479
84389,695558,0,0,98632
84390,867799,1,1,51034
84391,267005,0,0,51351
84392,400964,0,1,27463
84393,945066,0,1,118090
84394,741363,1,0,22064
84395,573686,0,0,8861
84396,96176,0,0,67660
84397,584973,1,1,21996
84398,42017,1,1,98679
84399,384044,0,0,114230
84400,971904,0,0,37424
84401,557534,0,1,71727
84402,739318,0,1,112657
84403,205417,1,0,127086
84404,842942,1,1,105388
84405,669347,0,1,43703
84406,541695,0,0,21850
84407,811677,0,0,121211
84408,839796,1,0,124850
84409,189800,0,0,18834
84410,419100,0,0,15500
84411,205943,0,1,87228
84412,800755,0,1,5599
84413,758532,1,0,107324
84414,996001,1,0,145705
84415,360414,1,1,138365
84416,227565,1,1,136321
84417,633569,1,0,87250
84418,276835,0,0,16069
84419,913306,0,1,1511
84420,460786,1,1,97659
84421,221011,1,0,62200
84422,177202,0,0,28843
84423,562262,0,1,26429
84424,852926,1,0,5007
84425,558031,0,1,32041
84426,265407,0,1,128439
84427,503825,1,0,71093
84428,109217,1,1,24152
84429,742055,1,1,6348
84430,114005,0,0,4079
84431,444522,1,0,28681
84432,967495,1,1,72646
84433,138234,0,1,132681
84434,564451,0,1,7685
84435,374493,1,0,2314
84436,79095,0,1,37936
84437,21941,1,0,78847
84438,698601,1,0,89145
84439,449888,1,0,24230
84440,311427,1,1,111110
84441,328725,1,0,26084
84442,55292,0,1,2223
84443,786102,0,0,118980
84444,115862,1,1,90680
84445,148445,0,1,60988
84446,922256,1,0,82561
84447,866392,1,1,92592
84448,339130,1,0,24282
84449,585020,1,0,20110
84450,469707,0,0,7246
84451,19970,1,0,29050
84452,810240,0,1,8722
84453,514637,1,0,95397
84454,411778,1,0,30521
84455,650026,1,1,17264
84456,295603,0,1,17497
84457,591469,1,0,1719
84458,688339,0,0,6378
84459,334426,1,0,26169
84460,742010,0,1,17411
84461,185513,1,1,106570
84462,9139,0,1,81133
84463,204586,1,1,67917
84464,482704,0,1,65473
84465,694395,1,0,62835
84466,392272,0,1,66863
84467,316631,0,0,139073
84468,754745,1,0,23372
84469,966747,1,0,9822
84470,906381,1,1,140459
84471,769951,1,1,5758
84472,200748,0,0,23224
84473,153127,0,0,35341
84474,907047,0,0,71980
84475,836280,1,1,60196
84476,431690,1,1,98278
84477,442292,0,0,149727
84478,636179,0,0,58797
84479,193458,0,0,94813
84480,683804,1,1,20534
84481,35168,0,0,73340
84482,734342,1,0,139556
84483,663125,1,0,87357
84484,526007,0,0,127303
84485,145545,0,1,27030
84486,969272,1,1,16139
84487,989303,1,1,139482
84488,663103,0,0,95832
84489,460271,0,0,122352
84490,158304,0,0,29292
84491,26181,1,0,45874
84492,620689,1,0,12901
84493,517302,0,1,89526
84494,137572,0,1,42460
84495,916987,1,1,139065
84496,242564,0,1,58592
84497,234750,0,1,66614
84498,3301,1,1,99922
84499,86170,0,0,42942
84500,870207,1,1,12500
84501,675333,1,0,8115
84502,927096,0,0,19447
84503,418429,0,0,10565
84504,970152,1,1,53012
84505,807975,1,0,15486
84506,169014,1,0,90450
84507,954259,1,0,102404
84508,45224,0,1,61347
84509,676696,1,1,27897
84510,276984,1,1,145315
84511,776648,0,1,908
84512,197643,1,0,35706
84513,404041,1,1,16217
84514,945000,1,1,38821
84515,72037,0,1,68447
84516,66017,0,1,33640
84517,633870,1,0,116918
84518,177093,1,1,14563
84519,214244,1,1,63181
84520,388328,0,1,144102
84521,335557,0,0,55392
84522,54339,1,1,56057
84523,298750,1,1,33410
84524,738924,0,1,20312
84525,586443,0,1,80611
84526,324344,0,1,86693
84527,830480,1,0,99663
84528,836191,1,0,60098
84529,334393,1,0,126229
84530,524463,1,0,81898
84531,877897,1,0,20624
84532,222410,1,0,17066
84533,466607,0,1,12010
84534,928806,1,0,8780
84535,58378,1,1,40493
84536,285133,1,1,114658
84537,56469,1,0,123681
84538,898541,1,0,116020
84539,681260,1,1,87812
84540,714596,1,1,330
84541,303492,1,0,63296
84542,540278,1,1,3711
84543,237744,1,0,108879
84544,237078,0,1,24399
84545,686738,0,1,32454
84546,963086,1,1,47887
84547,624476,1,1,87583
84548,456858,0,0,2732
84549,879162,0,0,1336
84550,527328,0,0,89112
84551,305532,0,0,109602
84552,49198,0,1,66519
84553,370276,1,0,84726
84554,389751,1,0,27479
84555,726108,0,1,123321
84556,803604,1,1,35432
84557,780355,1,1,100075
84558,518234,0,1,49845
84559,63053,1,0,24185
84560,612118,0,1,41149
84561,810510,1,0,47808
84562,551275,0,1,25817
84563,711313,0,0,13636
84564,826161,1,0,55009
84565,340409,0,1,13714
84566,63322,1,1,51666
84567,236850,1,1,131728
84568,147531,1,1,126568
84569,528519,1,0,102523
84570,870517,0,1,139557
84571,912352,1,1,656
84572,761313,0,1,122899
84573,461584,0,1,105550
84574,530054,1,0,59212
84575,495553,0,1,116679
84576,393018,1,1,32486
84577,444485,0,0,26602
84578,458074,1,1,107323
84579,913016,0,0,82102
84580,542156,0,1,39142
84581,225287,1,0,87385
84582,429313,0,0,55867
84583,214696,1,0,19315
84584,215533,1,1,96936
84585,367064,1,0,77020
84586,5991,1,1,127490
84587,782191,0,0,59751
84588,563913,0,1,77051
84589,868185,1,0,52928
84590,35900,0,1,81349
84591,295101,0,1,47726
84592,996257,1,0,3797
84593,684381,1,0,54790
84594,858617,1,0,124051
84595,250059,0,1,75224
84596,132745,0,1,16011
84597,705739,1,0,57254
84598,787967,1,1,90346
84599,230175,1,0,94793
84600,149770,1,1,35683
84601,162420,1,0,41673
84602,814224,0,1,21635
84603,527580,0,1,80729
84604,900953,0,0,123245
84605,481657,1,0,86338
84606,393211,0,0,141186
84607,297194,0,1,101825
84608,22130,0,0,20101
84609,279976,1,1,76386
84610,585862,1,1,55300
84611,239301,1,0,85370
84612,870778,1,0,69183
84613,474961,1,0,105265
84614,993299,0,1,31699
84615,75027,0,0,96203
84616,369814,1,0,143549
84617,50968,0,1,124446
84618,241120,1,0,93382
84619,973980,0,1,148762
84620,813485,0,0,61235
84621,833046,0,1,61328
84622,367687,0,1,67197
84623,814738,0,0,58360
84624,863261,0,0,148682
84625,705016,0,0,6603
84626,707278,1,1,144526
84627,816274,1,1,3824
84628,968827,0,0,88926
84629,700673,0,1,22474
84630,617256,0,0,21525
84631,61538,1,1,104143
84632,671381,0,0,94724
84633,595754,0,1,99646
84634,775711,0,0,110949
84635,54193,0,1,120732
84636,178640,1,1,31971
84637,563412,1,0,145490
84638,435925,0,1,131639
84639,167659,0,1,75366
84640,741793,1,0,23009
84641,586632,1,1,136272
84642,119707,0,1,97075
84643,248630,0,0,80352
84644,868506,1,0,37182
84645,419153,0,0,82662
84646,573800,0,0,17233
84647,601114,1,0,30699
84648,305831,1,1,45464
84649,743561,1,0,6441
84650,857374,1,1,10125
84651,784318,0,1,71347
84652,70915,1,0,103429
84653,349621,1,1,24611
84654,288622,1,0,96843
84655,243760,1,1,47996
84656,547724,0,0,117531
84657,42907,1,0,41768
84658,718231,0,1,105656
84659,644572,1,1,72752
84660,748628,0,0,34108
84661,603727,1,0,90589
84662,544150,0,0,140388
84663,385338,1,1,49110
84664,80350,0,1,91831
84665,975987,1,1,79910
84666,397095,0,0,53287
84667,852225,1,1,52057
84668,355152,0,1,51752
84669,629032,1,1,61693
84670,175133,0,1,94679
84671,618426,1,1,78115
84672,395758,0,1,38900
84673,122110,1,1,41335
84674,722217,0,1,130871
84675,369772,1,0,79497
84676,520344,1,1,120618
84677,9779,1,1,138858
84678,256467,0,0,133306
84679,976327,0,0,6797
84680,204163,0,1,28325
84681,198885,1,1,105905
84682,92519,0,1,24270
84683,804820,0,1,6660
84684,660878,0,0,131369
84685,919536,1,0,97484
84686,877177,1,1,62681
84687,859322,1,0,102761
84688,240165,0,0,100705
84689,878230,0,1,32324
84690,696173,1,1,41509
84691,522166,1,0,46058
84692,220091,1,0,114801
84693,776260,0,1,102320
84694,806758,0,1,145910
84695,190488,0,1,51089
84696,829427,0,0,26287
84697,71294,1,0,82202
84698,425783,1,0,30201
84699,177376,1,0,133649
84700,667014,0,1,134710
84701,584603,0,0,22598
84702,128492,1,0,91779
84703,184329,1,1,63596
84704,749987,1,0,8814
84705,440016,0,0,122209
84706,882026,1,0,4306
84707,439993,1,0,42698
84708,186863,1,1,102754
84709,559670,1,0,25556
84710,171055,0,1,125340
84711,827710,0,1,60101
84712,377423,0,0,26629
84713,497835,0,1,6751
84714,173751,0,1,92747
84715,689146,1,0,138530
84716,127937,1,1,21004
84717,873764,1,0,85798
84718,252970,0,1,146707
84719,305186,0,1,87114
84720,2195,1,0,127359
84721,544150,1,1,7989
84722,191805,0,1,16672
84723,123429,1,1,62813
84724,926788,1,0,55539
84725,85071,1,1,132427
84726,380190,0,0,6972
84727,374756,0,1,66662
84728,248483,1,1,43054
84729,483365,1,1,2804
84730,670477,0,0,144670
84731,504415,0,1,59229
84732,202195,0,0,110120
84733,934543,1,1,67073
84734,396300,0,0,50700
84735,804695,0,0,102487
84736,571740,1,0,89379
84737,454676,1,1,144765
84738,590207,1,1,75058
84739,915723,0,1,137733
84740,177421,1,0,119200
84741,120891,1,1,50952
84742,659874,0,1,59252
84743,859019,1,0,4844
84744,920189,0,1,9893
84745,880472,1,0,115390
84746,300773,0,0,74909
84747,640752,0,1,146254
84748,174214,0,1,103777
84749,983229,1,1,105046
84750,281498,0,0,56259
84751,498147,0,1,8841
84752,526182,1,1,122603
84753,275050,0,0,147166
84754,65896,0,0,43590
84755,263889,0,0,77749
84756,361011,0,0,110427
84757,603727,0,0,139559
84758,757815,1,0,72587
84759,468960,1,1,136739
84760,979385,1,0,16621
84761,987276,1,0,101018
84762,389300,1,0,1259
84763,953067,1,1,126420
84764,628097,0,1,79430
84765,245934,1,1,125487
84766,659641,0,0,8205
84767,746470,1,0,6085
84768,51920,0,0,127060
84769,665256,1,1,15306
84770,237840,1,0,36070
84771,388388,1,1,49670
84772,133363,1,0,92572
84773,621704,1,1,102751
84774,942153,1,0,21081
84775,66918,0,0,132007
84776,610394,0,1,41208
84777,43642,0,0,113830
84778,773396,0,0,98758
84779,14133,1,1,19749
84780,765509,1,0,148166
84781,929514,0,0,118367
84782,447742,1,1,32888
84783,889751,1,0,28055
84784,420055,1,0,140074
84785,926303,1,1,134370
84786,988141,0,0,2040
84787,215263,0,0,148089
84788,119909,0,1,64991
84789,899939,0,0,53144
84790,711647,1,0,25022
84791,154575,0,1,82786
84792,845579,1,0,111237
84793,787580,0,1,122934
84794,696624,1,1,147521
84795,687305,1,0,18410
84796,58374,1,1,149104
84797,825602,1,1,35712
84798,962538,0,0,57201
84799,111210,1,1,5040
84800,925270,0,0,25151
84801,744130,1,0,38741
84802,855991,1,0,89844
84803,926791,0,0,25532
84804,486141,1,1,65359
84805,515311,1,1,113133
84806,151597,1,1,55563
84807,771444,0,0,79098
84808,695499,0,1,30085
84809,439622,1,1,77824
84810,382589,1,1,98247
84811,803739,1,1,14242
84812,398270,0,1,143640
84813,152291,0,0,22791
84814,369929,1,1,45679
84815,810957,1,1,35484
84816,179872,0,1,14013
84817,877758,0,1,132717
84818,190852,0,0,70764
84819,843501,1,0,119026
84820,23149,1,0,36855
84821,552155,0,0,34534
84822,524800,1,0,126761
84823,143875,0,1,139706
84824,288805,0,0,9950
84825,315685,1,1,25392
84826,881602,0,1,43674
84827,432383,1,0,136579
84828,865737,0,0,140232
84829,334254,0,0,454
84830,224854,0,0,51951
84831,507354,1,0,123518
84832,207041,0,1,110587
84833,973636,0,1,125439
84834,271531,0,1,45351
84835,676218,1,0,15366
84836,184781,0,1,62908
84837,303283,1,1,27661
84838,255815,0,1,148981
84839,439545,0,1,116318
84840,895766,1,1,106429
84841,962283,0,1,138062
84842,277914,1,0,27662
84843,117226,1,0,106636
84844,818622,0,0,79298
84845,876647,1,1,138533
84846,330090,0,1,133430
84847,585025,0,1,50975
84848,725136,0,1,140051
84849,991168,0,1,67025
84850,297922,0,1,124592
84851,210794,1,1,41238
84852,738326,0,1,128966
84853,450683,0,1,6116
84854,466354,0,0,148799
84855,503574,0,0,138249
84856,703638,0,1,99932
84857,505326,0,0,18842
84858,273669,1,1,129098
84859,459922,1,1,124973
84860,210508,0,0,125759
84861,160872,0,0,144517
84862,950941,1,1,40488
84863,611358,0,1,99744
84864,511318,1,1,2743
84865,219191,0,1,55807
84866,29911,1,0,148775
84867,827722,1,0,136218
84868,159605,0,1,127716
84869,215663,0,0,8576
84870,168172,1,1,89000
84871,228331,0,1,56203
84872,109176,0,1,70214
84873,966430,0,1,111070
84874,666060,0,0,130659
84875,992421,0,1,35263
84876,103807,0,1,8148
84877,188348,0,0,57651
84878,740501,0,0,69767
84879,360633,0,1,89544
84880,38036,1,0,27852
84881,890152,1,0,149502
84882,754154,1,1,65529
84883,131059,1,1,30628
84884,305158,1,0,129921
84885,459915,0,0,36750
84886,147569,1,0,15357
84887,246024,0,1,13859
84888,946473,0,0,126630
84889,334319,1,0,46459
84890,792459,0,1,129581
84891,528100,0,0,141248
84892,987949,0,1,39842
84893,579910,1,1,52385
84894,208641,0,0,138453
84895,102779,1,0,135288
84896,596997,0,0,29450
84897,672051,0,0,53741
84898,927844,0,1,92400
84899,46381,1,0,94406
84900,264547,1,1,86027
84901,677528,0,1,106644
84902,895520,0,0,54756
84903,377541,0,1,136681
84904,397895,1,1,27657
84905,890240,0,1,137527
84906,667111,1,0,147407
84907,352307,1,1,28828
84908,86273,1,0,7470
84909,249633,0,1,99657
84910,62113,0,1,121651
84911,383191,0,1,51548
84912,961258,0,0,97054
84913,346839,0,1,32910
84914,631225,1,1,107853
84915,954587,0,1,143202
84916,314348,1,0,78955
84917,448938,0,1,51598
84918,308673,1,0,71106
84919,598745,0,1,36782
84920,960132,1,0,64457
84921,314104,1,1,118531
84922,958608,1,1,82125
84923,16978,1,0,75562
84924,796785,0,0,104326
84925,680987,1,1,81835
84926,740104,1,0,31103
84927,837250,0,1,36986
84928,221388,1,0,48168
84929,620656,0,1,18943
84930,908525,0,1,63382
84931,743492,1,1,20120
84932,524101,0,1,101719
84933,761507,0,0,43286
84934,967679,1,0,39995
84935,407396,1,0,137469
84936,575878,1,1,40117
84937,127566,0,1,53263
84938,988728,1,0,16065
84939,372692,1,0,23027
84940,664209,0,0,140327
84941,87853,0,0,54911
84942,634745,0,1,121555
84943,347250,0,1,55450
84944,476245,0,0,82241
84945,268821,0,0,97963
84946,785957,1,1,49418
84947,560200,1,0,134838
84948,604018,0,0,12678
84949,847563,0,1,78255
84950,997801,0,1,24597
84951,134890,0,1,52443
84952,474227,1,0,71491
84953,733996,0,1,55675
84954,809854,0,1,141324
84955,478992,1,1,112178
84956,258407,0,0,97960
84957,786331,1,0,43998
84958,304326,0,1,2599
84959,11524,0,0,127507
84960,206449,0,0,123384
84961,809460,0,0,56317
84962,520367,1,0,31208
84963,702721,1,1,38351
84964,290571,0,1,81102
84965,260852,0,0,37205
84966,276799,1,1,85493
84967,208974,0,0,59801
84968,520867,0,0,83522
84969,729855,0,1,7207
84970,784695,0,0,69569
84971,376330,1,0,105831
84972,52389,1,1,15255
84973,817308,0,0,2194
84974,918619,1,1,85010
84975,807399,1,1,25047
84976,460142,0,1,5203
84977,790612,1,0,99468
84978,389105,1,0,30843
84979,166516,1,0,89538
84980,67170,0,1,7803
84981,943994,1,0,57647
84982,387810,0,1,69014
84983,981837,1,1,70570
84984,872147,1,0,44262
84985,997294,1,1,23076
84986,315559,1,1,6846
84987,453239,1,0,125259
84988,282136,0,1,138840
84989,670046,0,1,1326
84990,505296,1,0,19757
84991,253541,0,1,100232
84992,644275,1,1,75484
84993,336103,1,1,133840
84994,419947,1,0,13084
84995,457487,0,1,96737
84996,277914,1,0,109527
84997,392822,1,0,90941
84998,374673,1,1,56379
84999,685766,1,1,59699
85000,190057,1,0,97947
85001,422105,0,1,144559
85002,35058,1,1,110214
85003,82483,0,1,128129
85004,673755,0,1,25643
85005,618296,1,1,71362
85006,908254,0,0,140091
85007,786359,1,0,67715
85008,529091,1,1,125094
85009,676281,1,1,127418
85010,583810,1,1,50845
85011,763498,1,1,86236
85012,497840,1,0,133217
85013,616042,0,1,38201
85014,747207,0,1,137251
85015,817464,0,1,103898
85016,917846,1,1,85172
85017,108065,0,1,34539
85018,364096,1,0,141406
85019,323799,1,0,130702
85020,703593,1,1,76912
85021,201153,0,0,71068
85022,335963,1,1,37972
85023,709728,0,0,146799
85024,912918,1,0,50417
85025,369570,1,0,46166
85026,109366,0,0,16167
85027,627750,0,0,145816
85028,293224,1,0,23111
85029,442374,1,1,96683
85030,924785,1,1,78704
85031,115308,0,1,9984
85032,986313,1,0,132088
85033,697650,0,1,110658
85034,982161,0,1,113408
85035,423329,1,1,35819
85036,259017,1,1,26743
85037,751130,1,1,115705
85038,596967,0,0,64608
85039,121399,1,0,85992
85040,179986,1,0,104914
85041,274155,1,0,49687
85042,45270,1,1,126599
85043,905848,0,0,108106
85044,61906,0,0,12795
85045,400593,0,1,34406
85046,122775,1,0,146394
85047,733427,1,0,122419
85048,757424,1,1,111201
85049,428167,0,0,31971
85050,93227,0,1,10110
85051,475409,0,1,54433
85052,242947,0,0,62165
85053,839048,0,0,121278
85054,407026,0,0,81981
85055,877135,1,1,134083
85056,985179,1,1,71325
85057,677380,0,0,50506
85058,159340,1,1,91230
85059,780702,0,0,121098
85060,130248,1,0,69390
85061,495169,0,0,57652
85062,488522,0,1,46147
85063,985851,0,0,30456
85064,647234,0,0,27566
85065,283504,0,0,46476
85066,91111,1,1,26659
85067,425980,0,1,38646
85068,576768,0,1,10626
85069,856585,1,0,1037
85070,138910,1,0,35957
85071,448741,1,0,105637
85072,892247,0,1,55905
85073,791969,1,1,39094
85074,501160,1,0,142795
85075,425367,1,1,134024
85076,542147,1,0,103284
85077,419125,1,1,130946
85078,659047,1,0,118305
85079,620381,1,1,84982
85080,276566,0,1,107063
85081,469168,0,0,15700
85082,348263,1,1,133038
85083,965981,0,1,40791
85084,857357,0,0,103583
85085,907528,1,0,120999
85086,221604,0,0,50746
85087,482779,0,1,90138
85088,698229,0,1,138030
85089,40097,0,0,59392
85090,305945,1,0,116189
85091,165710,0,0,37588
85092,617556,0,0,75937
85093,324408,0,1,94558
85094,843881,1,0,101448
85095,637993,1,0,15170
85096,754277,0,1,95804
85097,668881,1,0,25995
85098,158977,0,0,146010
85099,749731,0,0,97188
85100,196556,0,1,147960
85101,304026,1,1,137593
85102,798175,1,1,93039
85103,560302,0,0,121666
85104,564939,0,0,5271
85105,96007,0,0,45723
85106,746692,1,1,56364
85107,828314,1,1,105752
85108,507440,1,0,31213
85109,100316,1,1,39141
85110,178296,1,1,122572
85111,241756,1,1,127065
85112,946395,0,1,124033
85113,647578,1,0,27088
85114,419922,1,1,112200
85115,813896,1,1,28827
85116,196538,0,0,19579
85117,574927,1,0,4899
85118,460213,1,0,6502
85119,575122,0,1,10363
85120,233252,0,0,48454
85121,189995,1,0,37665
85122,868384,1,0,89670
85123,404460,1,1,66263
85124,83287,0,1,55044
85125,180996,0,0,122528
85126,102989,1,1,38554
85127,261880,1,0,23157
85128,787104,0,0,119627
85129,796250,0,0,8592
85130,268750,0,1,16344
85131,691370,1,0,62356
85132,657341,1,1,23630
85133,652366,1,1,130469
85134,460359,0,0,50810
85135,341986,1,0,96688
85136,614375,0,1,135994
85137,260538,0,1,34564
85138,890714,1,0,120247
85139,330984,1,0,134826
85140,66808,0,0,100742
85141,831036,1,0,116109
85142,714669,1,1,20660
85143,718043,1,1,130036
85144,920422,0,0,24882
85145,85426,0,1,78086
85146,924973,1,0,99024
85147,233720,1,0,14256
85148,254612,1,1,122823
85149,433792,1,1,2964
85150,342993,1,0,122252
85151,277047,1,1,103482
85152,707294,1,1,10209
85153,254214,1,0,17225
85154,953302,0,0,20300
85155,604,0,0,18808
85156,304010,1,1,57337
85157,236427,1,1,52976
85158,127631,1,0,111066
85159,563707,1,0,59995
85160,301459,0,1,106601
85161,474328,0,1,42886
85162,647203,1,1,76787
85163,761572,1,0,134377
85164,744452,1,1,101149
85165,751432,1,1,53871
85166,897556,1,1,95558
85167,626240,1,0,43478
85168,730894,0,0,94168
85169,255574,1,0,77801
85170,861229,1,0,49977
85171,222139,0,1,110697
85172,996679,1,1,96763
85173,258507,1,0,95678
85174,670495,0,0,56923
85175,421487,1,0,145159
85176,34865,0,0,133649
85177,39812,1,0,31756
85178,914381,1,0,5375
85179,946695,0,0,68559
85180,261788,1,1,94234
85181,920462,1,1,39335
85182,511757,1,1,94810
85183,960957,1,0,50282
85184,361774,1,1,12878
85185,629172,1,0,137776
85186,519317,0,1,44585
85187,505539,0,0,94662
85188,245545,0,1,52240
85189,411944,0,0,2448
85190,16546,1,1,13456
85191,735877,1,0,47856
85192,146236,1,1,24450
85193,842052,0,1,59902
85194,204469,1,1,138173
85195,618509,1,0,100403
85196,371487,0,1,71211
85197,670004,0,0,81789
85198,391340,1,0,74075
85199,810328,0,1,78159
85200,14426,0,1,7635
85201,25962,1,0,127860
85202,840479,1,0,106000
85203,248632,1,1,60460
85204,412831,1,0,95907
85205,922887,1,1,143499
